numren,sexo,edad,folio,tam_loc,est_dis,upm,factor,ur_rur_2500,municipio,entidad,ccevj,CBDj,CSj,CTELJ,CENJ,rei,ett,CASi,CASSi,cyt,nbi,mmip,E_ccevj,E_CBDj,E_CSj,E_CTELJ,E_CENJ,E_rei,E_CASSi,E_CASi,E_nbi,E_cict,E_ett,E_cyt,E_mmip,año,anio,is_cdmx,municipio_num,alcaldia_norm
3,2,22,9003320021,1,133,24180,1788,1,2,9,0.111111104,-0.941275477,0.0,0.0,0.0,0.0,0.880182028,0.49000001,1.0,0.451669514,0.19268547,0.354809493,3,6,4,4,4,4,1,2,3,2,5,2,2,2016,2016,True,2,AZCAPOTZALCO
4,2,18,9003320021,1,133,24180,1788,1,2,9,0.111111104,-0.941275477,0.0,0.0,0.0,0.142857134,0.880182028,1.0,1.0,0.451669514,0.298564762,0.394408345,3,6,4,4,4,3,1,1,3,2,5,2,2,2016,2016,True,2,AZCAPOTZALCO
5,1,28,9003320021,1,133,24180,1788,1,2,9,0.111111104,-0.941275477,0.0,0.0,0.0,-0.363636374,0.880182028,1.0,1.0,0.451669514,0.179032281,0.349703193,3,6,4,4,4,5,1,1,3,2,5,2,2,2016,2016,True,2,AZCAPOTZALCO
1,2,59,9003320031,1,133,24180,1788,1,2,9,0.003846109,0.191983342,0.375,1.0,0.0,0.0,1.979166627,0.49000001,1.0,0.68579483,0.267106563,0.529205441,3,3,2,1,4,4,1,2,3,2,1,1,1,2016,2016,True,2,AZCAPOTZALCO
1,2,82,9003320041,1,133,24180,1788,1,2,9,-0.189655066,-0.859917521,0.0,-0.5,0.0,-0.315789461,0.885416687,0.0,0.0,-0.329446554,-0.20160839,-0.281635076,5,6,4,6,4,5,4,4,5,5,5,5,5,2016,2016,True,2,AZCAPOTZALCO
2,1,33,9003320041,1,133,24180,1788,1,2,9,-0.189655066,-0.859917521,0.0,-0.5,0.0,-0.200000048,0.885416687,-0.01111114,0.0,-0.329446554,-0.17585431,-0.272003055,5,6,4,6,4,5,4,4,5,5,5,5,5,2016,2016,True,2,AZCAPOTZALCO
3,2,60,9003320041,1,133,24180,1788,1,2,9,-0.189655066,-0.859917521,0.0,-0.5,0.0,-0.276315808,0.885416687,0.0,0.0,-0.329446554,-0.192292616,-0.278150976,5,6,4,6,4,5,4,4,5,5,5,5,5,2016,2016,True,2,AZCAPOTZALCO
1,1,75,9003320051,1,133,24180,1788,1,2,9,0.301886857,-0.149317145,0.0,-0.5,0.0,0.0,0.799999952,0.0,0.0,0.421248734,0.075358495,0.291885793,3,5,4,6,4,4,4,4,3,2,5,2,3,2016,2016,True,2,AZCAPOTZALCO
2,2,71,9003320051,1,133,24180,1788,1,2,9,0.301886857,-0.149317145,0.0,-0.5,0.0,0.0,0.799999952,0.0,0.0,0.421248734,0.075358495,0.291885793,3,5,4,6,4,4,4,4,3,2,5,2,3,2016,2016,True,2,AZCAPOTZALCO
3,1,42,9003320051,1,133,24180,1788,1,2,9,0.301886857,-0.149317145,0.0,-0.5,0.0,-0.125,0.799999952,0.0,0.0,0.421248734,0.045858495,0.280852795,3,5,4,6,4,5,4,4,3,2,5,2,3,2016,2016,True,2,AZCAPOTZALCO
4,1,40,9003320051,1,133,24180,1788,1,2,9,0.301886857,-0.149317145,0.0,-0.5,0.0,0.0,0.799999952,1.0,1.0,0.421248734,0.358358502,0.397727787,3,5,4,6,4,4,1,1,2,2,5,2,2,2016,2016,True,2,AZCAPOTZALCO
5,1,13,9003320051,1,133,24180,1788,1,2,9,0.301886857,-0.149317145,0.0,-0.5,0.0,-0.200000048,0.799999952,0.0,0.0,0.421248734,0.028158484,0.274232984,3,5,4,6,4,5,4,4,3,2,5,2,3,2016,2016,True,2,AZCAPOTZALCO
6,2,45,9003320051,1,133,24180,1788,1,2,9,0.301886857,-0.149317145,0.0,-0.5,0.0,0.0,0.799999952,0.0,0.0,0.421248734,0.075358495,0.291885793,3,5,4,6,4,4,4,4,3,2,5,2,3,2016,2016,True,2,AZCAPOTZALCO
1,2,49,9004004011,1,134,24190,1671,1,2,9,-1.0,-0.944049478,0.0,-0.5,0.0,-0.4375,1.362499952,-1.0,1.0,-0.116411686,-0.501004875,-0.260249525,6,6,4,6,4,5,1,6,6,5,2,5,5,2016,2016,True,2,AZCAPOTZALCO
1,1,51,9004004021,1,134,24190,1671,1,2,9,-0.706896544,-1.0,0.0,-0.5,0.0,-0.1875,0.100000001,-0.01111114,0.0,0.141452849,-0.350684285,-0.042606439,6,6,4,6,4,5,4,4,5,3,6,3,4,2016,2016,True,2,AZCAPOTZALCO
2,2,50,9004004021,1,134,24190,1671,1,2,9,-0.706896544,-1.0,0.0,-0.5,0.0,0.0,0.100000001,-0.01111114,0.0,0.141452849,-0.306434304,-0.026056945,6,6,4,6,4,4,4,4,5,3,6,3,4,2016,2016,True,2,AZCAPOTZALCO
3,2,20,9004004021,1,134,24190,1671,1,2,9,-0.706896544,-1.0,0.0,-0.5,0.0,-0.27272737,0.100000001,-0.01111114,0.0,0.141452849,-0.370797962,-0.050128955,6,6,4,6,4,5,4,4,5,3,6,3,4,2016,2016,True,2,AZCAPOTZALCO
1,1,66,9004004031,1,134,24190,1671,1,2,9,-0.706896544,-1.0,0.0,-0.5,0.0,-0.355263114,0.833333313,0.0,0.0,-1.0,-0.388704151,-0.771375358,6,6,4,6,4,5,4,4,5,6,5,6,6,2016,2016,True,2,AZCAPOTZALCO
2,2,66,9004004031,1,134,24190,1671,1,2,9,-0.706896544,-1.0,0.0,-0.5,0.0,-0.394736886,0.833333313,0.0,0.0,-1.0,-0.398019969,-0.774859488,6,6,4,6,4,5,4,4,5,6,5,6,6,2016,2016,True,2,AZCAPOTZALCO
3,1,40,9004004031,1,134,24190,1671,1,2,9,-0.706896544,-1.0,0.0,-0.5,0.0,-0.5,0.833333313,-1.0,0.0,-1.0,-0.564362049,-0.837071419,6,6,4,6,4,6,4,6,6,6,5,6,6,2016,2016,True,2,AZCAPOTZALCO
1,1,81,9004004041,1,134,24190,1671,1,2,9,-0.690476298,-0.067945838,0.0,-0.5,0.0,-0.315789461,1.154166698,0.0,0.0,-1.0,-0.319943398,-0.745658815,6,4,4,6,4,5,4,4,5,6,3,6,6,2016,2016,True,2,AZCAPOTZALCO
2,2,56,9004004041,1,134,24190,1671,1,2,9,-0.690476298,-0.067945838,0.0,-0.5,0.0,-0.75,1.154166698,-1.0,0.0,-1.0,-0.5639171,-0.836905003,6,4,4,6,4,6,4,6,6,6,3,6,6,2016,2016,True,2,AZCAPOTZALCO
1,1,55,9004004061,1,134,24190,1671,1,2,9,-1.0,-0.033296466,0.0,0.0,0.0,-0.125,1.154166698,0.0,0.0,-0.100400925,-0.359431207,-0.197278246,6,4,4,4,4,5,4,4,5,5,3,5,5,2016,2016,True,2,AZCAPOTZALCO
1,2,30,9004162011,1,135,24200,2218,1,2,9,-1.0,-0.716897607,0.0,0.0,0.0,-0.200000048,1.154166698,-1.0,0.0,-0.735347152,-0.558280051,-0.669124067,6,6,4,4,4,5,4,6,6,6,3,6,6,2016,2016,True,2,AZCAPOTZALCO
1,1,47,9004162021,1,135,24200,2218,1,2,9,-0.189655066,-0.864863157,0.0,-0.5,0.0,-0.5,1.547916651,0.0,0.0,-0.087834239,-0.245368928,-0.146752208,5,6,4,6,4,6,4,4,5,5,1,4,5,2016,2016,True,2,AZCAPOTZALCO
2,2,40,9004162021,1,135,24200,2218,1,2,9,-0.189655066,-0.864863157,0.0,-0.5,0.0,-0.375,1.547916651,0.0,0.0,-0.087834239,-0.21586892,-0.13571921,5,6,4,6,4,5,4,4,5,5,1,4,5,2016,2016,True,2,AZCAPOTZALCO
3,2,1,9004162021,1,135,24200,2218,1,2,9,-0.189655066,-0.864863157,0.0,-0.5,0.0,0.0,1.547916651,0.0,0.0,-0.087834239,-0.127368927,-0.102620214,5,6,4,6,4,4,4,4,5,5,1,4,5,2016,2016,True,2,AZCAPOTZALCO
1,2,50,9004162031,1,135,24200,2218,1,2,9,-0.189655066,-0.095272779,0.0,-0.5,0.0,-0.375,0.852241755,0.0,0.0,-0.069480181,-0.171232685,-0.107535616,5,4,4,6,4,5,4,4,5,4,5,4,5,2016,2016,True,2,AZCAPOTZALCO
2,2,24,9004162031,1,135,24200,2218,1,2,9,-0.189655066,-0.095272779,0.0,-0.5,0.0,-0.090909123,0.852241755,-0.030370593,0.0,-0.069480181,-0.108484678,-0.084067866,5,4,4,6,4,4,4,4,5,4,5,4,4,2016,2016,True,2,AZCAPOTZALCO
3,2,20,9004162031,1,135,24200,2218,1,2,9,-0.189655066,-0.095272779,0.0,-0.5,0.0,0.133333325,0.852241755,-0.030370593,0.0,-0.069480181,-0.055563457,-0.064275324,5,4,4,6,4,3,4,4,4,4,5,4,4,2016,2016,True,2,AZCAPOTZALCO
1,1,41,9004162041,1,135,24200,2218,1,2,9,-1.0,-0.845398426,0.0,-0.5,0.0,-0.75,1.570833325,0.0,0.0,-0.096350074,-0.569033086,-0.273133516,6,6,4,6,4,6,4,4,6,5,1,4,5,2016,2016,True,2,AZCAPOTZALCO
1,1,28,9004162061,1,135,24200,2218,1,2,9,-1.0,-0.026044965,0.0,0.0,0.0,-0.636363626,1.154166698,0.0,0.0,-0.045638919,-0.479692429,-0.207974926,6,4,4,4,4,6,4,4,5,5,3,4,5,2016,2016,True,2,AZCAPOTZALCO
1,1,61,9004238011,1,133,24210,1464,1,2,9,-0.111111164,-0.878457308,0.0,-0.5,0.0,0.083333313,0.776409268,0.49000001,0.0,-0.040511727,-0.013393322,-0.030369444,5,6,4,6,4,3,4,2,4,4,5,4,4,2016,2016,True,2,AZCAPOTZALCO
2,2,59,9004238011,1,133,24210,1464,1,2,9,-0.111111164,-0.878457308,0.0,-0.5,0.0,0.0,0.776409268,0.49000001,0.0,-0.040511727,-0.033059984,-0.037724774,5,6,4,6,4,4,4,2,4,4,5,4,4,2016,2016,True,2,AZCAPOTZALCO
3,2,30,9004238011,1,133,24210,1464,1,2,9,-0.111111164,-0.878457308,0.0,-0.5,0.0,0.0,0.776409268,1.0,1.0,-0.040511727,0.180605009,0.042185932,5,6,4,6,4,4,1,1,3,4,5,4,3,2016,2016,True,2,AZCAPOTZALCO
4,1,28,9004238011,1,133,24210,1464,1,2,9,-0.111111164,-0.878457308,0.0,-0.5,0.0,-0.181818128,0.776409268,0.0,0.0,-0.040511727,-0.145304069,-0.079704061,5,6,4,6,4,5,4,4,5,4,5,4,4,2016,2016,True,2,AZCAPOTZALCO
5,2,26,9004238011,1,133,24210,1464,1,2,9,-0.111111164,-0.878457308,0.0,-0.5,0.0,-0.545454502,0.776409268,1.0,1.0,-0.040511727,0.051877752,-0.005958062,5,6,4,6,4,6,1,1,3,4,5,4,4,2016,2016,True,2,AZCAPOTZALCO
1,1,67,9004238021,1,133,24210,1464,1,2,9,0.056603789,-0.792188287,0.0,-0.5,0.0,0.0,0.727500021,-0.01111114,0.0,-0.103678823,-0.043953106,-0.081341401,3,6,4,6,4,4,4,4,4,4,5,5,4,2016,2016,True,2,AZCAPOTZALCO
2,2,67,9004238021,1,133,24210,1464,1,2,9,0.056603789,-0.792188287,0.0,-0.5,0.0,0.25,0.727500021,-0.01111114,0.0,-0.103678823,0.015046895,-0.059275404,3,6,4,6,4,3,4,4,3,4,5,5,4,2016,2016,True,2,AZCAPOTZALCO
3,2,43,9004238021,1,133,24210,1464,1,2,9,0.056603789,-0.792188287,0.0,-0.5,0.0,-0.375,0.727500021,-0.042153001,1.0,-0.103678823,0.004654473,-0.06316217,3,6,4,6,4,5,1,4,3,4,5,5,4,2016,2016,True,2,AZCAPOTZALCO
4,2,30,9004238021,1,133,24210,1464,1,2,9,0.056603789,-0.792188287,0.0,-0.5,0.0,-0.200000048,0.727500021,-0.042153001,1.0,-0.103678823,0.045954462,-0.047715973,3,6,4,6,4,5,1,4,3,4,5,5,4,2016,2016,True,2,AZCAPOTZALCO
5,1,47,9004238021,1,133,24210,1464,1,2,9,0.056603789,-0.792188287,0.0,-0.5,0.0,-0.1875,0.727500021,0.0,0.0,-0.103678823,-0.086630881,-0.097302891,3,6,4,6,4,5,4,4,4,4,5,5,4,2016,2016,True,2,AZCAPOTZALCO
6,2,3,9004238021,1,133,24210,1464,1,2,9,0.056603789,-0.792188287,0.0,-0.5,0.0,0.0,0.727500021,-0.042153001,1.0,-0.103678823,0.093154475,-0.030063169,3,6,4,6,4,4,1,4,3,4,5,5,4,2016,2016,True,2,AZCAPOTZALCO
1,1,75,9004238031,1,133,24210,1464,1,2,9,0.165983617,-0.014950395,0.0,-0.5,0.0,0.555555582,0.952884555,1.0,0.75,0.121536374,0.417311609,0.232156307,3,4,4,6,4,1,1,1,2,3,4,3,3,2016,2016,True,2,AZCAPOTZALCO
2,2,65,9004238031,1,133,24210,1464,1,2,9,0.165983617,-0.014950395,0.0,-0.5,0.0,0.5,0.952884555,1.0,0.75,0.121536374,0.404200494,0.227252752,3,4,4,6,4,2,1,1,2,3,4,3,3,2016,2016,True,2,AZCAPOTZALCO
3,1,44,9004238031,1,133,24210,1464,1,2,9,0.165983617,-0.014950395,0.0,-0.5,0.0,-0.1875,0.952884555,1.0,1.0,0.121536374,0.277325511,0.179801509,3,4,4,6,4,5,1,1,3,3,4,3,3,2016,2016,True,2,AZCAPOTZALCO
4,2,41,9004238031,1,133,24210,1464,1,2,9,0.165983617,-0.014950395,0.0,-0.5,0.0,-0.1875,0.952884555,1.0,1.0,0.121536374,0.277325511,0.179801509,3,4,4,6,4,5,1,1,3,3,4,3,3,2016,2016,True,2,AZCAPOTZALCO
5,2,33,9004238031,1,133,24210,1464,1,2,9,0.165983617,-0.014950395,0.0,-0.5,0.0,0.199999988,0.952884555,1.0,1.0,0.121536374,0.368775487,0.214003801,3,4,4,6,4,3,1,1,2,3,4,3,3,2016,2016,True,2,AZCAPOTZALCO
6,1,8,9004238031,1,133,24210,1464,1,2,9,0.165983617,-0.014950395,0.0,-0.5,0.0,-0.200000048,0.952884555,1.0,1.0,0.121536374,0.274375498,0.178698212,3,4,4,6,4,5,1,1,3,3,4,3,3,2016,2016,True,2,AZCAPOTZALCO
7,1,3,9004238031,1,133,24210,1464,1,2,9,0.165983617,-0.014950395,0.0,-0.5,0.0,0.0,0.952884555,1.0,1.0,0.121536374,0.321575493,0.196351007,3,4,4,6,4,4,1,1,3,3,4,3,3,2016,2016,True,2,AZCAPOTZALCO
1,2,56,9004238051,1,133,24210,1464,1,2,9,-1.0,-0.886980295,0.0,-0.5,0.0,-0.4375,1.202083349,-0.01111114,0.0,-0.739138126,-0.499267071,-0.649426341,6,6,4,6,4,5,4,4,5,6,3,6,6,2016,2016,True,2,AZCAPOTZALCO
2,1,26,9004238051,1,133,24210,1464,1,2,9,-1.0,-0.886980295,0.0,-0.5,0.0,-0.363636374,1.202083349,0.0,0.0,-0.739138126,-0.480263054,-0.642318845,6,6,4,6,4,5,4,4,5,6,3,6,6,2016,2016,True,2,AZCAPOTZALCO
1,1,87,9004238061,1,133,24210,1464,1,2,9,-0.706896544,-0.83949697,0.0,-0.5,0.0,0.0,2.0,-0.01111114,0.0,0.587901235,-0.297125131,0.256901383,6,6,4,6,4,4,4,4,5,4,1,1,3,2016,2016,True,2,AZCAPOTZALCO
2,2,88,9004238061,1,133,24210,1464,1,2,9,-0.706896544,-0.83949697,0.0,-0.5,0.0,0.222222209,2.0,-0.01111114,0.0,0.587901235,-0.244680673,0.276515603,6,6,4,6,4,3,4,4,5,4,1,1,3,2016,2016,True,2,AZCAPOTZALCO
3,2,48,9004238061,1,133,24210,1464,1,2,9,-0.706896544,-0.83949697,0.0,-0.5,0.0,-0.25,2.0,-0.01111114,0.0,0.587901235,-0.356125116,0.234835386,6,6,4,6,4,5,4,4,5,4,1,1,3,2016,2016,True,2,AZCAPOTZALCO
1,1,37,9005339011,1,134,24220,1697,1,2,9,-0.529807687,-0.073698163,0.0,0.0,0.0,0.0,1.5625,0.0,0.0,-0.018994451,-0.178051412,-0.078481756,6,4,4,4,4,4,4,4,5,4,1,4,4,2016,2016,True,2,AZCAPOTZALCO
1,1,42,9005339041,1,134,24220,1697,1,2,9,0.853040516,-0.013069391,0.375,0.0,0.0,0.25,1.090277791,0.0,0.0,-0.005438685,0.351914257,0.128211319,1,4,2,4,4,3,4,4,2,4,3,4,3,2016,2016,True,2,AZCAPOTZALCO
2,2,39,9005339041,1,134,24220,1697,1,2,9,0.853040516,-0.013069391,0.375,0.0,0.0,0.199999988,1.090277791,0.0,0.0,-0.005438685,0.340114266,0.123798117,1,4,2,4,4,3,4,4,2,4,3,4,3,2016,2016,True,2,AZCAPOTZALCO
3,2,19,9005339041,1,134,24220,1697,1,2,9,0.853040516,-0.013069391,0.375,0.0,0.0,0.199999988,1.090277791,-0.013975382,1.0,-0.005438685,0.479636759,0.175979525,1,4,2,4,4,3,1,4,2,4,3,4,3,2016,2016,True,2,AZCAPOTZALCO
4,1,10,9005339041,1,134,24220,1697,1,2,9,0.853040516,-0.013069391,0.375,0.0,0.0,-0.142857194,1.090277791,0.0,0.0,-0.005438685,0.259199977,0.093536176,1,4,2,4,4,5,4,4,3,4,3,4,3,2016,2016,True,2,AZCAPOTZALCO
1,1,68,9005339051,1,134,24220,1697,1,2,9,0.809426248,-0.00884676,0.375,-0.5,0.0,1.0,0.509166658,0.0,0.0,0.414485574,0.4998537,0.446413249,1,4,2,6,4,1,4,4,2,2,5,2,2,2016,2016,True,2,AZCAPOTZALCO
2,2,64,9005339051,1,134,24220,1697,1,2,9,0.809426248,-0.00884676,0.375,-0.5,0.0,1.0,0.509166658,0.0,0.0,0.414485574,0.4998537,0.446413249,1,4,2,6,4,1,4,4,2,2,5,2,2,2016,2016,True,2,AZCAPOTZALCO
3,2,27,9005339051,1,134,24220,1697,1,2,9,0.809426248,-0.00884676,0.375,-0.5,0.0,0.266666651,0.509166658,0.49000001,1.0,0.414485574,0.537622035,0.460538596,1,4,2,6,4,3,1,2,1,2,5,2,2,2016,2016,True,2,AZCAPOTZALCO
4,1,33,9005339051,1,134,24220,1697,1,2,9,0.809426248,-0.00884676,0.375,-0.5,0.0,0.399999976,0.509166658,1.0,1.0,0.414485574,0.64125371,0.499296844,1,4,2,6,4,2,1,1,1,2,5,2,2,2016,2016,True,2,AZCAPOTZALCO
5,1,24,9005339051,1,134,24220,1697,1,2,9,0.809426248,-0.00884676,0.375,-0.5,0.0,1.0,0.509166658,1.0,1.0,0.414485574,0.782853723,0.552255273,1,4,2,6,4,1,1,1,1,2,5,2,1,2016,2016,True,2,AZCAPOTZALCO
6,2,10,9005339051,1,134,24220,1697,1,2,9,0.809426248,-0.00884676,0.375,-0.5,0.0,-0.142857194,0.509166658,0.49000001,1.0,0.414485574,0.440974414,0.424392402,1,4,2,6,4,5,1,2,2,2,5,2,2,2016,2016,True,2,AZCAPOTZALCO
7,1,9,9005339051,1,134,24220,1697,1,2,9,0.809426248,-0.00884676,0.375,-0.5,0.0,-0.166666627,0.509166658,0.49000001,1.0,0.414485574,0.435355365,0.422290862,1,4,2,6,4,5,1,2,2,2,5,2,2,2016,2016,True,2,AZCAPOTZALCO
1,1,64,9005339061,1,134,24220,1697,1,2,9,-0.452381015,-0.025067091,0.375,-0.5,0.0,0.0,0.577083349,0.0,0.0,-0.160452485,-0.150959864,-0.156902239,5,4,2,6,4,4,4,4,5,5,5,5,5,2016,2016,True,2,AZCAPOTZALCO
2,2,64,9005339061,1,134,24220,1697,1,2,9,-0.452381015,-0.025067091,0.375,-0.5,0.0,0.083333313,0.577083349,0.0,0.0,-0.160452485,-0.131293207,-0.149546921,5,4,2,6,4,3,4,4,5,5,5,5,5,2016,2016,True,2,AZCAPOTZALCO
1,2,32,9007717011,1,135,24230,2027,1,2,9,-0.452381015,-1.0,0.0,0.0,0.0,-0.200000048,1.160416722,-1.0,1.0,-0.277063847,-0.253580987,-0.268281251,5,6,4,4,4,5,1,6,5,5,3,5,5,2016,2016,True,2,AZCAPOTZALCO
2,1,37,9007717011,1,135,24230,2027,1,2,9,-0.452381015,-1.0,0.0,0.0,0.0,-0.200000048,1.160416722,0.0,0.0,-0.277063847,-0.253580987,-0.268281251,5,6,4,4,4,5,4,4,5,5,3,5,5,2016,2016,True,2,AZCAPOTZALCO
1,2,40,9007717021,1,135,24230,2027,1,2,9,-0.653846145,-0.14135468,0.0,0.0,0.0,-0.4375,1.154166698,0.0,0.0,-0.228646517,-0.325910121,-0.265023112,6,5,4,4,4,5,4,4,5,5,3,5,5,2016,2016,True,2,AZCAPOTZALCO
1,1,60,9007717031,1,135,24230,2027,1,2,9,-1.0,-0.990462422,0.0,-0.5,0.0,-0.276315808,0.570833325,-1.0,0.0,-1.0,-0.60715735,-0.853076875,6,6,4,6,4,5,4,6,6,6,5,6,6,2016,2016,True,2,AZCAPOTZALCO
1,2,83,9007717041,1,135,24230,2027,1,2,9,-1.0,-0.904795885,0.0,-0.5,0.0,0.0,1.416666627,0.0,0.0,-1.0,-0.395478159,-0.773908854,6,6,4,6,4,4,4,4,5,6,2,6,6,2016,2016,True,2,AZCAPOTZALCO
2,2,56,9007717041,1,135,24230,2027,1,2,9,-1.0,-0.904795885,0.0,-0.5,0.0,-0.4375,1.416666627,0.0,0.0,-1.0,-0.498728156,-0.812524319,6,6,4,6,4,5,4,4,5,6,2,6,6,2016,2016,True,2,AZCAPOTZALCO
3,2,54,9007717041,1,135,24230,2027,1,2,9,-1.0,-0.904795885,0.0,-0.5,0.0,-0.4375,1.416666627,0.0,0.0,-1.0,-0.498728156,-0.812524319,6,6,4,6,4,5,4,4,5,6,2,6,6,2016,2016,True,2,AZCAPOTZALCO
1,1,86,9007717051,1,135,24230,2027,1,2,9,-0.189655066,-0.053793788,0.0,0.0,0.0,-0.157894731,1.171875,0.0,0.0,-0.388624668,-0.102590054,-0.281647712,5,4,4,4,4,5,4,4,5,5,3,5,5,2016,2016,True,2,AZCAPOTZALCO
2,2,78,9007717051,1,135,24230,2027,1,2,9,-0.189655066,-0.053793788,0.0,0.0,0.0,0.0,1.171875,0.0,0.0,-0.388624668,-0.065326899,-0.267711312,5,4,4,4,4,4,4,4,4,5,3,5,5,2016,2016,True,2,AZCAPOTZALCO
3,1,50,9007717051,1,135,24230,2027,1,2,9,-0.189655066,-0.053793788,0.0,0.0,0.0,-0.3125,1.171875,0.0,0.0,-0.388624668,-0.139076903,-0.295293808,5,4,4,4,4,5,4,4,5,5,3,5,5,2016,2016,True,2,AZCAPOTZALCO
1,1,62,9007717061,1,135,24230,2027,1,2,9,-0.620689631,-0.973862767,0.0,-0.5,0.0,-0.276315808,0.100000001,0.0,0.0,-1.0,-0.340280771,-0.753265023,6,6,4,6,4,5,4,4,5,6,6,6,6,2016,2016,True,2,AZCAPOTZALCO
2,2,57,9007717061,1,135,24230,2027,1,2,9,-0.620689631,-0.973862767,0.0,-0.5,0.0,-0.1875,0.100000001,0.0,0.0,-1.0,-0.319320232,-0.745425761,6,6,4,6,4,5,4,4,5,6,6,6,6,2016,2016,True,2,AZCAPOTZALCO
3,1,30,9007717061,1,135,24230,2027,1,2,9,-0.620689631,-0.973862767,0.0,-0.5,0.0,-0.200000048,0.100000001,0.0,0.0,-1.0,-0.322270244,-0.746529043,6,6,4,6,4,5,4,4,5,6,6,6,6,2016,2016,True,2,AZCAPOTZALCO
1,1,66,9008213011,1,134,24240,1536,1,2,9,-0.189655066,-0.020920634,0.0,-0.5,0.0,0.25,0.673611104,0.0,0.0,-0.148808241,-0.019420259,-0.100417137,5,4,4,6,4,3,4,4,4,5,5,5,5,2016,2016,True,2,AZCAPOTZALCO
2,2,54,9008213011,1,134,24240,1536,1,2,9,-0.189655066,-0.020920634,0.0,-0.5,0.0,0.25,0.673611104,0.0,0.0,-0.148808241,-0.019420259,-0.100417137,5,4,4,6,4,3,4,4,4,5,5,5,5,2016,2016,True,2,AZCAPOTZALCO
3,2,20,9008213011,1,134,24240,1536,1,2,9,-0.189655066,-0.020920634,0.0,-0.5,0.0,0.199999988,0.673611104,0.0,0.0,-0.148808241,-0.031220261,-0.10483034,5,4,4,6,4,3,4,4,4,5,5,5,5,2016,2016,True,2,AZCAPOTZALCO
1,2,60,9008213021,1,134,24240,1536,1,2,9,0.037500083,-0.015298367,0.0,0.0,0.0,0.25,1.022399783,0.0,0.0,-0.091765881,0.070412725,-0.031111082,3,4,4,4,4,3,4,4,3,4,3,4,4,2016,2016,True,2,AZCAPOTZALCO
2,2,40,9008213021,1,134,24240,1536,1,2,9,0.037500083,-0.015298367,0.0,0.0,0.0,-0.1875,1.022399783,0.0,0.0,-0.091765881,-0.032837279,-0.069726586,3,4,4,4,4,5,4,4,4,4,3,4,4,2016,2016,True,2,AZCAPOTZALCO
3,1,0,9008213021,1,134,24240,1536,1,2,9,0.037500083,-0.015298367,0.0,0.0,0.0,0.0,1.022399783,0.0,0.0,-0.091765881,0.011412722,-0.053177085,3,4,4,4,4,4,4,4,3,4,3,4,4,2016,2016,True,2,AZCAPOTZALCO
4,2,16,9008213021,1,134,24240,1536,1,2,9,0.037500083,-0.015298367,0.0,0.0,0.0,-0.076923132,1.022399783,0.0,0.0,-0.091765881,-0.006741137,-0.059966628,3,4,4,4,4,4,4,4,4,4,3,4,4,2016,2016,True,2,AZCAPOTZALCO
1,1,48,9008213031,1,134,24240,1536,1,2,9,-0.189655066,-0.989519596,0.0,0.0,0.0,-0.4375,1.65625,0.0,0.0,0.384054124,-0.222848997,0.15707235,5,6,4,4,4,5,4,4,5,4,1,2,3,2016,2016,True,2,AZCAPOTZALCO
2,2,39,9008213031,1,134,24240,1536,1,2,9,-0.189655066,-0.989519596,0.0,0.0,0.0,-0.200000048,1.65625,0.0,0.0,0.384054124,-0.166799009,0.178035051,5,6,4,4,4,5,4,4,5,4,1,2,3,2016,2016,True,2,AZCAPOTZALCO
3,1,8,9008213031,1,134,24240,1536,1,2,9,-0.189655066,-0.989519596,0.0,0.0,0.0,-0.200000048,1.65625,0.0,0.0,0.384054124,-0.166799009,0.178035051,5,6,4,4,4,5,4,4,5,4,1,2,3,2016,2016,True,2,AZCAPOTZALCO
1,1,54,9008213041,1,134,24240,1536,1,2,9,0.222222209,-0.169197321,0.0,-0.5,0.0,-0.1875,0.622815251,0.49000001,1.0,0.125772297,0.214660436,0.15901646,3,5,4,6,4,5,1,2,3,3,5,3,3,2016,2016,True,2,AZCAPOTZALCO
2,2,52,9008213041,1,134,24240,1536,1,2,9,0.222222209,-0.169197321,0.0,-0.5,0.0,-0.5,0.622815251,0.49000001,1.0,0.125772297,0.140910447,0.131433964,3,5,4,6,4,6,1,2,3,3,5,3,3,2016,2016,True,2,AZCAPOTZALCO
3,1,25,9008213041,1,134,24240,1536,1,2,9,0.222222209,-0.169197321,0.0,-0.5,0.0,0.0,0.622815251,0.49000001,1.0,0.125772297,0.258910447,0.175565958,3,5,4,6,4,4,1,2,3,3,5,3,3,2016,2016,True,2,AZCAPOTZALCO
4,1,23,9008213041,1,134,24240,1536,1,2,9,0.222222209,-0.169197321,0.0,-0.5,0.0,-0.454545498,0.622815251,0.0,1.0,0.125772297,0.082302704,0.109514669,3,5,4,6,4,5,1,4,3,3,5,3,3,2016,2016,True,2,AZCAPOTZALCO
5,1,22,9008213041,1,134,24240,1536,1,2,9,0.222222209,-0.169197321,0.0,-0.5,0.0,-0.363636374,0.622815251,0.0,1.0,0.125772297,0.103757255,0.117538668,3,5,4,6,4,5,1,4,3,3,5,3,3,2016,2016,True,2,AZCAPOTZALCO
1,1,28,9008213051,1,134,24240,1536,1,2,9,-0.040540457,-0.939453483,0.0,0.0,0.0,-0.454545498,2.0,0.0,0.0,-0.00571835,-0.175058305,-0.069051497,4,6,4,4,4,5,4,4,5,5,1,4,4,2016,2016,True,2,AZCAPOTZALCO
