anio,alcaldia_norm,n_registros,factor_sum,mmip_wmean,rei_wmean,nbi_wmean,CBDj_wmean,CSj_wmean,CENJ_wmean,ett_wmean,CASi_wmean,CASSi_wmean,cyt_wmean,ccevj_wmean,E_mmip_wmode,E_rei_wmode,E_nbi_wmode,total_carpetas,robos_territoriales,fraude,delitos_unicos,categorias_unicas,pct_latitud_nula,pct_longitud_nula,ROBO_A_CASA_HABITACION,ROBO_A_NEGOCIO,ROBO_A_PASAJERO,ROBO_A_REPARTIDOR,ROBO_A_TRANSEUNTE,ROBO_DE_ACCESORIOS_AUTO,ROBO_DE_VEHICULO,ROBO_A_TRANSPORTISTA
2016,MIGUEL HIDALGO,179,322176.0,-0.22512256371920936,-0.15358722095021357,-0.16279880844837294,-0.5161272310452237,0.0207613614784776,0.0,0.9972244005671499,-0.08606268823467918,0.2142229712951927,-0.2623575200243935,-0.321858267927223,5,5,5,13202,3504.0,1423.0,310,0,18.3339,18.3339,352.0,958.0,137.0,52.0,685.0,173.0,1147.0,0.0
2016,MILPA ALTA,71,69667.0,0.39418112231484065,0.0728373613558787,0.32125046826788867,0.017217641001105222,0.5619054328477618,0.0,1.1996798360819612,0.33264368733426153,0.8888175176195329,0.4377531094604331,0.32978336699292354,3,3,3,1189,232.0,45.0,135,0,6.5854,6.5854,52.0,43.0,3.0,6.0,31.0,12.0,85.0,0.0
2016,TLAHUAC,264,400974.0,0.2071078494417568,-0.011039786838049353,0.0988593248585993,-0.339329753193005,0.26185969304241424,0.0,1.001841796968913,0.30675640500128687,0.4930388254600049,0.27178028972943136,0.015398013094335299,3,5,3,4337,1110.0,148.0,231,0,27.5809,27.5809,201.0,212.0,52.0,20.0,264.0,58.0,303.0,0.0
2016,TLALPAN,485,802884.0,0.04072248685600162,-0.04323664142264761,0.05516879951760901,-0.4153236961295866,0.37492764300125797,0.002252130932373792,0.92712830794002,0.07343591854784626,0.43207860662312364,0.032091623142270875,0.03899712583421891,3,5,3,12160,3602.0,624.0,300,0,32.927499999999995,32.927499999999995,589.0,1062.0,92.0,34.0,514.0,262.0,1049.0,0.0
2016,VENUSTIANO CARRANZA,376,592557.0,0.10378778864862959,-0.05509501968011854,0.03433470153731539,-0.2920061386580819,0.07330788412694475,0.002237759271158724,1.1087929821957534,0.10505726855503691,0.32735458360967806,0.14528212423569717,0.027928105764297783,3,5,3,11265,3309.0,356.0,268,0,53.7014,53.7014,339.0,730.0,181.0,93.0,932.0,248.0,786.0,0.0
2016,XOCHIMILCO,301,450821.0,0.1441119107705098,-0.019849815448670313,0.11472949316532949,-0.31660374143818276,0.3783591140113193,0.0008309284117731871,0.9856991326510987,0.15572463313957424,0.5040099063708212,0.16166626254255015,0.11188746053046107,3,4,3,6489,2002.0,251.0,253,0,33.0971,33.0971,309.0,341.0,74.0,20.0,510.0,75.0,673.0,0.0
2018,ALVARO OBREGON,487,653657.0,-0.08271451766524034,-0.1019147444639421,-0.08111166379488477,-0.47118606766998433,0.06272586369273794,0.0015506602685873476,0.9159450348961962,0.013156027137244768,0.25711038052067064,-0.08367213290319847,-0.1826116347386152,3,5,5,16853,6879.0,901.0,421,0,60.359199999999994,60.359199999999994,438.0,1463.0,254.0,120.0,1754.0,448.0,2402.0,0.0
2018,AZCAPOTZALCO,272,439360.0,0.0055296686886152574,-0.11652180901374729,-0.04593918970022988,-0.43461552587189095,0.05219085673182812,0.0,1.0256008038746132,0.13130330616912553,0.3194180171158048,0.036279433483291615,-0.15043777896292335,5,5,5,12302,5643.0,528.0,389,0,21.1084,21.1084,387.0,1225.0,230.0,99.0,1726.0,428.0,1548.0,0.0
2018,BENITO JUAREZ,259,499073.0,-0.32246308399447776,-0.21591199495851104,-0.17515941175799932,-0.6397185236333903,0.015344949760055142,0.0,1.0528414318281993,-0.16187706771997082,0.2433030839175832,-0.41046879182857815,-0.26092235700924316,5,5,5,22880,10827.0,2149.0,463,0,10.974,10.974,850.0,2368.0,846.0,50.0,2022.0,2155.0,2536.0,0.0
2018,COYOACAN,384,654098.0,-0.033997102255726205,-0.15140783600887175,-0.04402404894195824,-0.41922250166730674,0.0911963754269513,0.0,0.8088613066452458,0.07464258508112087,0.36361906014083517,-0.02800656228017055,-0.11905672206583112,5,5,5,17128,6583.0,960.0,438,0,16.6641,16.6641,639.0,1434.0,219.0,48.0,1621.0,688.0,1934.0,0.0
2018,CUAJIMALPA DE MORELOS,192,162203.0,0.16862419084520014,0.003069583038236036,0.10321564349111298,-0.3000289739437864,0.32508463464315707,0.0,1.1041909379312096,0.22687107500061648,0.3479775343242727,0.2077021401202567,0.10224367540711951,3,5,3,3567,935.0,261.0,286,0,24.1573,24.1573,133.0,298.0,12.0,17.0,124.0,64.0,287.0,0.0
2018,CUAUHTEMOC,290,470171.0,-0.04355363461253033,-0.13214809397543661,-0.05007183190326924,-0.28972535463771054,0.032322725645243966,0.0,1.0449127087752796,0.08966664131802472,0.34028364148363044,-0.03965937733938717,-0.16695580284712794,3,5,5,41691,16862.0,3836.0,628,0,104.0518,104.0518,759.0,3182.0,3278.0,192.0,5329.0,1550.0,2572.0,0.0
2018,GUSTAVO A MADERO,797,1150934.0,0.09027167552956121,-0.08233997876679984,0.01633347330281927,-0.43396173807626587,0.0594586294362822,0.002858373983748851,1.0472418555076433,0.12442652249227064,0.39642607656042833,0.1344456161618659,-0.01847869164169622,3,5,3,25568,10311.0,1008.0,509,0,36.0094,36.0094,793.0,2135.0,847.0,319.0,2535.0,890.0,2792.0,0.0
2018,IZTACALCO,182,267371.0,0.1458148603362182,-0.07402848295110538,0.03996336813929708,-0.3879675962266925,0.11698052644358586,0.0008819205742283194,0.9836433557369385,0.1560058929550512,0.4483779093469374,0.20905520875015615,0.003978159274248147,3,5,3,11099,4917.0,398.0,369,0,8.2463,8.2463,324.0,568.0,471.0,65.0,1858.0,329.0,1302.0,0.0
2018,IZTAPALAPA,1279,1983553.0,0.22558796824789307,-0.0042110858712124145,0.12364537813026878,-0.27573206427560143,0.2664482417576424,0.0008939513557782423,0.9598932630177359,0.2843693059969126,0.5046158333051852,0.28649296666068114,0.08205301923306814,3,5,3,37902,16076.0,1146.0,543,0,92.6984,92.6984,945.0,3355.0,1274.0,792.0,5193.0,665.0,3852.0,0.0
2018,LA MAGDALENA CONTRERAS,145,206360.0,0.0846390364448585,0.003628797882452995,0.03980211857113782,-0.4751055913180752,0.2044140474969374,0.0,1.0451646817796665,0.08013523566485753,0.4066267687536344,0.11142658752573172,-0.0007110333833882409,3,5,3,3661,901.0,125.0,266,0,4.6371,4.6371,211.0,164.0,25.0,14.0,182.0,66.0,239.0,0.0
2018,MIGUEL HIDALGO,199,358973.0,-0.06574630028669008,-0.16441195683223253,-0.1090803395544651,-0.434001278705365,0.060132306930008664,0.0,1.088834551200235,0.09544043719953588,0.3348002496009449,-0.0398566349938742,-0.29433510530879203,5,5,5,16821,7894.0,1366.0,446,0,25.1489,25.1489,422.0,1729.0,665.0,119.0,2243.0,513.0,2203.0,0.0
2018,MILPA ALTA,893,82192.0,0.2813268665229827,0.04826995249192134,0.1685847569843659,-0.2861040493542924,0.45895591093204946,0.0030489583787229897,0.992903211600387,0.34652203837901496,0.4847217490753358,0.34868397260567935,0.1451931484390938,3,4,3,1783,365.0,59.0,207,0,10.7521,10.7521,104.0,49.0,9.0,7.0,60.0,15.0,121.0,0.0
2018,TLAHUAC,511,691795.0,0.1367961005048244,-0.0182913728385938,0.07809642425161355,-0.4029360318342587,0.25979112654378395,0.003112193454448211,1.039482603036839,0.13661356365198363,0.45525806055262036,0.17186587605104403,0.061198801176240054,3,5,3,5908,1798.0,193.0,332,0,20.6957,20.6957,214.0,305.0,105.0,89.0,551.0,81.0,453.0,0.0
2018,TLALPAN,707,702887.0,0.12290406015663398,-0.03445037275480981,0.08896032072289145,-0.3457449172025347,0.32605953810000043,0.0007904541792123058,0.9669397720539773,0.20442000042080302,0.4206444279094648,0.14318354474079617,0.06961098209789623,3,4,3,14576,4873.0,753.0,420,0,23.219099999999997,23.219099999999997,614.0,1033.0,138.0,42.0,951.0,556.0,1539.0,0.0
2018,VENUSTIANO CARRANZA,258,379746.0,0.1676923101726865,-0.033719117934548355,0.0780714155835901,-0.29490439840346705,0.09138487768037581,0.0,1.0147261088822688,0.22086437748332569,0.44597770615095356,0.22123578342738565,0.04481940182810617,3,5,3,15192,5344.0,552.0,412,0,30.461,30.461,368.0,1138.0,576.0,113.0,1524.0,428.0,1197.0,0.0
2018,XOCHIMILCO,607,493889.0,0.16677711798093903,0.010712603142813462,0.1688921809040817,-0.09867423980128125,0.4162734626798309,0.00012573674919668184,1.0410842089776104,0.21117190718615314,0.48266260232562375,0.1655134849275829,0.1968062097591564,3,5,3,7668,2722.0,262.0,362,0,24.709000000000003,24.709000000000003,401.0,465.0,120.0,128.0,757.0,104.0,747.0,0.0
2020,ALVARO OBREGON,740,901301.0,0.181647608187155,-0.027868206175299927,0.0628142642188747,-0.3974675302832683,0.09478469505239427,0.0,0.896784140363743,0.22468910483772014,0.43962089246544717,0.25264388757697925,0.014912570893821267,3,5,3,15109,5033.0,1011.0,365,0,35.5533,35.5533,350.0,1331.0,227.0,328.0,1106.0,377.0,1314.0,0.0
2020,AZCAPOTZALCO,359,469607.0,-0.026826667013898856,-0.09676942250718794,-0.04464114603906458,-0.48093315395265185,0.09092326172721446,0.0,0.833162495765142,0.08710869419682842,0.2769997040078193,-0.01618351284629062,-0.11376397500200808,3,5,5,10271,3816.0,577.0,311,0,14.7547,14.7547,200.0,1035.0,106.0,147.0,964.0,341.0,1023.0,0.0
2020,BENITO JUAREZ,247,338081.0,-0.07064917052312907,-0.21829065744519213,-0.15366886591871473,-0.5827342323264249,0.037584188425744125,0.0,0.8341722869714919,0.0500473763198701,0.27994104963011823,-0.02104954479904817,-0.317118779707437,5,5,5,15368,5995.0,1859.0,353,0,5.0148,5.0148,210.0,1789.0,193.0,65.0,883.0,1426.0,1429.0,0.0
2020,COYOACAN,532,755029.0,0.013454721298871958,-0.11220350317907127,-0.035111345405961884,-0.5640319173205957,0.12268773750308665,0.0,0.7605124240477016,0.1542976536768641,0.3666905509589698,0.042470230048143834,-0.128355061474795,5,5,5,13662,4556.0,1099.0,341,0,7.4051,7.4051,324.0,1357.0,144.0,75.0,645.0,578.0,1433.0,0.0
2020,CUAJIMALPA DE MORELOS,325,235933.0,0.02441691056182899,-0.09126651437115199,-0.030213143079916755,-0.5633576215152141,0.10089486999184938,0.00011189616720001017,0.9399344148334188,0.07891520694980779,0.28423111646102917,0.057055315171107915,-0.058080895439790114,3,5,3,3428,768.0,352.0,234,0,5.3391,5.3391,104.0,331.0,24.0,7.0,98.0,31.0,173.0,0.0
2020,CUAUHTEMOC,387,479898.0,0.06191339863677907,-0.10079655672015927,0.0022678382523432074,-0.34522201296690963,0.05545605487039746,0.0,0.9198849004730921,0.23518824006787278,0.42046226489795746,0.09754828667142809,-0.11833778714992144,3,5,5,28809,8148.0,3326.0,474,0,71.5713,71.5713,413.0,2196.0,641.0,139.0,1559.0,1548.0,1652.0,0.0
2020,GUSTAVO A MADERO,867,1172630.0,0.06731171124769791,-0.07856545184782839,-0.006347751137429539,-0.3988227958673614,0.07112144573163147,0.00017567347555494912,0.8710254277985476,0.17936924349357428,0.34686367396365436,0.11131912173042477,-0.0969400611013218,3,5,3,21845,6602.0,1221.0,373,0,17.0119,17.0119,490.0,2047.0,346.0,253.0,1158.0,661.0,1647.0,0.0
2020,IZTACALCO,300,396562.0,0.11340088452670956,-0.025120502140727054,0.07476468557511562,-0.32769159742452886,0.06348383108501571,0.0,0.8400847361545862,0.2731549307630156,0.45547984930477453,0.1364838530248032,0.010639840967989875,3,5,3,8178,2456.0,429.0,283,0,4.4049,4.4049,169.0,323.0,226.0,119.0,562.0,291.0,766.0,0.0
2020,IZTAPALAPA,1186,1571065.0,0.16323537755483,-0.015138917794882452,0.09523696546413102,-0.33696122412265944,0.18226302985890844,0.0008137154880899262,0.9611454701792732,0.258303838330185,0.43764580077845283,0.20386062639007999,0.06844287444265959,3,5,3,31828,10396.0,1362.0,467,0,31.5166,31.5166,639.0,2385.0,841.0,580.0,2291.0,613.0,3047.0,0.0
2020,LA MAGDALENA CONTRERAS,389,379009.0,0.205989877375751,-0.004611250230329623,0.11038879489151972,-0.29083036891856395,0.24833177066873877,6.965533382056891e-05,0.9150096093269843,0.20381393030098235,0.36159827339192474,0.2631061788731719,0.14746752522791806,3,5,3,4071,776.0,203.0,216,0,10.0871,10.0871,101.0,117.0,31.0,28.0,138.0,82.0,279.0,0.0
2020,MIGUEL HIDALGO,297,388736.0,-0.02880481478042167,-0.10601856824862632,-0.029446457144699744,-0.486894006607582,0.041165919600839644,0.0,0.8350680117384035,0.08615468161062007,0.3115218297250576,-0.02842146942842442,-0.06564496352432242,5,5,5,12787,4600.0,1381.0,350,0,8.8305,8.8305,227.0,1238.0,190.0,129.0,1109.0,509.0,1198.0,0.0
2020,MILPA ALTA,1008,200431.0,0.2363130303458946,0.002718417420743299,0.1561447855242652,-0.23210382875747762,0.3725342722030524,0.004784688708133971,1.0516259516720916,0.3258426485919793,0.5765650024197854,0.28420907416306856,0.10888233520498825,3,4,3,1789,263.0,53.0,170,0,23.159599999999998,23.159599999999998,54.0,20.0,1.0,10.0,57.0,15.0,106.0,0.0
2020,TLAHUAC,317,247103.0,0.1784126634175506,-0.0425854595074038,0.08680573567405091,-0.336252141177776,0.28561820978232155,0.0014924949428861648,0.8511481354673032,0.2909628204497315,0.42741286022427893,0.23314268179687417,0.03475496602204344,3,5,3,6013,1327.0,263.0,279,0,16.1092,16.1092,122.0,199.0,87.0,77.0,385.0,56.0,401.0,0.0
2020,TLALPAN,1068,833606.0,0.10769131690930007,-0.022895859211652752,0.0744014928850968,-0.3971052384831371,0.37448162261157664,0.00048824021849650786,0.9301081305027015,0.16694037414059162,0.39047913522695377,0.12758012483395753,0.06290205248785037,3,5,3,12769,3754.0,837.0,337,0,6.5038,6.5038,361.0,1098.0,132.0,89.0,433.0,364.0,1277.0,0.0
2020,VENUSTIANO CARRANZA,366,483273.0,0.0734788181049117,-0.039100557993223296,0.023948744627403148,-0.3189911520302914,0.07658034316798787,0.0,0.9347245548133581,0.14282955965613434,0.32550494234107846,0.10307026849566808,-0.020438668225555727,3,5,3,11938,3514.0,709.0,336,0,6.471,6.471,200.0,806.0,259.0,119.0,909.0,457.0,764.0,0.0
2020,XOCHIMILCO,655,388380.0,0.16516348019338278,-0.08145517542789277,0.033555525443956964,-0.46488834740236873,0.19424038316025286,0.0013991450863999175,0.9196647323492764,0.24840489062244447,0.43651771460940314,0.24379187507371902,-0.04123762243512539,1,5,3,7153,1682.0,362.0,281,0,11.4198,11.4198,202.0,249.0,84.0,53.0,336.0,86.0,672.0,0.0
