cluster,mmip_wmean,rei_wmean,nbi_wmean,robos_territoriales,fraude,n
0,-0.06081199929138223,-0.13561577636127076,-0.07212529404457736,7136.411764705882,1624.3529411764705,17
1,0.13979296988504167,-0.02749206435952272,0.08302694248533317,3480.548387096774,472.64516129032256,31
