anio,alcaldia_norm,total_carpetas,robos_territoriales,fraude,delitos_unicos,categorias_unicas,pct_latitud_nula,pct_longitud_nula,ROBO_A_CASA_HABITACION,ROBO_A_NEGOCIO,ROBO_A_PASAJERO,ROBO_A_REPARTIDOR,ROBO_A_TRANSEUNTE,ROBO_DE_ACCESORIOS_AUTO,ROBO_DE_VEHICULO,ROBO_A_TRANSPORTISTA,mmip_wmean,rei_wmean,nbi_wmean,CBDj_wmean,CSj_wmean,CENJ_wmean,ett_wmean,CASi_wmean,CASSi_wmean,cyt_wmean,ccevj_wmean,share_robos_territoriales,share_fraude,nivel_objetivo,pred_nivel
2022.0,CUAJIMALPA DE MORELOS,3990,683.0,412.0,392,0,8.8275,8.8275,67.0,238.0,24.0,4.0,80.0,49.0,221.0,0.0,0.09693115055382397,-0.026215449209299763,0.06327935984849019,-0.3627996058260626,0.21703393826362485,0.0030972763248065197,1.0252480829198074,0.14495815224436734,0.30582137057523145,0.11703621446433123,0.0816091186601298,0.1711779448621554,0.10325814536340852,bajo,bajo
2022.0,CUAUHTEMOC,35903,9001.0,5053.0,744,0,50.9786,50.9786,255.0,1830.0,919.0,65.0,1923.0,2299.0,1710.0,0.0,-0.005569574171274645,-0.12102466607485256,-0.04082333715654069,-0.32807871614594863,0.03657496399275063,0.00010243517662572062,1.0141777897238191,0.12235525444644957,0.36276634791894563,0.015492578162799637,-0.16122029424129877,0.2507032838481464,0.1407403281062864,alto,alto
2022.0,GUSTAVO A MADERO,24182,5735.0,1698.0,684,0,14.4915,14.4915,336.0,1504.0,327.0,149.0,1271.0,824.0,1316.0,8.0,0.09036234841188213,-0.062388921540187825,0.020531425320406343,-0.38657641541323845,0.08172417555705079,0.0013227542483343025,0.9864080887005495,0.15502973318121996,0.3847282931798192,0.13208242002053186,-0.038702756616351926,0.2371598709784137,0.0702175171615251,alto,alto
2022.0,IZTACALCO,11205,2257.0,671.0,520,0,14.441600000000001,14.441600000000001,140.0,295.0,217.0,82.0,659.0,334.0,530.0,0.0,0.11042522661280128,-0.0663316824828702,0.049691707455732044,-0.37493149154201927,0.09567115998414144,0.0023314498714601443,0.976737598864789,0.1971242359892277,0.4395374300119208,0.14671010880674148,0.010585847105796778,0.20142793395805444,0.05988398036590808,medio,medio
2022.0,IZTAPALAPA,33719,8059.0,1910.0,731,0,22.5714,22.5714,592.0,1541.0,617.0,449.0,2325.0,706.0,1825.0,4.0,0.1920898216176212,-0.00320926426400864,0.11791867156517592,-0.30407153418492633,0.2319315413502343,0.0009494702353333627,0.9875905224448424,0.24536366112826088,0.49370395058886946,0.23640293700972803,0.09479356086613194,0.2390047154423322,0.05664462172662297,alto,alto
2022.0,LA MAGDALENA CONTRERAS,4693,709.0,345.0,364,0,4.7382,4.7382,114.0,95.0,33.0,25.0,155.0,84.0,203.0,0.0,0.10308081236756317,-0.030908088668650417,0.057937841164773685,-0.4067555527445253,0.1946835929930216,2.3218444606856303e-05,0.9450257758682921,0.11195172331033369,0.38223089087121265,0.13005121396410338,0.06329708907960724,0.15107607074366078,0.07351374387385468,bajo,bajo
2022.0,MIGUEL HIDALGO,13929,3899.0,1881.0,586,0,7.6693,7.6693,140.0,852.0,231.0,52.0,932.0,633.0,1059.0,0.0,-0.10655789292877371,-0.14133924867702416,-0.10044186838251258,-0.4790075054527236,0.040686529336441964,0.0,0.9737089878352627,0.03184414352515892,0.28684835020706506,-0.11021187481556405,-0.22727944558677915,0.2799195922176754,0.13504199870773206,alto,alto
2022.0,MILPA ALTA,2698,227.0,181.0,315,0,18.845499999999998,18.845499999999998,58.0,26.0,10.0,4.0,61.0,15.0,53.0,0.0,0.30394033972790596,0.041275243756181114,0.21532667025883992,-0.16699674570355494,0.46446520532762126,0.0026112156956189874,1.0814029997848131,0.33500279143508527,0.6500347563715513,0.35688205207639373,0.19461961687900187,0.08413639733135655,0.0670867309117865,bajo,bajo
2022.0,TLAHUAC,7766,1253.0,417.0,495,0,16.8547,16.8547,144.0,142.0,140.0,38.0,298.0,96.0,395.0,0.0,0.17410553778804394,-0.02397220639468232,0.08792049492808791,-0.3595059754016799,0.26908967645617327,0.001534896132444792,0.9641575118243516,0.24477759636766735,0.45856991541230135,0.2255962825257832,0.0371172600975396,0.16134432140097862,0.053695596188514036,medio,medio
2022.0,TLALPAN,14593,3585.0,1232.0,609,0,9.7106,9.7106,289.0,800.0,244.0,59.0,591.0,370.0,1231.0,1.0,0.09043928797397856,-0.033527624463036726,0.07284353770853241,-0.38605795060508613,0.3584896012376117,0.001176941776694202,0.9413920701655663,0.14826543103641363,0.4144007232531807,0.1009517642390082,0.057170053473321845,0.24566573014458987,0.08442403892277119,medio,medio
2022.0,VENUSTIANO CARRANZA,13271,3489.0,861.0,582,0,10.51,10.51,160.0,614.0,238.0,82.0,1165.0,610.0,618.0,2.0,0.11498630564207592,-0.04263823186929674,0.045451620582769546,-0.3019672296972801,0.08042436832510282,0.000745919757052908,1.0194145486304602,0.15625040189816564,0.3662790773672367,0.15652939205291697,0.017436279788949408,0.2629040765579082,0.06487830608092834,medio,medio
2022.0,XOCHIMILCO,8044,1537.0,537.0,504,0,10.9174,10.9174,201.0,159.0,140.0,50.0,362.0,124.0,501.0,0.0,0.15868416964827722,-0.03019746257791654,0.10572573317112272,-0.29338877621394427,0.32962431995046765,0.0007852700824565955,0.9821493579926619,0.20510047698272396,0.47439674110194935,0.19032387418128402,0.08915201595149735,0.19107409249129786,0.06675783192441571,medio,medio
2023.0,ALVARO OBREGON,15689,3650.0,1354.0,391,0,5.8994,5.8994,201.0,1034.0,130.0,77.0,927.0,380.0,901.0,0.0,0.02752728648345389,-0.07493167201753652,-0.012946125960605867,-0.439424834440664,0.0750514740624536,0.0005168867561957826,0.9303849964753335,0.10711232437063838,0.35256340517340706,0.05170788789042938,-0.08456280659888323,0.23264707757027217,0.08630250493976671,medio,alto
2023.0,AZCAPOTZALCO,10170,2847.0,952.0,342,0,0.6373,0.6373,148.0,940.0,71.0,43.0,527.0,463.0,652.0,3.0,-0.009223592056627946,-0.09418384225347358,-0.036331763581026064,-0.45757026000523715,0.07697493411704208,0.0016778178550662765,0.9530649346165708,0.10519888137815597,0.30063648876325844,0.006972024155936853,-0.11578393665862534,0.2799410029498525,0.0936086529006883,medio,alto
2023.0,BENITO JUAREZ,16893,5688.0,2562.0,374,0,0.9757,0.9757,159.0,1387.0,242.0,40.0,697.0,1796.0,1367.0,0.0,-0.23803328180389363,-0.22788054756171897,-0.18031724403937935,-0.6437846985817983,0.024609227594864298,0.0,0.9500040425239208,-0.0876039670263633,0.24170131326628128,-0.27251538748857257,-0.3012186692303071,0.33670751198721366,0.1516604510744095,alto,alto
2023.0,COYOACAN,16389,4607.0,1545.0,367,0,0.8969,0.8969,270.0,1265.0,273.0,40.0,697.0,863.0,1199.0,0.0,-0.003261919705925925,-0.11510040013056205,-0.016531650121361704,-0.4291193055675469,0.11451563573098132,0.0,0.8445276526618507,0.11040605998690567,0.37057974519708387,0.004666001913822907,-0.0797719031974254,0.28110317896149856,0.09427054731832327,alto,alto
2023.0,CUAJIMALPA DE MORELOS,4311,690.0,464.0,257,0,4.0342,4.0342,63.0,275.0,17.0,2.0,84.0,99.0,150.0,0.0,0.09693115055382397,-0.026215449209299763,0.06327935984849019,-0.3627996058260626,0.21703393826362485,0.0030972763248065197,1.0252480829198074,0.14495815224436734,0.30582137057523145,0.11703621446433123,0.0816091186601298,0.16005567153792624,0.10763163999072141,bajo,bajo
2023.0,CUAUHTEMOC,33031,9680.0,4182.0,425,0,6.3565000000000005,6.3565000000000005,338.0,1932.0,818.0,45.0,1951.0,2970.0,1626.0,0.0,-0.005569574171274645,-0.12102466607485256,-0.04082333715654069,-0.32807871614594863,0.03657496399275063,0.00010243517662572062,1.0141777897238191,0.12235525444644957,0.36276634791894563,0.015492578162799637,-0.16122029424129877,0.29305803639005784,0.12660833762223367,alto,alto
2023.0,GUSTAVO A MADERO,23433,5482.0,1845.0,431,0,5.2503,5.2503,368.0,1627.0,251.0,101.0,1025.0,925.0,1181.0,4.0,0.09036234841188213,-0.062388921540187825,0.020531425320406343,-0.38657641541323845,0.08172417555705079,0.0013227542483343025,0.9864080887005495,0.15502973318121996,0.3847282931798192,0.13208242002053186,-0.038702756616351926,0.23394358383476294,0.07873511714249136,alto,alto
2023.0,IZTACALCO,10482,2071.0,786.0,326,0,3.1147,3.1147,129.0,240.0,171.0,69.0,479.0,449.0,534.0,0.0,0.11042522661280128,-0.0663316824828702,0.049691707455732044,-0.37493149154201927,0.09567115998414144,0.0023314498714601443,0.976737598864789,0.1971242359892277,0.4395374300119208,0.14671010880674148,0.010585847105796778,0.1975767983209311,0.07498568975386377,medio,medio
