alcaldia_id,tiempo_id,delito_subtipo_id,fuente_datos_id,total_delitos,registros_con_coordenadas,latitud_promedio,longitud_promedio
16,200804,7,3,1,1,19.1952016594197,-99.1226868142379
1,200805,7,3,5,5,19.48608918012872,-99.18999976803696
3,200805,7,3,2,2,19.3977,-99.16002
6,200805,7,3,15,13,19.429263949240507,-99.14619235686332
7,200805,7,3,3,3,19.494386158089736,-99.14642854665112
8,200805,7,3,3,3,19.386299616249165,-99.07615513466072
9,200805,7,3,9,5,19.351759252974524,-99.07943110267944
11,200805,7,3,3,3,19.408672233593133,-99.21258386124076
14,200805,7,3,5,5,19.26526968901602,-99.1868036526158
16,200805,7,3,1,1,19.2512471249484,-99.056442953817
2,200806,7,3,2,2,19.3757509092507,-99.2334883612502
1,200806,7,3,1,1,19.466,-99.1855
3,200806,7,3,3,3,19.381576586633333,-99.15644318236669
3,200806,4,3,1,1,19.38789,-99.15767
4,200806,7,3,4,4,19.331494211121075,-99.15191796163498
6,200806,7,3,23,22,19.429206291858865,-99.14626280797027
7,200806,7,3,8,8,19.49585365357679,-99.12260039650172
9,200806,7,3,5,3,19.33130474033487,-99.05087903563508
9,200806,1,3,1,1,19.38931,-99.04944
14,200806,7,3,3,3,19.25528208579013,-99.20085047386884
16,200806,7,3,2,2,19.2571692187,-99.0532862976
2,200807,7,3,2,2,19.378011183207896,-99.22388764547992
1,200807,1,3,1,1,19.47383,-99.15435
3,200807,7,3,6,6,19.38836930591373,-99.16484759296948
4,200807,7,3,1,1,19.3194173873135,-99.1580230475706
6,200807,7,3,7,5,19.430646,-99.145106
6,200807,3,3,1,1,19.41785,-99.15557
7,200807,7,3,5,5,19.534514687386014,-99.1418983852218
8,200807,7,3,1,1,19.41541,-99.07199
9,200807,7,3,5,2,19.35966012419655,-99.04711111516824
10,200807,7,3,1,1,19.3049541964263,-99.2627222600129
11,200807,7,3,2,2,19.43715759711855,-99.177656253207
13,200807,7,3,2,2,19.25348,-99.01205
16,200807,7,3,1,1,19.2825077350951,-99.1106225562464
2,200808,7,3,4,4,19.362349181973748,-99.23078819196355
2,200808,6,3,1,1,19.39146,-99.20053
1,200808,7,3,3,3,19.465620734950665,-99.17864780506646
3,200808,7,3,5,5,19.38596057939214,-99.1638363126084
4,200808,7,3,2,2,19.351645,-99.144205
6,200808,7,3,14,11,19.423946883598628,-99.15275729189662
7,200808,7,3,3,3,19.47526713493813,-99.1155140928543
8,200808,7,3,1,1,19.4089153600717,-99.0641326666247
9,200808,7,3,6,4,19.3347949729388,-99.06702917806624
11,200808,7,3,3,3,19.424333333333333,-99.19530333333334
13,200808,7,3,3,3,19.242272541780235,-98.9956936764072
14,200808,7,3,3,3,19.27875483360313,-99.18067968026612
15,200808,7,3,2,1,19.44406,-99.08722
15,200808,1,3,1,1,19.43132,-99.1247
16,200808,7,3,1,0,\N,\N
2,200809,7,3,1,1,19.3585233698034,-99.2325050506383
1,200809,7,3,2,2,19.4867954099168,-99.19814097499994
3,200809,7,3,1,1,19.3803996306,-99.1456667015
4,200809,7,3,3,3,19.314180628890032,-99.1513615344506
6,200809,7,3,17,15,19.424851763963247,-99.15120779741108
7,200809,7,3,1,1,19.497486811718,-99.088769340152
8,200809,7,3,2,2,19.387125,-99.09007
9,200809,7,3,6,4,19.33044867230074,-99.04950311140152
10,200809,7,3,1,1,19.32229,-99.22821
11,200809,7,3,2,2,19.43929144757155,-99.1948555134213
12,200809,7,3,1,1,19.21851,-98.99395
13,200809,7,3,2,2,19.2872067641,-99.0095338318
15,200809,7,3,3,3,19.445661118178705,-99.09511970012484
2,200810,7,3,3,2,19.3913,-99.201265
1,200810,7,3,2,2,19.48305,-99.205315
3,200810,7,3,1,1,19.37679,-99.17062
4,200810,7,3,3,3,19.3235595297817,-99.13509180099628
5,200810,7,3,1,1,19.35763,-99.29803
6,200810,7,3,11,10,19.42672555010386,-99.14839447950172
7,200810,7,3,6,6,19.502172410032752,-99.1157028141567
8,200810,7,3,2,2,19.3835558516611,-99.09407297484265
9,200810,7,3,4,0,\N,\N
11,200810,7,3,3,2,19.41248,-99.18353
14,200810,7,3,4,4,19.274254960526875,-99.15490185255422
15,200810,7,3,1,1,19.4373068451889,-99.1060665629764
16,200810,7,3,1,1,19.21768,-99.10135
1,200811,7,3,1,0,\N,\N
3,200811,7,3,6,6,19.376359796186,-99.1671464217006
4,200811,7,3,2,2,19.3180528998833,-99.1463534151506
5,200811,7,3,1,1,19.35108,-99.29547
6,200811,7,3,13,9,19.42744241179679,-99.14394146255896
7,200811,7,3,4,4,19.494856633077877,-99.12452684495302
8,200811,7,3,2,2,19.3942841114156,-99.1076184960281
9,200811,7,3,2,1,19.32118,-99.06
10,200811,7,3,1,1,19.30738,-99.23729
11,200811,7,3,5,5,19.4260734004148,-99.20606239150938
14,200811,7,3,1,1,19.23433,-99.16302
15,200811,7,3,2,2,19.41332,-99.0894
16,200811,7,3,2,2,19.252555,-99.109375
2,200812,7,3,4,4,19.3412758330668,-99.19107465975148
3,200812,7,3,3,3,19.38003374124497,-99.16255239938435
4,200812,7,3,1,1,19.3163704025759,-99.1622570204114
6,200812,7,3,11,7,19.431655714285714,-99.15378142857142
7,200812,7,3,2,2,19.491789014832,-99.11958983336484
7,200812,1,3,1,1,19.48098,-99.11131
9,200812,7,3,6,3,19.349216666666667,-99.06740333333332
11,200812,7,3,2,2,19.432945,-99.21546
14,200812,7,3,5,4,19.284996154562776,-99.16698177288444
15,200812,7,3,3,3,19.42471,-99.11379333333332
16,200812,7,3,4,4,19.262380329416025,-99.11257069987896
2,200901,7,3,1,1,19.3201593080272,-99.2902519750521
1,200901,7,3,1,1,19.5091024956745,-99.2026556089166
3,200901,7,3,8,8,19.38023023410016,-99.16332663998868
4,200901,7,3,5,5,19.324356489483883,-99.1557360295278
6,200901,7,3,25,22,19.426955984057745,-99.14950355444324
7,200901,7,3,8,6,19.4906388445928,-99.13037447257292
8,200901,7,3,3,3,19.3921373136158,-99.0916852142962
9,200901,7,3,20,16,19.35495592501873,-99.0602453404952
11,200901,7,3,3,2,19.44019473153115,-99.20379038850608
13,200901,7,3,2,2,19.255360434350003,-99.00719674715
14,200901,7,3,2,1,19.2065076002922,-99.1507502416093
15,200901,7,3,2,2,19.424098668124103,-99.1055744803431
16,200901,7,3,2,2,19.2610970709835,-99.0802918843181
1,200902,7,3,4,4,19.482730885706587,-99.1803565618042
3,200902,7,3,1,1,19.37032,-99.14253
6,200902,7,3,14,10,19.42640532540179,-99.14353979904368
7,200902,7,3,5,5,19.48783839181208,-99.11947660712757
8,200902,7,3,1,1,19.39712,-99.12337
9,200902,7,3,2,1,19.3491958536915,-99.067003024532
11,200902,7,3,3,3,19.42723666666667,-99.18081666666666
13,200902,7,3,5,5,19.310554838746494,-99.04510610290627
14,200902,7,3,6,6,19.28760280855435,-99.15519401999
15,200902,7,3,3,3,19.440767842686167,-99.1167923948208
2,200903,7,3,1,1,19.3741768873633,-99.2250152727474
1,200903,7,3,2,2,19.477695,-99.174945
3,200903,7,3,3,3,19.385477274511768,-99.16036886330386
5,200903,7,3,1,1,19.3798382315555,-99.2583842596995
6,200903,7,3,5,5,19.426508,-99.147136
7,200903,7,3,5,5,19.4811034763864,-99.1092300683776
9,200903,7,3,6,5,19.34669167829844,-99.08152743390018
11,200903,1,3,1,1,19.44982,-99.182
12,200903,7,3,1,1,19.1929715199939,-99.0489010197979
14,200903,7,3,3,3,19.28807,-99.14395666666668
15,200903,7,3,2,2,19.450180000000003,-99.106185
16,200903,7,3,3,3,19.2392148157257,-99.10535232371916
2,200904,7,3,1,1,19.3872,-99.1951
1,200904,7,3,5,5,19.487667966831577,-99.18839929474773
3,200904,7,3,2,2,19.374650000000003,-99.149785
4,200904,7,3,1,1,19.3101723527796,-99.1102874295453
5,200904,7,3,1,1,19.35858,-99.27397
6,200904,7,3,20,15,19.430400896811346,-99.14759428957863
7,200904,7,3,4,4,19.500373757076527,-99.12844015147576
9,200904,7,3,6,3,19.346603722910867,-99.06105432480534
11,200904,7,3,2,2,19.44480826142968,-99.17454865744656
15,200904,7,3,2,2,19.42614909055,-99.115213866
2,200905,7,3,4,4,19.379714754479025,-99.21812636410102
1,200905,7,3,3,3,19.473345719790068,-99.17215964337367
3,200905,7,3,3,3,19.380905841840264,-99.17668972672436
4,200905,7,3,2,2,19.340015,-99.14451
6,200905,7,3,13,11,19.43295,-99.14526
9,200905,7,3,5,4,19.370047242788576,-99.08170817007844
10,200905,7,3,3,3,19.316579228435067,-99.25034045392192
13,200905,7,3,1,1,19.2206512087331,-98.9712764881781
15,200905,7,3,4,3,19.4390134222906,-99.0998203419544
16,200905,7,3,1,1,19.26914,-99.10476
2,200906,7,3,2,2,19.36283978553875,-99.21175823009546
1,200906,7,3,2,2,19.46458298734285,-99.16680321416476
3,200906,7,3,5,5,19.388118,-99.157026
4,200906,7,3,3,3,19.33031130874257,-99.13829862115016
6,200906,7,3,32,25,19.427733403193077,-99.14820290880294
7,200906,7,3,5,5,19.51942902729422,-99.12663348773034
8,200906,7,3,3,3,19.392865812117165,-99.10131267900626
9,200906,7,3,11,9,19.353257481953133,-99.06708421877306
10,200906,7,3,1,1,19.3192113684,-99.2467788581
11,200906,7,3,2,2,19.426925,-99.189165
12,200906,7,3,3,2,19.200108544493503,-99.04370845063784
14,200906,7,3,3,3,19.258775560364636,-99.19187598502636
15,200906,7,3,1,1,19.41541,-99.11089
16,200906,7,3,3,3,19.250383403650037,-99.12443608108288
2,200907,7,3,2,2,19.368553420720403,-99.2352173538692
1,200907,7,3,2,2,19.4951,-99.17177
3,200907,7,3,4,4,19.374599975274226,-99.17021619346735
4,200907,7,3,1,1,19.3243360241,-99.1731052711
5,200907,7,3,1,1,19.3302093989731,-99.3322967672466
6,200907,7,3,17,15,19.42467566344301,-99.1486573351718
7,200907,7,3,5,5,19.48828134280292,-99.10425349530064
7,200907,3,3,1,1,19.48858,-99.144
9,200907,7,3,7,6,19.348919101000284,-99.08976538332308
11,200907,7,3,2,2,19.44157400525745,-99.1974913275452
14,200907,7,3,2,2,19.29570061815945,-99.17553555061414
15,200907,7,3,1,1,19.4190333470317,-99.1168573258151
2,200908,7,3,2,2,19.3508526166674,-99.2116936363806
1,200908,7,3,2,2,19.46996,-99.174125
3,200908,7,3,1,1,19.388547668462,-99.1660870112862
3,200908,6,3,1,1,19.38933,-99.17626
4,200908,7,3,2,2,19.329365000000003,-99.12409
6,200908,7,3,20,18,19.42786851924505,-99.1494214836474
7,200908,7,3,7,7,19.472362091563944,-99.09174257018492
8,200908,7,3,1,1,19.38422,-99.11109
9,200908,7,3,5,4,19.359127858108074,-99.0300123634051
10,200908,7,3,1,1,19.3262097038,-99.2422847614
11,200908,7,3,3,3,19.4299923818399,-99.18759918741095
11,200908,1,3,1,1,19.44129,-99.1691
13,200908,7,3,1,1,19.28692,-99.053
14,200908,7,3,1,1,19.26362,-99.17053
15,200908,7,3,4,4,19.421258942034125,-99.1005916053716
16,200908,7,3,3,3,19.252063333333336,-99.08805
2,200909,7,3,2,2,19.35785785275,-99.20104207585
1,200909,7,3,1,1,19.4714160342136,-99.1605192286173
3,200909,7,3,1,1,19.38817,-99.18354
4,200909,7,3,6,6,19.33771382627225,-99.14867233871551
5,200909,7,3,2,2,19.357412230987748,-99.2945498266058
6,200909,7,3,17,16,19.430433255244026,-99.1464520882454
7,200909,7,3,8,7,19.490494530430052,-99.14028371293672
7,200909,2,3,1,1,19.48225,-99.07459
8,200909,7,3,2,2,19.39481,-99.075335
8,200909,4,3,1,1,19.40278,-99.13218
9,200909,7,3,4,2,19.3507809252,-99.04919134745
10,200909,7,3,2,2,19.3217,-99.222635
11,200909,7,3,1,1,19.445096343957,-99.2141864072666
13,200909,7,3,1,1,19.2939458664859,-98.9999693431989
14,200909,7,3,2,2,19.28718411312215,-99.1703797013216
15,200909,7,3,3,3,19.440607310598534,-99.10652605954732
16,200909,7,3,1,1,19.23143,-99.12492
1,200910,7,3,3,3,19.4849482274038,-99.17627089449051
3,200910,7,3,5,5,19.39669280488912,-99.15899769451892
4,200910,7,3,3,3,19.328686442517768,-99.1315973144068
5,200910,7,3,2,2,19.35389661671865,-99.2738790992299
6,200910,7,3,22,16,19.42569345899415,-99.15164010551985
7,200910,7,3,1,1,19.4925713938,-99.0923948625
8,200910,7,3,3,3,19.393827375552565,-99.0735938925025
9,200910,7,3,6,5,19.355769370817303,-99.05027178993927
11,200910,7,3,3,3,19.44152,-99.18941666666667
14,200910,7,3,1,1,19.23114,-99.17978
15,200910,7,3,3,3,19.432634126213237,-99.099147560083
16,200910,7,3,5,5,19.23284262206,-99.11238432996
2,200911,7,3,2,2,19.3290212840841,-99.23081268382354
3,200911,7,3,6,6,19.383041666666667,-99.15649333333334
4,200911,7,3,1,1,19.31758,-99.11103
5,200911,7,3,1,1,19.3746625856913,-99.2871457681111
6,200911,7,3,15,11,19.429212952731028,-99.14864291018704
7,200911,7,3,3,3,19.4816955797434,-99.12205672428246
9,200911,7,3,5,4,19.359157140561106,-99.0314078873432
11,200911,7,3,3,3,19.43274,-99.19255666666668
13,200911,7,3,2,2,19.26304307419445,-99.03025771560505
14,200911,7,3,1,1,19.28287,-99.20838
15,200911,7,3,3,3,19.444397537332403,-99.11974182257195
16,200911,7,3,1,1,19.27037,-99.10125
2,200912,7,3,2,2,19.37503,-99.199335
3,200912,7,3,2,2,19.39135,-99.18311
4,200912,7,3,2,2,19.322995,-99.123585
5,200912,7,3,2,1,19.34217,-99.31015
6,200912,7,3,10,8,19.42846240704324,-99.14411704714696
7,200912,7,3,1,1,19.5412857633621,-99.1517636347663
9,200912,7,3,10,9,19.339880410004024,-99.0524595084472
11,200912,7,3,3,3,19.425721463277835,-99.20573497999996
14,200912,7,3,2,2,19.2882538834,-99.1560132981
15,200912,7,3,4,4,19.432104429353373,-99.10426279827266
16,200912,7,3,1,1,19.2429872398338,-99.09004055
2,201001,7,3,6,5,19.3555271774703,-99.20863119250384
1,201001,7,3,9,9,19.480239500298367,-99.1758700336856
3,201001,7,3,12,11,19.382489923254223,-99.15823289343206
3,201001,2,3,1,1,19.37709,-99.16296
4,201001,7,3,8,6,19.3243149885884,-99.13376014706762
5,201001,7,3,3,3,19.352666666666668,-99.28430666666668
6,201001,7,3,33,23,19.42936076090051,-99.1500913147266
6,201001,4,3,1,1,19.41032,-99.13589
7,201001,7,3,15,14,19.48574074036704,-99.10574042587992
7,201001,2,3,1,1,19.45524,-99.08132
7,201001,1,3,1,1,19.49362,-99.14574
8,201001,7,3,7,7,19.401425439145385,-99.09037147266088
9,201001,7,3,12,10,19.350882400281517,-99.07915503699832
10,201001,7,3,1,1,19.31267,-99.2535
11,201001,7,3,8,8,19.4322476558295,-99.19059006634268
12,201001,7,3,1,1,19.1881989704017,-99.0252923084325
13,201001,7,3,1,0,\N,\N
14,201001,7,3,6,6,19.27036229862527,-99.18619322665432
15,201001,7,3,9,8,19.43392318931005,-99.099439593268
15,201001,2,3,1,1,19.45496,-99.11882
16,201001,7,3,2,2,19.24240449635,-99.06200230605
2,201002,7,3,2,2,19.3555959514,-99.2301201159
1,201002,7,3,2,2,19.47549204936335,-99.18349708281244
3,201002,7,3,7,5,19.38926483088332,-99.16065808707798
4,201002,7,3,5,5,19.34035037209078,-99.15792133975124
4,201002,2,3,1,1,19.34713,-99.18135
6,201002,7,3,22,20,19.42739268983011,-99.14879910814396
6,201002,1,3,2,2,19.43337,-99.164055
7,201002,7,3,6,6,19.48899037488033,-99.1085215388172
8,201002,7,3,2,2,19.391830957015895,-99.10121007868526
9,201002,7,3,8,6,19.34831100392357,-99.0632925313652
9,201002,4,3,1,1,19.34889,-99.11772
11,201002,7,3,1,1,19.44736,-99.19693
13,201002,7,3,2,2,19.29278653189475,-99.03500960880876
14,201002,7,3,4,4,19.288213773919825,-99.20867857343998
15,201002,7,3,2,2,19.41073,-99.11323
16,201002,7,3,1,1,19.25671,-99.03818
2,201003,7,3,3,3,19.33521,-99.21872666666668
2,201003,1,3,1,1,19.38333,-99.23505
1,201003,7,3,5,5,19.4867989679206,-99.18239781660924
3,201003,7,3,3,3,19.384800236467964,-99.17488239362643
4,201003,7,3,4,3,19.32168817901947,-99.14391886346714
6,201003,7,3,23,20,19.43102008746205,-99.146300039111
7,201003,7,3,5,5,19.47976196150132,-99.10060690054026
8,201003,7,3,2,2,19.393335,-99.091365
8,201003,2,3,1,1,19.39072,-99.07994
9,201003,7,3,11,9,19.3527504378019,-99.05893261873656
9,201003,3,3,1,1,19.2905779621653,-99.0740805101181
11,201003,7,3,10,10,19.43950734728626,-99.1977009019698
13,201003,7,3,1,1,19.2255337589231,-98.9628610442108
14,201003,7,3,3,3,19.30032,-99.17911
15,201003,7,3,2,2,19.42737828032495,-99.1230105714108
16,201003,7,3,1,1,19.24187,-99.11073
2,201004,7,3,1,1,19.3849852062606,-99.2248583084355
1,201004,7,3,7,7,19.484609851756407,-99.17270929916084
1,201004,1,3,1,1,19.47239,-99.16217
3,201004,7,3,6,6,19.384266666666665,-99.16843166666666
4,201004,7,3,1,1,19.33262,-99.1525
4,201004,2,3,1,1,19.32446,-99.11883
5,201004,7,3,1,1,19.3650212709767,-99.2831962596254
5,201004,3,3,1,1,19.35584,-99.29931
6,201004,7,3,19,18,19.429886470186904,-99.14517187968936
6,201004,5,3,1,1,19.40563,-99.14246
7,201004,7,3,9,9,19.53649884746037,-99.12968499194888
7,201004,4,3,1,1,19.46729,-99.08094
8,201004,7,3,4,3,19.394270807466665,-99.08743075383332
9,201004,7,3,9,9,19.342713016098443,-99.05790386825416
9,201004,3,3,1,1,19.35495,-99.00541
9,201004,4,3,1,1,19.38859,-99.0388
10,201004,7,3,3,3,19.307386666666662,-99.23289333333334
11,201004,7,3,3,3,19.439153550038,-99.1926121646798
13,201004,1,3,1,1,19.30631,-99.05585
14,201004,7,3,3,3,19.247856206699662,-99.1579205146142
15,201004,7,3,1,1,19.44338,-99.09364
15,201004,6,3,2,2,19.43876,-99.090745
2,201005,7,3,3,3,19.36658333333333,-99.22257333333332
1,201005,7,3,4,4,19.48305964903055,-99.17947919505058
3,201005,7,3,8,8,19.37751397333359,-99.1586882780732
4,201005,7,3,5,4,19.319805,-99.1459925
5,201005,7,3,3,3,19.357091703344533,-99.28321032863484
6,201005,7,3,20,15,19.430933123329805,-99.14796597911932
7,201005,7,3,2,2,19.54948523500805,-99.14900964976816
8,201005,7,3,1,1,19.40286,-99.11837
9,201005,7,3,9,8,19.340780154836487,-99.048332678533
10,201005,7,3,1,1,19.31209,-99.26037
11,201005,7,3,4,4,19.4264475,-99.2062425
14,201005,7,3,5,5,19.275204219108563,-99.17985445259754
15,201005,7,3,6,6,19.42325267683473,-99.11129060644372
16,201005,7,3,1,1,19.25485,-99.07152
2,201006,7,3,4,4,19.3637379712773,-99.21448932973551
1,201006,7,3,3,3,19.47694333333333,-99.18247
1,201006,6,3,1,1,19.4776,-99.18713
3,201006,7,3,5,5,19.3704162967785,-99.1714821399024
4,201006,7,3,4,3,19.32137668393217,-99.16119764580148
6,201006,7,3,28,26,19.430026464916818,-99.1481957754394
7,201006,7,3,8,7,19.478160884559458,-99.11518932115986
8,201006,7,3,1,1,19.38879,-99.12882
8,201006,4,3,1,1,19.40437,-99.07655
9,201006,7,3,16,15,19.355872827208437,-99.04658242846608
10,201006,7,3,3,3,19.3051752599445,-99.25363248999996
11,201006,7,3,3,3,19.4188212286388,-99.198378257433
13,201006,7,3,2,2,19.3057812980714,-99.0570889180477
14,201006,7,3,4,4,19.2690641879601,-99.16498479515022
14,201006,4,3,1,1,19.30251,-99.12617
15,201006,7,3,5,5,19.43743586391828,-99.10022876606958
16,201006,7,3,3,3,19.253709882380036,-99.08863111366402
2,201007,7,3,2,2,19.36339481317565,-99.2204882934183
1,201007,7,3,6,6,19.48219073017073,-99.1746251508677
3,201007,7,3,5,5,19.38481066106944,-99.16585093129174
4,201007,7,3,4,4,19.329335197321825,-99.1446022815361
6,201007,7,3,19,19,19.42581745913588,-99.14785016455832
6,201007,1,3,1,1,19.44478,-99.14518
7,201007,7,3,7,7,19.490557276624973,-99.10391544543394
8,201007,7,3,2,2,19.398355,-99.093595
9,201007,7,3,7,5,19.3562428604302,-99.04780182025236
9,201007,4,3,1,1,19.35328,-99.01257
10,201007,7,3,1,0,\N,\N
11,201007,7,3,3,3,19.42230333333333,-99.19250333333332
11,201007,1,3,1,1,19.44349,-99.18298
12,201007,7,3,1,1,19.1882196260659,-99.0672032543357
13,201007,7,3,2,2,19.291015713223352,-99.01132981528514
14,201007,7,3,5,5,19.273070401483004,-99.14633317572442
14,201007,3,3,1,1,19.30037,-99.17159
14,201007,1,3,1,1,19.19771,-99.16543
16,201007,7,3,2,2,19.257055,-99.11247
16,201007,4,3,1,1,19.26105,-99.12638
2,201008,7,3,3,3,19.3812033563976,-99.21541831592911
1,201008,7,3,2,1,19.4709417363973,-99.1587253708106
3,201008,7,3,2,2,19.378465,-99.164705
4,201008,7,3,2,2,19.329515,-99.133925
4,201008,1,3,1,1,19.30312,-99.14629
5,201008,7,3,2,2,19.38855,-99.25179
6,201008,7,3,27,20,19.42806516867178,-99.15033919935908
6,201008,1,3,1,1,19.43801,-99.14909
7,201008,7,3,10,10,19.49831145318076,-99.12648817220624
8,201008,7,3,2,2,19.39477409185935,-99.10958167681063
9,201008,7,3,10,7,19.36136200112816,-99.06056514027966
9,201008,4,3,1,1,19.38467,-99.07569
11,201008,7,3,9,9,19.435508992217844,-99.19763447358632
13,201008,7,3,3,3,19.3033458286253,-99.0211043667338
14,201008,7,3,7,7,19.277580058043743,-99.17722637168534
14,201008,5,3,1,1,19.2877,-99.22906
15,201008,7,3,2,2,19.4322743722,-99.10630118775
2,201009,7,3,3,2,19.3367886028995,-99.2445517348858
1,201009,7,3,1,1,19.471235358446,-99.1584262630892
1,201009,5,3,1,1,19.49259,-99.20901
3,201009,7,3,6,5,19.38181621786078,-99.15780363101725
3,201009,1,3,1,1,19.39543,-99.18354
3,201009,4,3,1,1,19.37702,-99.14992
4,201009,7,3,3,3,19.327615820924333,-99.14731737681056
6,201009,7,3,22,19,19.430030042839373,-99.14923285570208
6,201009,2,3,1,1,19.44677,-99.15305
7,201009,7,3,6,6,19.49625400058333,-99.1268370425
8,201009,7,3,2,2,19.4066,-99.09535
9,201009,7,3,7,6,19.3510060048617,-99.06747590864158
11,201009,7,3,2,2,19.43331,-99.210055
13,201009,7,3,1,1,19.27918,-99.00609
14,201009,7,3,8,8,19.25900253331411,-99.17293445476494
14,201009,3,3,1,1,19.27969,-99.24074
15,201009,7,3,1,1,19.45738,-99.12195
15,201009,6,3,1,1,19.44669,-99.11388
16,201009,7,3,3,3,19.26099809383633,-99.10828163731568
2,201010,7,3,2,2,19.3923541188459,-99.20471673512196
1,201010,7,3,5,5,19.475048251477,-99.16970780340075
1,201010,1,3,1,1,19.47039,-99.15377
3,201010,7,3,9,9,19.38575942589941,-99.17070201918663
3,201010,2,3,1,1,19.40281,-99.1554
4,201010,7,3,8,8,19.3343292289261,-99.15234292814438
5,201010,7,3,1,1,19.3426657357367,-99.3248258698535
6,201010,7,3,34,28,19.43124811561376,-99.14790341147804
6,201010,2,3,1,1,19.4475165298338,-99.1497004499999
6,201010,1,3,2,2,19.4210922699167,-99.14906370499996
6,201010,5,3,1,1,19.4293,-99.16194
7,201010,7,3,4,4,19.511747381535173,-99.12073499535144
7,201010,2,3,1,1,19.46833,-99.12377
8,201010,7,3,1,1,19.3926768550885,-99.0908429782476
9,201010,7,3,12,11,19.36219672491179,-99.06568203792708
10,201010,7,3,1,1,19.30648895301,-99.2628611940709
11,201010,7,3,5,5,19.4307689449382,-99.18787286696492
11,201010,2,3,1,1,19.43617,-99.19312
11,201010,5,3,1,1,19.40446,-99.18796
12,201010,7,3,1,0,\N,\N
13,201010,7,3,2,2,19.27325,-99.02631
14,201010,7,3,4,4,19.275171375416072,-99.18905436424797
15,201010,7,3,5,5,19.425382000000003,-99.103106
16,201010,7,3,6,6,19.24717043982177,-99.09873057525792
2,201011,7,3,2,2,19.339655,-99.21357
1,201011,7,3,2,2,19.477725,-99.185125
3,201011,7,3,7,7,19.381630768313112,-99.1630247611172
3,201011,5,3,1,1,19.38986,-99.14098
4,201011,7,3,1,1,19.33457,-99.15481
5,201011,7,3,1,1,19.32021,-99.33186
6,201011,7,3,16,14,19.42610738804595,-99.1487853362115
6,201011,1,3,1,1,19.43765,-99.14737
7,201011,7,3,2,2,19.494795,-99.10409
8,201011,7,3,5,4,19.394032921408424,-99.07335260499998
9,201011,7,3,11,11,19.3582065024128,-99.06225855111032
9,201011,2,3,1,1,19.35339,-99.01249
11,201011,7,3,5,5,19.432321928138546,-99.19165351495674
12,201011,7,3,1,1,19.1956582424605,-99.0192056026698
13,201011,7,3,1,1,19.3129199371932,-99.0415826700438
14,201011,7,3,5,4,19.249277588075277,-99.1611314418261
14,201011,2,3,1,1,19.29348,-99.12684
15,201011,7,3,4,4,19.43086641807385,-99.09297475347466
16,201011,7,3,3,3,19.25923796651953,-99.1107787568651
2,201012,7,3,5,5,19.371712905669145,-99.23697384591932
1,201012,7,3,5,5,19.48201154357506,-99.18776279652548
3,201012,7,3,8,8,19.381745,-99.1619525
4,201012,7,3,2,2,19.3265699405766,-99.13853352259564
4,201012,6,3,1,1,19.3257,-99.17355
5,201012,7,3,1,1,19.3425714709794,-99.3148497163854
6,201012,7,3,20,18,19.424637506360067,-99.14674618368234
6,201012,1,3,1,1,19.43294,-99.15281
7,201012,7,3,6,5,19.489861845080902,-99.11165269632492
7,201012,3,3,1,1,19.47259,-99.0765
9,201012,7,3,4,3,19.36238018134657,-99.05000764466956
10,201012,7,3,2,1,19.30782,-99.25409
11,201012,7,3,22,21,19.417528096309653,-99.2169293028253
13,201012,7,3,1,1,19.2693292517559,-99.0061340095243
14,201012,7,3,5,5,19.27884150104388,-99.19694419014874
15,201012,7,3,3,3,19.43354096593873,-99.10843352343863
15,201012,2,3,1,1,19.41984,-99.07623
16,201012,7,3,2,2,19.2437731546834,-99.09104721421564
2,201101,7,3,7,6,19.36128150063563,-99.21098288097932
1,201101,7,3,6,6,19.479493536023536,-99.18221857315278
3,201101,7,3,10,10,19.38096901689417,-99.16548769548542
4,201101,7,3,7,7,19.33368221857416,-99.14291330122695
5,201101,7,3,6,6,19.359233141497885,-99.29928235954544
6,201101,7,3,50,39,19.428981148174326,-99.14737775573865
7,201101,7,3,13,12,19.50549004186905,-99.11729328113806
8,201101,7,3,6,6,19.391383964736683,-99.09989609719544
9,201101,7,3,22,18,19.348158608313927,-99.06613042100058
10,201101,7,3,1,1,19.31988,-99.24125
11,201101,7,3,9,9,19.42762954334789,-99.18900807737062
13,201101,7,3,5,5,19.27305576041512,-99.00566675778876
14,201101,7,3,10,8,19.28999016997228,-99.14385204142437
15,201101,7,3,3,2,19.435645,-99.11899
16,201101,7,3,8,7,19.250550389828128,-99.1088665230016
2,201102,7,3,4,4,19.377415,-99.21738
1,201102,7,3,3,3,19.480517552819467,-99.17646353896777
3,201102,7,3,4,4,19.388541479761425,-99.1750981375874
4,201102,7,3,2,2,19.32172,-99.140025
5,201102,7,3,1,1,19.3755910376098,-99.2848080049175
6,201102,7,3,28,23,19.427118278688425,-99.15006626913043
6,201102,4,3,1,1,19.43973,-99.15154
7,201102,7,3,5,5,19.49483977214984,-99.1191844660152
8,201102,7,3,2,2,19.39298,-99.10697
9,201102,7,3,12,9,19.34800788834549,-99.06429662709444
9,201102,6,3,1,1,19.38345,-99.08558
9,201102,4,3,1,1,19.34802,-99.00349
10,201102,7,3,1,1,19.3257798894976,-99.2144487930393
11,201102,7,3,6,6,19.431248333333333,-99.194205
12,201102,7,3,1,1,19.1910769211,-99.0233954549
