alcaldia_id,tiempo_id,delito_subtipo_id,fuente_datos_id,total_delitos,registros_con_coordenadas,latitud_promedio,longitud_promedio
9,201803,6,3,73,73,19.358493972602737,-99.06787356164384
9,201803,5,3,55,55,19.358178545454543,-99.08009763636365
9,201803,4,3,226,214,19.35148944239697,-99.05478364635988
10,201803,7,3,252,248,19.313289052495826,-99.24339039800466
10,201803,3,3,19,19,19.31471,-99.24237631578949
10,201803,2,3,14,14,19.314151428571428,-99.23913642857144
10,201803,1,3,8,8,19.31276,-99.23641875
10,201803,6,3,13,12,19.312714166666662,-99.24357083333332
10,201803,5,3,6,6,19.309485,-99.23852
10,201803,4,3,12,12,19.31095583333333,-99.24619
11,201803,7,3,727,702,19.43375296228474,-99.1941284595608
11,201803,3,3,29,29,19.428539310344828,-99.1987275862069
11,201803,2,3,124,124,19.43711508064516,-99.19723951612905
11,201803,1,3,265,264,19.43597465909091,-99.18865965909092
11,201803,6,3,77,77,19.43538909090909,-99.19299415584416
11,201803,5,3,43,43,19.433219767441862,-99.19144674418604
11,201803,4,3,46,46,19.434590250541252,-99.19210862727503
12,201803,7,3,140,136,19.195167618528828,-99.03565683975047
12,201803,3,3,10,10,19.197517,-99.046004
12,201803,2,3,7,7,19.20139142857143,-99.01138428571429
12,201803,1,3,9,9,19.204136666666667,-99.0142577777778
12,201803,6,3,3,3,19.19175333333333,-99.04359
12,201803,5,3,3,3,19.19564,-99.01349333333332
12,201803,4,3,9,9,19.199622222222224,-99.02039555555557
13,201803,7,3,418,387,19.282934523500472,-99.02452338310944
13,201803,3,3,14,14,19.28164428571429,-99.02179285714286
13,201803,2,3,18,18,19.285697777777777,-99.02312833333332
13,201803,1,3,59,59,19.287803559322032,-99.02876593220338
13,201803,6,3,3,3,19.289316666666668,-99.04053333333331
13,201803,5,3,3,3,19.28896333333333,-99.02182666666666
13,201803,4,3,23,22,19.28333909090909,-99.01929590909091
14,201803,7,3,852,820,19.272409115693517,-99.17292551846694
14,201803,3,3,54,54,19.27296462962963,-99.1805074074074
14,201803,2,3,70,70,19.283225,-99.16191742857144
14,201803,1,3,83,83,19.2836,-99.17009542168675
14,201803,6,3,42,42,19.281157142857143,-99.17134595238096
14,201803,5,3,45,45,19.28793288888889,-99.16130088888887
14,201803,4,3,77,76,19.27614039473684,-99.1811372368421
15,201803,7,3,838,801,19.42962500671622,-99.10171160069189
15,201803,3,3,26,26,19.42751423076923,-99.10197115384616
15,201803,2,3,86,86,19.427596046511628,-99.10553627906975
15,201803,1,3,171,170,19.42857494117647,-99.10465629411765
15,201803,6,3,40,40,19.42922525,-99.10418525
15,201803,5,3,21,20,19.425565,-99.1099105
15,201803,4,3,51,51,19.42633303110984,-99.10069511029884
16,201803,7,3,413,403,19.253313507214248,-99.09452949243712
16,201803,3,3,30,30,19.259297,-99.09775366666666
16,201803,2,3,52,52,19.263137884615382,-99.09320653846154
16,201803,1,3,71,68,19.257504705882354,-99.10113926470588
16,201803,6,3,17,17,19.266771176470588,-99.11226352941176
16,201803,5,3,11,11,19.2584,-99.10270545454546
16,201803,4,3,46,46,19.25582456521739,-99.10019695652171
2,201804,7,3,830,806,19.360763974994573,-99.2181658794195
2,201804,3,3,28,28,19.35448857142857,-99.21774571428573
2,201804,2,3,110,110,19.36035427272727,-99.21168636363636
2,201804,1,3,230,230,19.372654130434785,-99.21492339130434
2,201804,6,3,56,56,19.354645,-99.20823214285714
2,201804,5,3,34,34,19.360984705882352,-99.21110323529412
2,201804,4,3,47,42,19.363755714285716,-99.21255071428573
1,201804,7,3,576,567,19.481170642936995,-99.18202883121258
1,201804,3,3,31,31,19.47573225806452,-99.17570161290324
1,201804,2,3,98,98,19.48656806122449,-99.1816236734694
1,201804,1,3,173,172,19.48615953488372,-99.1850530232558
1,201804,6,3,55,55,19.483294,-99.18205363636363
1,201804,5,3,40,40,19.4737085,-99.174948
1,201804,4,3,72,72,19.48310350484903,-99.18412394435956
3,201804,7,3,922,894,19.38157398786228,-99.16176684506456
3,201804,3,3,57,57,19.383621052631582,-99.16030807017545
3,201804,2,3,207,207,19.38005024154589,-99.16237879227054
3,201804,1,3,283,283,19.38344879858657,-99.16319918727916
3,201804,6,3,72,72,19.37997625,-99.16244763888888
3,201804,5,3,218,218,19.383316926605502,-99.1552903211009
3,201804,4,3,79,79,19.38269085993568,-99.15806909288824
4,201804,7,3,905,859,19.32813344448184,-99.15128278412271
4,201804,3,3,67,67,19.330974029850747,-99.1426080597015
4,201804,2,3,101,101,19.32495930693069,-99.15340891089107
4,201804,1,3,176,176,19.32750403409091,-99.14965647727271
4,201804,6,3,76,76,19.33110539473684,-99.15245960526316
4,201804,5,3,57,57,19.332492807017545,-99.14159666666666
4,201804,4,3,74,74,19.33048214266669,-99.15375532501038
5,201804,7,3,224,221,19.35924960594485,-99.2876322811965
5,201804,3,3,13,13,19.35865769230769,-99.2949323076923
5,201804,2,3,26,26,19.36349923076923,-99.27748230769232
5,201804,1,3,18,18,19.36700888888889,-99.29077166666669
5,201804,6,3,11,11,19.349487272727277,-99.28819181818182
5,201804,5,3,7,7,19.36322857142857,-99.29160857142855
5,201804,4,3,4,4,19.3545125,-99.2920425
6,201804,7,3,2125,2006,19.43065262937794,-99.14832661982886
6,201804,3,3,61,61,19.430843934426232,-99.15459360655738
6,201804,2,3,294,294,19.42978826530612,-99.14688785714286
6,201804,1,3,697,694,19.43032521613833,-99.14572344380404
6,201804,6,3,96,96,19.429831041666667,-99.15385614583332
6,201804,5,3,122,122,19.42896131147541,-99.15281204918033
6,201804,4,3,93,93,19.433312688172045,-99.1523305376344
7,201804,7,3,1262,1181,19.490923384636588,-99.1111559205277
7,201804,3,3,64,64,19.48810578125,-99.11136671875
7,201804,2,3,174,174,19.484565459770117,-99.11820781609195
7,201804,1,3,264,263,19.489477566539925,-99.1120722053232
7,201804,6,3,48,48,19.49309208333333,-99.127599375
7,201804,5,3,75,75,19.483698,-99.1179148
7,201804,4,3,138,137,19.495735766423355,-99.11670211678832
8,201804,7,3,494,480,19.39621712624519,-99.0928333784248
8,201804,3,3,24,24,19.397826666666663,-99.10108666666667
8,201804,2,3,46,46,19.39236391304348,-99.08581130434784
8,201804,1,3,207,207,19.39847724637681,-99.09062289855072
8,201804,6,3,31,31,19.394907741935484,-99.08924548387095
8,201804,5,3,25,25,19.3964784,-99.0957964
8,201804,4,3,39,39,19.397073589743588,-99.0889746153846
9,201804,7,3,1896,1771,19.349466038969137,-99.0603978804619
9,201804,3,3,72,71,19.350151830985915,-99.0585467605634
9,201804,2,3,239,239,19.35562251046025,-99.06978117154812
9,201804,1,3,515,512,19.35253478515625,-99.0526240234375
9,201804,6,3,72,71,19.35619281690141,-99.07467408450704
9,201804,5,3,71,71,19.358526619718308,-99.07687507042252
9,201804,4,3,207,198,19.35045318181818,-99.05577838383836
10,201804,7,3,230,227,19.310364210348,-99.24534539492464
10,201804,3,3,15,15,19.31086,-99.244708
10,201804,2,3,6,4,19.320565,-99.2265525
10,201804,1,3,9,9,19.313456666666667,-99.23769333333333
10,201804,6,3,4,4,19.3112425,-99.24663
10,201804,5,3,7,7,19.31610857142857,-99.24071
10,201804,4,3,4,4,19.3078325,-99.2530675
11,201804,7,3,716,697,19.433846065074864,-99.1935329838068
11,201804,3,3,28,28,19.43464107142857,-99.19086107142856
11,201804,2,3,145,145,19.43822848275862,-99.19549620689656
11,201804,1,3,304,304,19.433206447368423,-99.18890575657896
11,201804,6,3,74,74,19.43566527027027,-99.19351297297295
11,201804,5,3,40,40,19.437646,-99.1856765
11,201804,4,3,63,63,19.444811904761902,-99.1919107936508
12,201804,7,3,144,142,19.19776910260061,-99.0313589711662
12,201804,3,3,7,7,19.198972857142856,-99.04146714285714
12,201804,2,3,3,3,19.19176,-99.05335333333332
12,201804,1,3,5,5,19.211836,-99.012678
12,201804,5,3,2,2,19.205975,-99.00933
12,201804,4,3,16,16,19.19445375,-99.011595
13,201804,7,3,356,339,19.283305528220307,-99.0261021211734
13,201804,3,3,18,18,19.272575,-99.01629
13,201804,2,3,12,12,19.28445083333333,-99.0003225
13,201804,1,3,54,53,19.28631433962264,-99.03131905660378
13,201804,6,3,7,7,19.28117142857143,-99.03719428571428
13,201804,5,3,5,5,19.283464,-99.033774
13,201804,4,3,33,33,19.28613818181818,-99.02524090909093
14,201804,7,3,822,792,19.273055432027093,-99.17422528607186
14,201804,3,3,44,44,19.276519545454548,-99.18209522727273
14,201804,2,3,71,71,19.28579070422535,-99.15877985915496
14,201804,1,3,93,93,19.282302043010752,-99.16197462365592
14,201804,6,3,44,44,19.288315,-99.1540459090909
14,201804,5,3,49,49,19.28391510204081,-99.1693248979592
14,201804,4,3,50,50,19.280189,-99.1715746
15,201804,7,3,812,780,19.42920778988652,-99.10213025022011
15,201804,3,3,31,31,19.42856516129032,-99.10154548387098
15,201804,2,3,105,105,19.427945047619048,-99.10507238095238
15,201804,1,3,145,145,19.42742731034483,-99.10464703448277
15,201804,6,3,31,31,19.43280064516129,-99.10276612903226
15,201804,5,3,38,38,19.428549210526317,-99.1068597368421
15,201804,4,3,39,39,19.43002673239165,-99.09989829991208
16,201804,7,3,435,417,19.254202959432973,-99.09280826635845
16,201804,3,3,27,27,19.25614111111111,-99.0852248148148
16,201804,2,3,34,33,19.258808181818186,-99.08460606060606
16,201804,1,3,81,80,19.25904825,-99.0932835
16,201804,6,3,20,16,19.25300875,-99.11956
16,201804,5,3,11,11,19.252435454545456,-99.08820909090907
16,201804,4,3,43,43,19.259,-99.0958311627907
2,201805,7,3,802,777,19.361808654463506,-99.2161247846677
2,201805,3,3,32,32,19.353023125,-99.2324015625
2,201805,2,3,100,99,19.36050585858586,-99.21501555555557
2,201805,1,3,265,265,19.37493690566038,-99.2147118490566
2,201805,6,3,72,72,19.366943194444445,-99.21181861111113
2,201805,5,3,35,35,19.36178371428572,-99.21647657142856
2,201805,4,3,76,69,19.36223289855073,-99.20867985507246
1,201805,7,3,607,592,19.481657322152024,-99.18086970540293
1,201805,3,3,30,30,19.480539,-99.18115133333336
1,201805,2,3,143,143,19.482968111888116,-99.17737643356642
1,201805,1,3,164,164,19.487089329268294,-99.1859343902439
1,201805,6,3,44,44,19.481662272727277,-99.18339659090908
1,201805,5,3,36,36,19.48135333333333,-99.18586555555557
1,201805,4,3,72,71,19.486976735977112,-99.18402591931375
3,201805,7,3,1220,1191,19.383086019727266,-99.16261913499618
3,201805,3,3,71,71,19.381726760563375,-99.15909464788731
3,201805,2,3,221,221,19.380207285067875,-99.16172561085972
3,201805,1,3,279,279,19.382898207885304,-99.16239870967742
3,201805,6,3,72,72,19.381115694444446,-99.16661736111112
3,201805,5,3,190,190,19.383092157894737,-99.15725015789477
3,201805,4,3,150,149,19.3821566442953,-99.15752026845638
4,201805,7,3,927,890,19.32677843901024,-99.15024468242896
4,201805,3,3,54,54,19.32851537037037,-99.14058481481482
4,201805,2,3,107,107,19.325440186915888,-99.1526663551402
4,201805,1,3,163,163,19.328026748466257,-99.14874312883435
4,201805,6,3,75,75,19.3279256,-99.15578493333334
4,201805,5,3,57,57,19.32970736842105,-99.14422596491228
4,201805,4,3,74,74,19.336793555125382,-99.15554171276358
5,201805,7,3,264,261,19.357979550425448,-99.28883841658364
5,201805,3,3,13,13,19.36287076923077,-99.28600615384616
5,201805,2,3,13,13,19.35910076923077,-99.29197615384616
5,201805,1,3,10,10,19.358884,-99.280169
5,201805,6,3,20,20,19.3556905,-99.2875345
5,201805,5,3,7,7,19.36246285714285,-99.29285857142858
5,201805,4,3,8,8,19.357796309718022,-99.2965002409499
6,201805,7,3,2186,2056,19.43102089598719,-99.14834737367404
6,201805,3,3,57,57,19.4278,-99.15110210526316
6,201805,2,3,281,281,19.429280604982207,-99.14793053380782
6,201805,1,3,746,745,19.43037294822873,-99.14555388587964
6,201805,6,3,99,99,19.429335454545456,-99.15260626262626
6,201805,5,3,131,131,19.42555427480916,-99.15314320610686
6,201805,4,3,100,98,19.432177843768187,-99.15188085278328
7,201805,7,3,1367,1281,19.491134201420056,-99.11260326200336
7,201805,3,3,49,49,19.482885306122448,-99.10534938775513
7,201805,2,3,219,219,19.48333689497717,-99.12113292237444
7,201805,1,3,287,287,19.48983202090593,-99.11391348432056
7,201805,6,3,66,65,19.48940153846154,-99.12222076923076
7,201805,5,3,77,76,19.48543118421053,-99.1180975
7,201805,4,3,192,190,19.495699256741823,-99.11605231237328
8,201805,7,3,525,512,19.394890659807437,-99.09613928163766
8,201805,3,3,29,29,19.39800379310345,-99.09993275862068
8,201805,2,3,24,24,19.39675,-99.09094
8,201805,1,3,206,206,19.397960097087378,-99.09027242718446
8,201805,6,3,49,49,19.393161020408165,-99.08894224489796
8,201805,5,3,31,31,19.391796129032254,-99.10825741935484
8,201805,4,3,51,51,19.397335420836853,-99.09063789117826
9,201805,7,3,2050,1894,19.3519000274356,-99.06158034800808
9,201805,3,3,60,58,19.359741379310343,-99.05719810344829
9,201805,2,3,240,240,19.35452175,-99.06578841666668
9,201805,1,3,564,564,19.35174393617021,-99.05172343971633
9,201805,6,3,83,82,19.35822914634146,-99.07425951219513
9,201805,5,3,52,52,19.357770192307694,-99.08113423076922
9,201805,4,3,214,213,19.35145319248826,-99.05298704225352
10,201805,7,3,249,246,19.311685416947345,-99.2444429767831
10,201805,3,3,16,16,19.31208,-99.242821875
10,201805,2,3,16,16,19.31545875,-99.239269375
10,201805,1,3,16,16,19.311463125,-99.247393125
10,201805,6,3,8,8,19.31387375,-99.24873375
10,201805,5,3,8,8,19.31697125,-99.23376375
10,201805,4,3,12,12,19.3130275,-99.24059416666668
11,201805,7,3,746,727,19.432583878002404,-99.19445626483576
11,201805,3,3,29,29,19.436407586206894,-99.19330068965516
11,201805,2,3,163,163,19.43773061349693,-99.19500865030676
11,201805,1,3,353,353,19.43406110481586,-99.18929439093483
11,201805,6,3,88,88,19.43682295454545,-99.18996840909092
11,201805,5,3,34,34,19.429716764705883,-99.19045264705882
11,201805,4,3,67,67,19.432448116696097,-99.19232448896354
12,201805,7,3,126,121,19.197514391638176,-99.03362016952184
12,201805,3,3,16,15,19.200935333333334,-99.03538266666666
12,201805,2,3,2,2,19.1965,-99.06155
12,201805,1,3,7,7,19.197644285714286,-99.03082
12,201805,6,3,2,2,19.20834,-99.011605
12,201805,5,3,4,4,19.202255,-99.0242725
12,201805,4,3,8,8,19.2029825,-99.0177425
13,201805,7,3,404,371,19.28411761565791,-99.02675991042062
13,201805,3,3,15,15,19.28522333333333,-99.030348
13,201805,2,3,27,27,19.27893185185185,-99.01667518518518
13,201805,1,3,54,53,19.28941603773585,-99.03267264150944
13,201805,6,3,5,5,19.277202,-99.018934
13,201805,5,3,12,12,19.28371083333333,-99.0304725
13,201805,4,3,32,31,19.291643225806453,-99.0194335483871
14,201805,7,3,950,917,19.270601421414018,-99.17548853058057
14,201805,3,3,50,50,19.2695234,-99.1758264
14,201805,2,3,64,64,19.2810821875,-99.16251125
14,201805,1,3,100,100,19.281888,-99.1685564
14,201805,6,3,42,42,19.28088904761905,-99.16683404761903
14,201805,5,3,60,60,19.28260133333333,-99.172061
14,201805,4,3,82,82,19.280558902439022,-99.17572963414634
15,201805,7,3,763,740,19.430290938729826,-99.10177779249484
15,201805,3,3,25,25,19.4325004,-99.0998928
15,201805,2,3,97,97,19.42441948453608,-99.1063855670103
15,201805,1,3,214,214,19.42714004672897,-99.10910107476636
15,201805,6,3,43,43,19.42968953488372,-99.09724627906976
15,201805,5,3,41,41,19.428578536585366,-99.0999924390244
15,201805,4,3,59,59,19.429309322033895,-99.09696355932203
16,201805,7,3,500,488,19.253880421697357,-99.0974040501144
16,201805,3,3,34,32,19.2516296875,-99.092116875
16,201805,2,3,41,41,19.25714,-99.08618585365852
16,201805,1,3,74,73,19.25923616438356,-99.09352534246575
16,201805,6,3,22,21,19.26500904761905,-99.09758666666669
16,201805,5,3,6,6,19.259843333333333,-99.10349833333332
16,201805,4,3,37,37,19.25946837837838,-99.0912491891892
2,201806,7,3,841,812,19.36091407792174,-99.21651632081476
2,201806,3,3,25,25,19.3620252,-99.2197024
2,201806,2,3,120,120,19.359884333333333,-99.20977425
2,201806,1,3,218,217,19.375752949308755,-99.21305193548388
2,201806,6,3,68,67,19.355777611940297,-99.2112067164179
2,201806,5,3,37,37,19.36467324324325,-99.20942675675676
2,201806,4,3,44,44,19.36973909090909,-99.20839772727273
1,201806,7,3,484,476,19.48209489643994,-99.18273072060718
1,201806,3,3,36,36,19.479062222222225,-99.18311055555556
1,201806,2,3,112,111,19.483546486486485,-99.17709198198196
1,201806,1,3,157,157,19.48532898089172,-99.1830176433121
1,201806,6,3,55,54,19.481829444444443,-99.176675
1,201806,5,3,25,25,19.480108,-99.184268
1,201806,4,3,63,63,19.480884462139343,-99.1807291178541
3,201806,7,3,1039,1008,19.38208992955512,-99.16234588842244
3,201806,3,3,69,69,19.38174231884058,-99.15938463768116
3,201806,2,3,207,207,19.38361463768116,-99.15804159420291
3,201806,1,3,262,262,19.38157316793893,-99.1615926335878
3,201806,6,3,75,75,19.376998800000003,-99.16344386666668
3,201806,5,3,132,132,19.384376666666665,-99.15837886363636
3,201806,4,3,92,92,19.381148369565217,-99.16206369565217
4,201806,7,3,883,854,19.327238984594565,-99.14760488764894
4,201806,3,3,59,59,19.329773050847457,-99.13958423728812
4,201806,2,3,101,101,19.32217891089109,-99.1646988118812
4,201806,1,3,172,172,19.32714034883721,-99.15054005813953
4,201806,6,3,74,74,19.33053283783784,-99.15134108108109
4,201806,5,3,56,56,19.328938571428573,-99.14435142857144
4,201806,4,3,71,71,19.32766676056338,-99.14213985915494
5,201806,7,3,218,213,19.35858056144234,-99.28977050119336
5,201806,3,3,5,5,19.364718,-99.28783
5,201806,2,3,14,14,19.363135,-99.27857571428572
5,201806,1,3,17,17,19.362064705882357,-99.28207882352942
5,201806,6,3,9,9,19.365474444444445,-99.27454777777776
5,201806,5,3,5,5,19.356532,-99.294858
5,201806,4,3,12,12,19.362646666666667,-99.28607916666664
6,201806,7,3,2138,1998,19.43102839712597,-99.1486106636114
6,201806,3,3,58,58,19.42568551724138,-99.15514603448275
6,201806,2,3,251,251,19.42659601593625,-99.1494852988048
6,201806,1,3,737,734,19.4294186239782,-99.14598080381472
6,201806,6,3,96,96,19.428668229166668,-99.1509190625
6,201806,5,3,121,121,19.431828842975207,-99.15174892561984
6,201806,4,3,96,95,19.428913157894737,-99.151216
7,201806,7,3,1267,1189,19.491647734287977,-99.11356945031118
7,201806,3,3,53,53,19.48479283018868,-99.10999283018867
7,201806,2,3,194,193,19.484787150259063,-99.11986797927462
7,201806,1,3,268,268,19.489109813432837,-99.11383391791044
7,201806,6,3,80,80,19.489729625,-99.119833
7,201806,5,3,72,72,19.48284138888889,-99.11298472222222
7,201806,4,3,158,156,19.494975622291967,-99.12297379198765
8,201806,7,3,482,466,19.39542482914196,-99.09754739764529
8,201806,3,3,24,24,19.396146666666667,-99.0916525
8,201806,2,3,32,32,19.396241875,-99.1015428125
8,201806,1,3,204,204,19.397072549019608,-99.09162294117648
8,201806,6,3,44,44,19.39443590909091,-99.09896681818182
8,201806,5,3,15,15,19.394456,-99.10611866666666
8,201806,4,3,54,54,19.397311851851853,-99.08321962962962
9,201806,7,3,1977,1820,19.351419649346617,-99.06284462871264
9,201806,3,3,81,79,19.35070835443038,-99.06398759493672
9,201806,2,3,209,208,19.352720096153845,-99.06475605769232
9,201806,1,3,555,549,19.35137049180328,-99.05279367941712
9,201806,6,3,84,83,19.351458674698797,-99.06705975903614
9,201806,5,3,62,61,19.35627475409836,-99.0763818032787
9,201806,4,3,228,226,19.35258986725664,-99.05440415929203
10,201806,7,3,247,246,19.31125519382305,-99.24206400269765
10,201806,3,3,13,13,19.308336153846152,-99.2499376923077
10,201806,2,3,18,18,19.31499388888889,-99.23564055555556
10,201806,1,3,20,20,19.3125135,-99.2394695
10,201806,6,3,4,4,19.3178025,-99.24264
10,201806,5,3,2,2,19.31564,-99.252985
10,201806,4,3,20,20,19.3085675,-99.2466525
11,201806,7,3,745,724,19.433172196048627,-99.19397126394306
11,201806,3,3,30,30,19.428613666666667,-99.19518766666668
11,201806,2,3,139,139,19.438636402877695,-99.19653050359712
11,201806,1,3,299,296,19.436358581081084,-99.18939885135136
11,201806,6,3,84,84,19.436137023809525,-99.19138369047616
11,201806,5,3,43,43,19.433402790697677,-99.18974860465116
11,201806,4,3,71,71,19.438588450704223,-99.19572464788732
12,201806,7,3,113,111,19.1970019319428,-99.02442718192546
12,201806,3,3,5,5,19.203786,-99.042914
12,201806,2,3,3,3,19.194693333333333,-99.02490333333331
12,201806,1,3,12,12,19.20197083333333,-99.00635083333331
12,201806,6,3,1,1,19.19736,-99.02334
12,201806,5,3,2,2,19.193135,-99.027225
12,201806,4,3,5,5,19.18307,-99.020584
13,201806,7,3,329,305,19.285358524547693,-99.0267832616812
13,201806,3,3,26,26,19.282344230769237,-99.03057115384615
13,201806,2,3,25,25,19.2805488,-99.025058
13,201806,1,3,60,60,19.287941,-99.02781583333334
13,201806,6,3,1,1,19.28955,-99.0576
13,201806,5,3,5,5,19.289698,-99.031284
13,201806,4,3,33,32,19.2935628125,-99.0225090625
14,201806,7,3,789,764,19.273662997696587,-99.17445759553097
14,201806,3,3,51,51,19.267855686274512,-99.1799143137255
14,201806,2,3,96,96,19.28239375,-99.172101875
14,201806,1,3,113,112,19.281870178571427,-99.16901821428571
14,201806,6,3,61,61,19.2869462295082,-99.16500360655738
14,201806,5,3,77,75,19.2840836,-99.17035986666666
14,201806,4,3,76,75,19.27791266666667,-99.18227493333332
15,201806,7,3,778,750,19.430027412233358,-99.10208828902076
15,201806,3,3,35,35,19.42890828571429,-99.09760257142858
15,201806,2,3,90,90,19.429327333333333,-99.10282233333334
15,201806,1,3,184,184,19.429373152173916,-99.10643206521738
15,201806,6,3,46,46,19.431717173913047,-99.10044260869564
15,201806,5,3,23,22,19.430558636363635,-99.10422727272729
15,201806,4,3,46,46,19.43085065217392,-99.10133847826089
16,201806,7,3,412,400,19.25463788171042,-99.10006276115756
16,201806,3,3,35,35,19.25560714285714,-99.09719571428572
16,201806,2,3,24,24,19.25951,-99.09967166666668
16,201806,1,3,76,75,19.261634666666662,-99.09976386666666
16,201806,6,3,14,14,19.26348857142857,-99.11129857142858
16,201806,5,3,6,6,19.26234333333333,-99.11341666666668
16,201806,4,3,39,39,19.25758230769231,-99.0940864102564
2,201807,7,3,874,842,19.36175059401684,-99.21795663743036
2,201807,3,3,31,31,19.353763548387096,-99.22296096774194
2,201807,2,3,106,106,19.36349320754717,-99.21165990566035
2,201807,1,3,234,233,19.371792961373387,-99.21485463519312
2,201807,6,3,61,61,19.359349016393445,-99.20880524590164
2,201807,5,3,33,32,19.3596021875,-99.20941875
2,201807,4,3,66,63,19.36746746031746,-99.21213126984128
1,201807,7,3,544,528,19.482395198204745,-99.18257329091152
1,201807,3,3,34,34,19.483477352941176,-99.18735029411766
1,201807,2,3,110,110,19.48341462351618,-99.17967570809328
1,201807,1,3,193,193,19.48536077720207,-99.18279803108808
1,201807,6,3,67,67,19.48418447761194,-99.18348119402984
1,201807,5,3,45,45,19.48300777777778,-99.18336111111113
1,201807,4,3,72,72,19.480415685425,-99.17989221329928
3,201807,7,3,1044,1020,19.382562511512525,-99.1627556560746
3,201807,3,3,62,62,19.38257983870968,-99.16229032258065
3,201807,2,3,230,229,19.38224139737991,-99.16099567685588
3,201807,1,3,247,247,19.38091785425101,-99.16023449392712
3,201807,6,3,80,80,19.379219625,-99.163607625
3,201807,5,3,188,188,19.382722872340427,-99.15580734042553
3,201807,4,3,90,90,19.38116711111111,-99.16145511111112
4,201807,7,3,836,799,19.32734656172412,-99.15031353028468
4,201807,3,3,60,60,19.330866,-99.14633316666666
4,201807,2,3,131,131,19.323842290076332,-99.15443083969464
4,201807,1,3,163,163,19.32803484662577,-99.14643282208588
4,201807,6,3,66,66,19.32956606060606,-99.15196378787878
4,201807,5,3,60,59,19.32963711864407,-99.14923542372884
4,201807,4,3,75,74,19.32888249611332,-99.14048495665668
5,201807,7,3,204,199,19.35697040651036,-99.28962986079227
5,201807,3,3,6,6,19.359755,-99.291975
5,201807,2,3,21,21,19.36438761904762,-99.2800480952381
5,201807,1,3,14,14,19.3612,-99.2858692857143
5,201807,6,3,12,12,19.3560725,-99.28032666666668
5,201807,5,3,6,6,19.377915,-99.27242333333334
5,201807,4,3,8,8,19.36857875,-99.2831875
6,201807,7,3,2009,1912,19.430741554704674,-99.1483481624862
6,201807,3,3,60,60,19.429773333333333,-99.152728
6,201807,2,3,278,278,19.42738928057554,-99.1495031294964
6,201807,1,3,754,750,19.42963212,-99.14648226666664
6,201807,6,3,82,82,19.43044243902439,-99.15036573170732
6,201807,5,3,149,149,19.425636845637584,-99.15237181208056
6,201807,4,3,114,114,19.43165556772312,-99.15336739651464
7,201807,7,3,1314,1232,19.4930756221838,-99.11410502573533
7,201807,3,3,64,64,19.48632390625,-99.10676859375
7,201807,2,3,165,165,19.48519763636364,-99.12232696969696
7,201807,1,3,302,302,19.49071698675497,-99.11372394039736
7,201807,6,3,75,75,19.491988133333333,-99.1186008
7,201807,5,3,72,72,19.49277125,-99.1171648611111
7,201807,4,3,198,197,19.488730152284266,-99.11236162436548
8,201807,7,3,550,540,19.39545143263967,-99.09657938474732
8,201807,3,3,38,38,19.396032368421054,-99.09257868421054
8,201807,2,3,52,52,19.396239038461538,-99.08896365384616
8,201807,1,3,188,188,19.397192127659576,-99.0919279255319
8,201807,6,3,36,36,19.39659222222222,-99.0893625
8,201807,5,3,24,24,19.39646541666667,-99.09863833333334
8,201807,4,3,36,36,19.39328722222222,-99.08740666666668
9,201807,7,3,1868,1757,19.350836442967356,-99.05921344981309
9,201807,3,3,72,72,19.35076541666667,-99.06513777777778
9,201807,2,3,239,238,19.355764663865543,-99.06794474789918
9,201807,1,3,582,581,19.353867728055075,-99.05623504302928
9,201807,6,3,84,82,19.35869073170732,-99.07120951219513
9,201807,5,3,54,54,19.35893462962963,-99.07369351851854
9,201807,4,3,214,211,19.352950853080568,-99.05563744075828
10,201807,7,3,220,214,19.31124127068687,-99.24381111943444
10,201807,3,3,19,19,19.313012631578943,-99.24525842105264
10,201807,2,3,20,20,19.3162665,-99.231987
10,201807,1,3,14,14,19.309180714285716,-99.24461785714286
10,201807,6,3,8,8,19.31240125,-99.2407475
10,201807,5,3,8,8,19.3191975,-99.22795875
10,201807,4,3,14,14,19.308099285714288,-99.25207571428572
11,201807,7,3,768,748,19.434675738508385,-99.19394892185484
11,201807,3,3,44,44,19.428225899376105,-99.20144806044974
11,201807,2,3,133,133,19.439232481203007,-99.19247518796992
11,201807,1,3,288,287,19.435787386759586,-99.19020696864112
11,201807,6,3,83,83,19.436284851167997,-99.1906226030142
11,201807,5,3,49,49,19.428378163265307,-99.19140142857142
11,201807,4,3,59,59,19.435328474576277,-99.1898945762712
12,201807,7,3,105,99,19.19824229568645,-99.02865883218354
12,201807,3,3,10,10,19.197251,-99.039183
12,201807,2,3,2,2,19.20425,-99.003345
12,201807,1,3,4,4,19.1887625,-99.0353475
12,201807,4,3,8,8,19.19507625,-99.01923375
13,201807,7,3,320,300,19.28273390498439,-99.025351029199
13,201807,3,3,18,18,19.276979444444446,-99.01945055555557
13,201807,2,3,18,18,19.28741833333333,-99.03525111111112
13,201807,1,3,47,46,19.283351956521734,-99.02118369565216
13,201807,6,3,9,9,19.28461888888889,-99.02280555555556
13,201807,5,3,6,6,19.28448,-99.03212
13,201807,4,3,31,30,19.293898666666667,-99.021805
14,201807,7,3,789,765,19.27467859852711,-99.17576673819676
14,201807,3,3,58,58,19.271780689655174,-99.17183482758622
14,201807,2,3,93,93,19.28392344086021,-99.17453193548386
