alcaldia_key,alcaldia_nombre,alcaldia_id,anio,mes,tiempo_id,subtipo_robo_patrimonial,total_robos_patrimoniales,registros_con_coordenadas,latitud_promedio,longitud_promedio
ALVARO OBREGON,Alvaro Obregon,2,2016,1,201601,ROBO_A_CASA_HABITACION,28,28,19.36283921427979,-99.21606353571428
ALVARO OBREGON,Alvaro Obregon,2,2016,1,201601,ROBO_A_NEGOCIO,76,76,19.36459336841229,-99.21650861842105
ALVARO OBREGON,Alvaro Obregon,2,2016,1,201601,ROBO_A_TRANSEUNTE,79,79,19.371384708852336,-99.21196365822784
ALVARO OBREGON,Alvaro Obregon,2,2016,1,201601,ROBO_DEL_INTERIOR_DE_VEHICULO,19,18,19.36643283331488,-99.21060894444443
ALVARO OBREGON,Alvaro Obregon,2,2016,1,201601,ROBO_DE_ACCESORIOS_AUTO,14,14,19.356424285714287,-99.22630714285715
ALVARO OBREGON,Alvaro Obregon,2,2016,1,201601,ROBO_DE_VEHICULO,60,60,19.3619792166639,-99.20924895
AZCAPOTZALCO,Azcapotzalco,1,2016,1,201601,ROBO_A_CASA_HABITACION,21,21,19.47666090475395,-99.179566
AZCAPOTZALCO,Azcapotzalco,1,2016,1,201601,ROBO_A_NEGOCIO,75,75,19.48617398666222,-99.18575012
AZCAPOTZALCO,Azcapotzalco,1,2016,1,201601,ROBO_A_TRANSEUNTE,60,60,19.481275100369352,-99.18186345771635
AZCAPOTZALCO,Azcapotzalco,1,2016,1,201601,ROBO_DEL_INTERIOR_DE_VEHICULO,26,26,19.481131153846153,-99.17937192307691
AZCAPOTZALCO,Azcapotzalco,1,2016,1,201601,ROBO_DE_ACCESORIOS_AUTO,19,19,19.481073684184196,-99.17464768421053
AZCAPOTZALCO,Azcapotzalco,1,2016,1,201601,ROBO_DE_VEHICULO,77,77,19.482264675320344,-99.18091723376622
BENITO JUAREZ,Benito Juarez,3,2016,1,201601,ROBO_A_CASA_HABITACION,41,41,19.382572536581304,-99.16198814634146
BENITO JUAREZ,Benito Juarez,3,2016,1,201601,ROBO_A_NEGOCIO,123,123,19.379713617880764,-99.16174973983739
BENITO JUAREZ,Benito Juarez,3,2016,1,201601,ROBO_A_TRANSEUNTE,60,60,19.381900299994463,-99.16499036666666
BENITO JUAREZ,Benito Juarez,3,2016,1,201601,ROBO_DEL_INTERIOR_DE_VEHICULO,24,24,19.38287320832641,-99.156630875
BENITO JUAREZ,Benito Juarez,3,2016,1,201601,ROBO_DE_ACCESORIOS_AUTO,31,31,19.382337096774194,-99.15264774193548
BENITO JUAREZ,Benito Juarez,3,2016,1,201601,ROBO_DE_VEHICULO,72,72,19.379804626710232,-99.16030296192417
COYOACAN,Coyoacan,4,2016,1,201601,ROBO_A_CASA_HABITACION,35,35,19.328870857142856,-99.15289057142857
COYOACAN,Coyoacan,4,2016,1,201601,ROBO_A_NEGOCIO,122,122,19.324575081967215,-99.15769163934426
COYOACAN,Coyoacan,4,2016,1,201601,ROBO_A_TRANSEUNTE,60,59,19.328696474570638,-99.149239
COYOACAN,Coyoacan,4,2016,1,201601,ROBO_DEL_INTERIOR_DE_VEHICULO,38,38,19.327230368416686,-99.15685344736842
COYOACAN,Coyoacan,4,2016,1,201601,ROBO_DE_ACCESORIOS_AUTO,20,20,19.328220449991676,-99.14676175
COYOACAN,Coyoacan,4,2016,1,201601,ROBO_DE_VEHICULO,70,70,19.331723285714286,-99.148369
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2016,1,201601,ROBO_A_CASA_HABITACION,5,5,19.364428,-99.280056
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2016,1,201601,ROBO_A_NEGOCIO,24,24,19.36285520832642,-99.28271412499998
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2016,1,201601,ROBO_A_TRANSEUNTE,8,8,19.36096125,-99.2912525
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2016,1,201601,ROBO_DEL_INTERIOR_DE_VEHICULO,3,3,19.361636666666666,-99.2776
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2016,1,201601,ROBO_DE_ACCESORIOS_AUTO,3,3,19.371816666666668,-99.26850999999999
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2016,1,201601,ROBO_DE_VEHICULO,9,9,19.37518,-99.27465000000001
CUAUHTEMOC,Cuauhtemoc,6,2016,1,201601,ROBO_A_CASA_HABITACION,40,40,19.431763,-99.15260375
CUAUHTEMOC,Cuauhtemoc,6,2016,1,201601,ROBO_A_NEGOCIO,173,173,19.432108069359344,-99.14884699421965
CUAUHTEMOC,Cuauhtemoc,6,2016,1,201601,ROBO_A_TRANSEUNTE,281,281,19.430963829179124,-99.1470416227758
CUAUHTEMOC,Cuauhtemoc,6,2016,1,201601,ROBO_DEL_INTERIOR_DE_VEHICULO,32,32,19.4291778125,-99.1486184375
CUAUHTEMOC,Cuauhtemoc,6,2016,1,201601,ROBO_DE_ACCESORIOS_AUTO,33,33,19.422757272727274,-99.15234636363637
CUAUHTEMOC,Cuauhtemoc,6,2016,1,201601,ROBO_DE_VEHICULO,67,66,19.433575530438876,-99.15357322603093
GUSTAVO A MADERO,Gustavo A Madero,7,2016,1,201601,ROBO_A_CASA_HABITACION,54,54,19.490235555555554,-99.11627462962963
GUSTAVO A MADERO,Gustavo A Madero,7,2016,1,201601,ROBO_A_NEGOCIO,134,134,19.489326417910448,-99.1253339552239
GUSTAVO A MADERO,Gustavo A Madero,7,2016,1,201601,ROBO_A_TRANSEUNTE,181,180,19.493343644440742,-99.1148919
GUSTAVO A MADERO,Gustavo A Madero,7,2016,1,201601,ROBO_DEL_INTERIOR_DE_VEHICULO,17,17,19.4961547646961,-99.11278305882354
GUSTAVO A MADERO,Gustavo A Madero,7,2016,1,201601,ROBO_DE_ACCESORIOS_AUTO,33,33,19.48517212121212,-99.11823484848485
GUSTAVO A MADERO,Gustavo A Madero,7,2016,1,201601,ROBO_DE_VEHICULO,131,131,19.495477039749716,-99.11473704281404
IZTACALCO,Iztacalco,8,2016,1,201601,ROBO_A_CASA_HABITACION,14,14,19.393161428571428,-99.09054571428571
IZTACALCO,Iztacalco,8,2016,1,201601,ROBO_A_NEGOCIO,47,47,19.39276048935817,-99.09496329787234
IZTACALCO,Iztacalco,8,2016,1,201601,ROBO_A_TRANSEUNTE,76,76,19.396338028934355,-99.09126424605262
IZTACALCO,Iztacalco,8,2016,1,201601,ROBO_DEL_INTERIOR_DE_VEHICULO,12,12,19.4019275,-99.10194833333333
IZTACALCO,Iztacalco,8,2016,1,201601,ROBO_DE_ACCESORIOS_AUTO,11,11,19.394006363636365,-99.09228000000002
IZTACALCO,Iztacalco,8,2016,1,201601,ROBO_DE_VEHICULO,28,28,19.395792142857143,-99.09783607142857
IZTAPALAPA,Iztapalapa,9,2016,1,201601,ROBO_A_CASA_HABITACION,44,44,19.356248477268938,-99.05400238636365
IZTAPALAPA,Iztapalapa,9,2016,1,201601,ROBO_A_NEGOCIO,175,175,19.355656857142858,-99.06516005714286
IZTAPALAPA,Iztapalapa,9,2016,1,201601,ROBO_A_TRANSEUNTE,221,221,19.353306126694573,-99.05557177828054
IZTAPALAPA,Iztapalapa,9,2016,1,201601,ROBO_DEL_INTERIOR_DE_VEHICULO,20,20,19.35604419999167,-99.0733781
IZTAPALAPA,Iztapalapa,9,2016,1,201601,ROBO_DE_ACCESORIOS_AUTO,34,34,19.3563719117598,-99.0671244117647
IZTAPALAPA,Iztapalapa,9,2016,1,201601,ROBO_DE_VEHICULO,206,206,19.348740907762956,-99.06430433009709
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2016,1,201601,ROBO_A_CASA_HABITACION,9,9,19.30916222222222,-99.24627444444444
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2016,1,201601,ROBO_A_NEGOCIO,9,9,19.318927777777777,-99.23524333333333
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2016,1,201601,ROBO_A_TRANSEUNTE,13,13,19.314792307692308,-99.23739153846154
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2016,1,201601,ROBO_DE_ACCESORIOS_AUTO,5,5,19.314671999999998,-99.246978
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2016,1,201601,ROBO_DE_VEHICULO,14,14,19.316420714285716,-99.237965
MIGUEL HIDALGO,Miguel Hidalgo,11,2016,1,201601,ROBO_A_CASA_HABITACION,26,26,19.437306346147434,-99.19691826923076
MIGUEL HIDALGO,Miguel Hidalgo,11,2016,1,201601,ROBO_A_NEGOCIO,62,62,19.434649258053756,-99.19116929032258
MIGUEL HIDALGO,Miguel Hidalgo,11,2016,1,201601,ROBO_A_TRANSEUNTE,64,64,19.4286071562474,-99.192091765625
MIGUEL HIDALGO,Miguel Hidalgo,11,2016,1,201601,ROBO_DEL_INTERIOR_DE_VEHICULO,27,27,19.43134703703704,-99.18939296296296
MIGUEL HIDALGO,Miguel Hidalgo,11,2016,1,201601,ROBO_DE_ACCESORIOS_AUTO,8,8,19.4306225,-99.18381375
MIGUEL HIDALGO,Miguel Hidalgo,11,2016,1,201601,ROBO_DE_VEHICULO,45,45,19.43210564444075,-99.18952597777778
MILPA ALTA,Milpa Alta,12,2016,1,201601,ROBO_A_CASA_HABITACION,5,5,19.19415,-99.060316
MILPA ALTA,Milpa Alta,12,2016,1,201601,ROBO_A_NEGOCIO,3,3,19.204363333333333,-99.02316
MILPA ALTA,Milpa Alta,12,2016,1,201601,ROBO_A_TRANSEUNTE,6,6,19.20371833333333,-99.0175
MILPA ALTA,Milpa Alta,12,2016,1,201601,ROBO_DEL_INTERIOR_DE_VEHICULO,1,1,19.18605,-99.02313
MILPA ALTA,Milpa Alta,12,2016,1,201601,ROBO_DE_ACCESORIOS_AUTO,2,2,19.202399999999997,-99.047495
MILPA ALTA,Milpa Alta,12,2016,1,201601,ROBO_DE_VEHICULO,7,7,19.19364428571428,-99.02077
TLAHUAC,Tlahuac,13,2016,1,201601,ROBO_A_CASA_HABITACION,9,9,19.28995533331488,-99.03018800000001
TLAHUAC,Tlahuac,13,2016,1,201601,ROBO_A_NEGOCIO,21,21,19.295345238095237,-99.03161095238094
TLAHUAC,Tlahuac,13,2016,1,201601,ROBO_A_TRANSEUNTE,17,17,19.295438235294117,-99.04029235294118
TLAHUAC,Tlahuac,13,2016,1,201601,ROBO_DEL_INTERIOR_DE_VEHICULO,5,5,19.286638,-99.023008
TLAHUAC,Tlahuac,13,2016,1,201601,ROBO_DE_ACCESORIOS_AUTO,5,5,19.279581999999998,-99.03677
TLAHUAC,Tlahuac,13,2016,1,201601,ROBO_DE_VEHICULO,19,19,19.27595052631579,-99.0206752631579
TLALPAN,Tlalpan,14,2016,1,201601,ROBO_A_CASA_HABITACION,46,46,19.27171086956522,-99.1796795652174
TLALPAN,Tlalpan,14,2016,1,201601,ROBO_A_NEGOCIO,102,102,19.285360588235296,-99.15969323529413
TLALPAN,Tlalpan,14,2016,1,201601,ROBO_A_TRANSEUNTE,48,47,19.284321106379444,-99.17644606382979
TLALPAN,Tlalpan,14,2016,1,201601,ROBO_DEL_INTERIOR_DE_VEHICULO,17,17,19.281715294117646,-99.17247705882355
TLALPAN,Tlalpan,14,2016,1,201601,ROBO_DE_ACCESORIOS_AUTO,19,19,19.27214947368421,-99.18330210526315
TLALPAN,Tlalpan,14,2016,1,201601,ROBO_DE_VEHICULO,69,69,19.27799078260146,-99.18166530434783
VENUSTIANO CARRANZA,Venustiano Carranza,15,2016,1,201601,ROBO_A_CASA_HABITACION,31,31,19.425089032258064,-99.10267806451613
VENUSTIANO CARRANZA,Venustiano Carranza,15,2016,1,201601,ROBO_A_NEGOCIO,59,59,19.426254983045194,-99.10118815254238
VENUSTIANO CARRANZA,Venustiano Carranza,15,2016,1,201601,ROBO_A_TRANSEUNTE,94,94,19.426871861700356,-99.10980058510638
VENUSTIANO CARRANZA,Venustiano Carranza,15,2016,1,201601,ROBO_DEL_INTERIOR_DE_VEHICULO,8,8,19.42655125,-99.09855
VENUSTIANO CARRANZA,Venustiano Carranza,15,2016,1,201601,ROBO_DE_ACCESORIOS_AUTO,13,13,19.418423076923077,-99.09675307692308
VENUSTIANO CARRANZA,Venustiano Carranza,15,2016,1,201601,ROBO_DE_VEHICULO,46,46,19.428457173913042,-99.10534934782608
XOCHIMILCO,Xochimilco,16,2016,1,201601,ROBO_A_CASA_HABITACION,19,19,19.258056315780742,-99.10168078947369
XOCHIMILCO,Xochimilco,16,2016,1,201601,ROBO_A_NEGOCIO,23,23,19.257070869565215,-99.07519608695652
XOCHIMILCO,Xochimilco,16,2016,1,201601,ROBO_A_TRANSEUNTE,55,55,19.258385272727274,-99.0948350909091
XOCHIMILCO,Xochimilco,16,2016,1,201601,ROBO_DEL_INTERIOR_DE_VEHICULO,6,6,19.248366666666666,-99.10934333333334
XOCHIMILCO,Xochimilco,16,2016,1,201601,ROBO_DE_ACCESORIOS_AUTO,4,4,19.271415,-99.105155
XOCHIMILCO,Xochimilco,16,2016,1,201601,ROBO_DE_VEHICULO,34,34,19.267150029402018,-99.1038215
ALVARO OBREGON,Alvaro Obregon,2,2016,2,201602,ROBO_A_CASA_HABITACION,23,23,19.358081217384076,-99.222249
ALVARO OBREGON,Alvaro Obregon,2,2016,2,201602,ROBO_A_NEGOCIO,82,82,19.365765151904068,-99.21437789072769
ALVARO OBREGON,Alvaro Obregon,2,2016,2,201602,ROBO_A_TRANSEUNTE,84,84,19.37454204759528,-99.21091432142856
ALVARO OBREGON,Alvaro Obregon,2,2016,2,201602,ROBO_DEL_INTERIOR_DE_VEHICULO,16,16,19.370292437479232,-99.21116331249999
ALVARO OBREGON,Alvaro Obregon,2,2016,2,201602,ROBO_DE_ACCESORIOS_AUTO,19,19,19.3632963157807,-99.21376042105263
ALVARO OBREGON,Alvaro Obregon,2,2016,2,201602,ROBO_DE_VEHICULO,43,43,19.36311034881785,-99.20556774418604
AZCAPOTZALCO,Azcapotzalco,1,2016,2,201602,ROBO_A_CASA_HABITACION,27,27,19.47946644278945,-99.17926579873047
AZCAPOTZALCO,Azcapotzalco,1,2016,2,201602,ROBO_A_NEGOCIO,85,84,19.487039290454366,-99.18435688214285
AZCAPOTZALCO,Azcapotzalco,1,2016,2,201602,ROBO_A_TRANSEUNTE,77,77,19.48390899998919,-99.1835524155844
AZCAPOTZALCO,Azcapotzalco,1,2016,2,201602,ROBO_DEL_INTERIOR_DE_VEHICULO,31,30,19.48156896665554,-99.18388006666666
AZCAPOTZALCO,Azcapotzalco,1,2016,2,201602,ROBO_DE_ACCESORIOS_AUTO,16,16,19.483825749989563,-99.18080968749999
AZCAPOTZALCO,Azcapotzalco,1,2016,2,201602,ROBO_DE_VEHICULO,42,42,19.481287476170618,-99.17850952380951
BENITO JUAREZ,Benito Juarez,3,2016,2,201602,ROBO_A_CASA_HABITACION,34,34,19.379189147044162,-99.16062005882353
BENITO JUAREZ,Benito Juarez,3,2016,2,201602,ROBO_A_NEGOCIO,133,133,19.379342084939893,-99.16359685037592
BENITO JUAREZ,Benito Juarez,3,2016,2,201602,ROBO_A_TRANSEUNTE,50,50,19.3796438,-99.1611672
BENITO JUAREZ,Benito Juarez,3,2016,2,201602,ROBO_DEL_INTERIOR_DE_VEHICULO,33,33,19.379745412106097,-99.15948028181818
BENITO JUAREZ,Benito Juarez,3,2016,2,201602,ROBO_DE_ACCESORIOS_AUTO,30,30,19.38646433330007,-99.16158143333332
BENITO JUAREZ,Benito Juarez,3,2016,2,201602,ROBO_DE_VEHICULO,87,87,19.38043344825483,-99.16018801149424
COYOACAN,Coyoacan,4,2016,2,201602,ROBO_A_CASA_HABITACION,22,22,19.33193205453791,-99.1448957090909
COYOACAN,Coyoacan,4,2016,2,201602,ROBO_A_NEGOCIO,113,113,19.324769219448434,-99.158581639823
COYOACAN,Coyoacan,4,2016,2,201602,ROBO_A_TRANSEUNTE,67,66,19.32563724240663,-99.14468581818181
COYOACAN,Coyoacan,4,2016,2,201602,ROBO_DEL_INTERIOR_DE_VEHICULO,34,34,19.33095908821575,-99.15918223529411
COYOACAN,Coyoacan,4,2016,2,201602,ROBO_DE_ACCESORIOS_AUTO,17,17,19.32874117644126,-99.1363368235294
COYOACAN,Coyoacan,4,2016,2,201602,ROBO_DE_VEHICULO,78,78,19.327187141006448,-99.15514826923075
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2016,2,201602,ROBO_A_CASA_HABITACION,3,3,19.36024,-99.28270666666667
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2016,2,201602,ROBO_A_NEGOCIO,18,18,19.365170333324112,-99.27871283333333
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2016,2,201602,ROBO_A_TRANSEUNTE,4,4,19.346737999958474,-99.30597474999998
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2016,2,201602,ROBO_DEL_INTERIOR_DE_VEHICULO,3,3,19.36303,-99.28314666666667
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2016,2,201602,ROBO_DE_ACCESORIOS_AUTO,2,2,19.357619999999997,-99.304115
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2016,2,201602,ROBO_DE_VEHICULO,6,6,19.368409166611215,-99.28075949999995
CUAUHTEMOC,Cuauhtemoc,6,2016,2,201602,ROBO_A_CASA_HABITACION,51,51,19.42907515683333,-99.15531486274507
CUAUHTEMOC,Cuauhtemoc,6,2016,2,201602,ROBO_A_NEGOCIO,185,185,19.431160807842872,-99.15048977060488
CUAUHTEMOC,Cuauhtemoc,6,2016,2,201602,ROBO_A_TRANSEUNTE,283,283,19.430327332131988,-99.14820367491166
CUAUHTEMOC,Cuauhtemoc,6,2016,2,201602,ROBO_DEL_INTERIOR_DE_VEHICULO,21,21,19.431427380920656,-99.14827428571428
CUAUHTEMOC,Cuauhtemoc,6,2016,2,201602,ROBO_DE_ACCESORIOS_AUTO,30,30,19.425197099977787,-99.15259346666666
CUAUHTEMOC,Cuauhtemoc,6,2016,2,201602,ROBO_DE_VEHICULO,77,77,19.43268925265718,-99.15131488973401
GUSTAVO A MADERO,Gustavo A Madero,7,2016,2,201602,ROBO_A_CASA_HABITACION,63,63,19.49177947617724,-99.11562894285714
GUSTAVO A MADERO,Gustavo A Madero,7,2016,2,201602,ROBO_A_NEGOCIO,125,124,19.49062122498118,-99.12058313387097
GUSTAVO A MADERO,Gustavo A Madero,7,2016,2,201602,ROBO_A_TRANSEUNTE,148,147,19.49137864826892,-99.11539451904761
GUSTAVO A MADERO,Gustavo A Madero,7,2016,2,201602,ROBO_DEL_INTERIOR_DE_VEHICULO,13,12,19.504919999986125,-99.12214891666667
GUSTAVO A MADERO,Gustavo A Madero,7,2016,2,201602,ROBO_DE_ACCESORIOS_AUTO,28,28,19.494161821410753,-99.12774960714286
GUSTAVO A MADERO,Gustavo A Madero,7,2016,2,201602,ROBO_DE_VEHICULO,125,125,19.48958516637866,-99.1076773184
IZTACALCO,Iztacalco,8,2016,2,201602,ROBO_A_CASA_HABITACION,23,23,19.39440607389136,-99.09379696521738
IZTACALCO,Iztacalco,8,2016,2,201602,ROBO_A_NEGOCIO,29,29,19.392503917218445,-99.09480513448275
IZTACALCO,Iztacalco,8,2016,2,201602,ROBO_A_TRANSEUNTE,66,66,19.394789924229816,-99.09353968181819
IZTACALCO,Iztacalco,8,2016,2,201602,ROBO_DEL_INTERIOR_DE_VEHICULO,7,7,19.40018228569054,-99.08778728571427
IZTACALCO,Iztacalco,8,2016,2,201602,ROBO_DE_ACCESORIOS_AUTO,10,10,19.39577269995003,-99.09852299999997
IZTACALCO,Iztacalco,8,2016,2,201602,ROBO_DE_VEHICULO,37,37,19.398104567554064,-99.09262983783783
IZTAPALAPA,Iztapalapa,9,2016,2,201602,ROBO_A_CASA_HABITACION,66,65,19.344930579974427,-99.0578439353846
IZTAPALAPA,Iztapalapa,9,2016,2,201602,ROBO_A_NEGOCIO,233,233,19.354776694965892,-99.06220996587075
IZTAPALAPA,Iztapalapa,9,2016,2,201602,ROBO_A_TRANSEUNTE,250,249,19.351314798373544,-99.05889020240963
IZTAPALAPA,Iztapalapa,9,2016,2,201602,ROBO_DEL_INTERIOR_DE_VEHICULO,29,29,19.35553083850343,-99.0723256240729
IZTAPALAPA,Iztapalapa,9,2016,2,201602,ROBO_DE_ACCESORIOS_AUTO,32,32,19.358993218739606,-99.058581875
IZTAPALAPA,Iztapalapa,9,2016,2,201602,ROBO_DE_VEHICULO,180,180,19.351790595727834,-99.06166443550855
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2016,2,201602,ROBO_A_CASA_HABITACION,13,13,19.314573369179623,-99.24717462307687
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2016,2,201602,ROBO_A_NEGOCIO,6,6,19.311433499972235,-99.23678199999999
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2016,2,201602,ROBO_A_TRANSEUNTE,10,10,19.32023709996675,-99.23921059999998
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2016,2,201602,ROBO_DEL_INTERIOR_DE_VEHICULO,4,4,19.30757524995845,-99.23910599999998
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2016,2,201602,ROBO_DE_ACCESORIOS_AUTO,2,2,19.323520000000002,-99.24487500000001
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2016,2,201602,ROBO_DE_VEHICULO,6,6,19.313675499972266,-99.22914866666666
MIGUEL HIDALGO,Miguel Hidalgo,11,2016,2,201602,ROBO_A_CASA_HABITACION,27,27,19.430001964527396,-99.19613158045242
MIGUEL HIDALGO,Miguel Hidalgo,11,2016,2,201602,ROBO_A_NEGOCIO,68,68,19.436407566161787,-99.19420238970586
MIGUEL HIDALGO,Miguel Hidalgo,11,2016,2,201602,ROBO_A_TRANSEUNTE,62,62,19.429014129024182,-99.19010262903227
MIGUEL HIDALGO,Miguel Hidalgo,11,2016,2,201602,ROBO_DEL_INTERIOR_DE_VEHICULO,39,39,19.43603264100855,-99.18984623076922
MIGUEL HIDALGO,Miguel Hidalgo,11,2016,2,201602,ROBO_DE_ACCESORIOS_AUTO,11,11,19.44097463634853,-99.19667009090908
MIGUEL HIDALGO,Miguel Hidalgo,11,2016,2,201602,ROBO_DE_VEHICULO,45,45,19.434333355529628,-99.19184513333332
MILPA ALTA,Milpa Alta,12,2016,2,201602,ROBO_A_CASA_HABITACION,1,1,19.20189,-99.04777
MILPA ALTA,Milpa Alta,12,2016,2,201602,ROBO_A_NEGOCIO,3,3,19.2059816666113,-98.99488000000001
MILPA ALTA,Milpa Alta,12,2016,2,201602,ROBO_A_TRANSEUNTE,1,1,19.19995,-99.10314
MILPA ALTA,Milpa Alta,12,2016,2,201602,ROBO_DEL_INTERIOR_DE_VEHICULO,2,2,19.22412,-98.99524500000001
MILPA ALTA,Milpa Alta,12,2016,2,201602,ROBO_DE_ACCESORIOS_AUTO,1,1,19.18783,-99.07253
MILPA ALTA,Milpa Alta,12,2016,2,201602,ROBO_DE_VEHICULO,9,9,19.19864777777778,-99.04430111111111
TLAHUAC,Tlahuac,13,2016,2,201602,ROBO_A_CASA_HABITACION,11,11,19.296935454545455,-99.03730999999999
TLAHUAC,Tlahuac,13,2016,2,201602,ROBO_A_NEGOCIO,14,14,19.28866442855956,-99.02973078571426
TLAHUAC,Tlahuac,13,2016,2,201602,ROBO_A_TRANSEUNTE,26,26,19.286640884602615,-99.02863069230769
TLAHUAC,Tlahuac,13,2016,2,201602,ROBO_DEL_INTERIOR_DE_VEHICULO,2,2,19.280305,-99.02346
TLAHUAC,Tlahuac,13,2016,2,201602,ROBO_DE_ACCESORIOS_AUTO,5,5,19.282276000000003,-99.032086
TLAHUAC,Tlahuac,13,2016,2,201602,ROBO_DE_VEHICULO,16,16,19.291878699968787,-99.03109844999999
TLALPAN,Tlalpan,14,2016,2,201602,ROBO_A_CASA_HABITACION,47,47,19.26247044679437,-99.18186868085105
TLALPAN,Tlalpan,14,2016,2,201602,ROBO_A_NEGOCIO,103,103,19.28659716891268,-99.15751055728155
TLALPAN,Tlalpan,14,2016,2,201602,ROBO_A_TRANSEUNTE,58,58,19.28258824137072,-99.17233094827586
TLALPAN,Tlalpan,14,2016,2,201602,ROBO_DEL_INTERIOR_DE_VEHICULO,18,18,19.289470555555553,-99.16823833333333
TLALPAN,Tlalpan,14,2016,2,201602,ROBO_DE_ACCESORIOS_AUTO,18,18,19.279344944426022,-99.18020611111109
TLALPAN,Tlalpan,14,2016,2,201602,ROBO_DE_VEHICULO,65,65,19.27786625383498,-99.1718633748833
VENUSTIANO CARRANZA,Venustiano Carranza,15,2016,2,201602,ROBO_A_CASA_HABITACION,32,32,19.429920281229183,-99.09912093749999
VENUSTIANO CARRANZA,Venustiano Carranza,15,2016,2,201602,ROBO_A_NEGOCIO,56,56,19.423663035711314,-99.10510464285714
VENUSTIANO CARRANZA,Venustiano Carranza,15,2016,2,201602,ROBO_A_TRANSEUNTE,90,89,19.428697204812728,-99.1075663315498
VENUSTIANO CARRANZA,Venustiano Carranza,15,2016,2,201602,ROBO_DEL_INTERIOR_DE_VEHICULO,17,17,19.43585541174513,-99.10893176470587
VENUSTIANO CARRANZA,Venustiano Carranza,15,2016,2,201602,ROBO_DE_ACCESORIOS_AUTO,9,9,19.423824444444442,-99.10441888888889
VENUSTIANO CARRANZA,Venustiano Carranza,15,2016,2,201602,ROBO_DE_VEHICULO,39,39,19.42841882049574,-99.10173661538462
XOCHIMILCO,Xochimilco,16,2016,2,201602,ROBO_A_CASA_HABITACION,30,30,19.25330413331672,-99.0852139
XOCHIMILCO,Xochimilco,16,2016,2,201602,ROBO_A_NEGOCIO,23,23,19.26226130434062,-99.10220600000001
XOCHIMILCO,Xochimilco,16,2016,2,201602,ROBO_A_TRANSEUNTE,48,48,19.25941139580568,-99.10001074999998
XOCHIMILCO,Xochimilco,16,2016,2,201602,ROBO_DEL_INTERIOR_DE_VEHICULO,11,11,19.250885454545454,-99.09983272727273
XOCHIMILCO,Xochimilco,16,2016,2,201602,ROBO_DE_ACCESORIOS_AUTO,6,6,19.2602429833057,-99.12262718333331
XOCHIMILCO,Xochimilco,16,2016,2,201602,ROBO_DE_VEHICULO,32,32,19.255088206242227,-99.09321265792103
ALVARO OBREGON,Alvaro Obregon,2,2016,3,201603,ROBO_A_CASA_HABITACION,29,29,19.362379999999998,-99.21581793103448
ALVARO OBREGON,Alvaro Obregon,2,2016,3,201603,ROBO_A_NEGOCIO,96,96,19.363838333333334,-99.21021927083332
ALVARO OBREGON,Alvaro Obregon,2,2016,3,201603,ROBO_A_TRANSEUNTE,95,95,19.368487578947367,-99.21305589473684
ALVARO OBREGON,Alvaro Obregon,2,2016,3,201603,ROBO_DEL_INTERIOR_DE_VEHICULO,24,24,19.35414875,-99.20518458333333
ALVARO OBREGON,Alvaro Obregon,2,2016,3,201603,ROBO_DE_ACCESORIOS_AUTO,19,19,19.365212631578945,-99.20964947368421
ALVARO OBREGON,Alvaro Obregon,2,2016,3,201603,ROBO_DE_VEHICULO,52,52,19.360434038461538,-99.20731384615384
AZCAPOTZALCO,Azcapotzalco,1,2016,3,201603,ROBO_A_CASA_HABITACION,30,30,19.480098333333334,-99.18354633333334
AZCAPOTZALCO,Azcapotzalco,1,2016,3,201603,ROBO_A_NEGOCIO,70,69,19.484176666666666,-99.17997347826086
AZCAPOTZALCO,Azcapotzalco,1,2016,3,201603,ROBO_A_TRANSEUNTE,78,78,19.484272435897434,-99.18078038461539
AZCAPOTZALCO,Azcapotzalco,1,2016,3,201603,ROBO_DEL_INTERIOR_DE_VEHICULO,28,28,19.481078928571428,-99.18559821428572
