alcaldia_key,alcaldia_nombre,alcaldia_id,anio,mes,tiempo_id,subtipo_robo_patrimonial,total_delitos,registros_con_coordenadas,latitud_promedio,longitud_promedio
IZTACALCO,Iztacalco,8,2020,8,202008,ROBO_A_CASA_HABITACION,14,14,19.394402142857142,-99.09524142857143
IZTACALCO,Iztacalco,8,2020,8,202008,ROBO_A_NEGOCIO,9,9,19.395154444444444,-99.08735777777777
IZTACALCO,Iztacalco,8,2020,8,202008,ROBO_A_TRANSEUNTE,74,73,19.39747821917808,-99.09141767123288
IZTACALCO,Iztacalco,8,2020,8,202008,ROBO_DEL_INTERIOR_DE_VEHICULO,18,18,19.39557388888889,-99.08380666666667
IZTACALCO,Iztacalco,8,2020,8,202008,ROBO_DE_ACCESORIOS_AUTO,28,28,19.39602214285714,-99.10210785714285
IZTACALCO,Iztacalco,8,2020,8,202008,ROBO_DE_VEHICULO,46,46,19.398998478260868,-99.09463347826087
IZTAPALAPA,Iztapalapa,9,2020,8,202008,OTRO,1930,1799,19.350936046076743,-99.05822203044006
IZTAPALAPA,Iztapalapa,9,2020,8,202008,ROBO_A_CASA_HABITACION,52,52,19.350101923076924,-99.05036692307691
IZTAPALAPA,Iztapalapa,9,2020,8,202008,ROBO_A_NEGOCIO,208,208,19.35351947115385,-99.06827807692308
IZTAPALAPA,Iztapalapa,9,2020,8,202008,ROBO_A_TRANSEUNTE,280,274,19.356109982229505,-99.05381200032987
IZTAPALAPA,Iztapalapa,9,2020,8,202008,ROBO_DEL_INTERIOR_DE_VEHICULO,55,55,19.360063272727274,-99.0682750909091
IZTAPALAPA,Iztapalapa,9,2020,8,202008,ROBO_DE_ACCESORIOS_AUTO,55,55,19.351648363636365,-99.06722363636364
IZTAPALAPA,Iztapalapa,9,2020,8,202008,ROBO_DE_VEHICULO,142,142,19.351738384334684,-99.06787045366382
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2020,8,202008,OTRO,298,294,19.310994287054694,-99.24673245367765
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2020,8,202008,ROBO_A_CASA_HABITACION,8,8,19.318243091385987,-99.23989945744304
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2020,8,202008,ROBO_A_NEGOCIO,4,4,19.3120875,-99.25449
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2020,8,202008,ROBO_A_TRANSEUNTE,14,14,19.310244285714283,-99.24610857142856
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2020,8,202008,ROBO_DEL_INTERIOR_DE_VEHICULO,8,8,19.30196875,-99.2444825
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2020,8,202008,ROBO_DE_ACCESORIOS_AUTO,5,5,19.317484,-99.23378
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2020,8,202008,ROBO_DE_VEHICULO,8,8,19.31568875,-99.2435625
MIGUEL HIDALGO,Miguel Hidalgo,11,2020,8,202008,OTRO,721,713,19.434504398779424,-99.19339270782173
MIGUEL HIDALGO,Miguel Hidalgo,11,2020,8,202008,ROBO_A_CASA_HABITACION,18,18,19.431637777777777,-99.19584333333334
MIGUEL HIDALGO,Miguel Hidalgo,11,2020,8,202008,ROBO_A_NEGOCIO,95,95,19.436749894736842,-99.19743347368421
MIGUEL HIDALGO,Miguel Hidalgo,11,2020,8,202008,ROBO_A_TRANSEUNTE,106,105,19.432990666666665,-99.19378400000001
MIGUEL HIDALGO,Miguel Hidalgo,11,2020,8,202008,ROBO_DEL_INTERIOR_DE_VEHICULO,33,33,19.435837272727273,-99.19470181818183
MIGUEL HIDALGO,Miguel Hidalgo,11,2020,8,202008,ROBO_DE_ACCESORIOS_AUTO,43,42,19.436054285714285,-99.19209047619047
MIGUEL HIDALGO,Miguel Hidalgo,11,2020,8,202008,ROBO_DE_VEHICULO,43,43,19.436492790697674,-99.18978139534885
MILPA ALTA,Milpa Alta,12,2020,8,202008,OTRO,165,154,19.19514472943971,-99.02861655040309
MILPA ALTA,Milpa Alta,12,2020,8,202008,ROBO_A_CASA_HABITACION,10,10,19.194655,-99.02382
MILPA ALTA,Milpa Alta,12,2020,8,202008,ROBO_A_NEGOCIO,1,1,19.18922,-99.02325
MILPA ALTA,Milpa Alta,12,2020,8,202008,ROBO_A_TRANSEUNTE,8,8,19.19060375,-99.02240375
MILPA ALTA,Milpa Alta,12,2020,8,202008,ROBO_DEL_INTERIOR_DE_VEHICULO,4,4,19.197315,-99.0196175
MILPA ALTA,Milpa Alta,12,2020,8,202008,ROBO_DE_ACCESORIOS_AUTO,2,2,19.203465,-99.005435
MILPA ALTA,Milpa Alta,12,2020,8,202008,ROBO_DE_VEHICULO,11,11,19.195545454545456,-99.03422454545453
TLAHUAC,Tlahuac,13,2020,8,202008,OTRO,424,419,19.281493616731467,-99.02250235978683
TLAHUAC,Tlahuac,13,2020,8,202008,ROBO_A_CASA_HABITACION,10,10,19.280529,-99.01544
TLAHUAC,Tlahuac,13,2020,8,202008,ROBO_A_NEGOCIO,11,11,19.271398518704665,-99.0185677218279
TLAHUAC,Tlahuac,13,2020,8,202008,ROBO_A_TRANSEUNTE,41,41,19.282157999359644,-99.0216645012288
TLAHUAC,Tlahuac,13,2020,8,202008,ROBO_DEL_INTERIOR_DE_VEHICULO,5,5,19.259314,-98.99736
TLAHUAC,Tlahuac,13,2020,8,202008,ROBO_DE_ACCESORIOS_AUTO,2,2,19.253915,-98.99483000000001
TLAHUAC,Tlahuac,13,2020,8,202008,ROBO_DE_VEHICULO,25,25,19.281826,-99.0301388
TLALPAN,Tlalpan,14,2020,8,202008,OTRO,833,818,19.2686519787634,-99.18055902171407
TLALPAN,Tlalpan,14,2020,8,202008,ROBO_A_CASA_HABITACION,22,22,19.26321909090909,-99.17939318181817
TLALPAN,Tlalpan,14,2020,8,202008,ROBO_A_NEGOCIO,84,84,19.288967738095238,-99.15771833333334
TLALPAN,Tlalpan,14,2020,8,202008,ROBO_A_TRANSEUNTE,64,62,19.28695935483871,-99.18119177419354
TLALPAN,Tlalpan,14,2020,8,202008,ROBO_DEL_INTERIOR_DE_VEHICULO,33,33,19.278078181818184,-99.17289303030303
TLALPAN,Tlalpan,14,2020,8,202008,ROBO_DE_ACCESORIOS_AUTO,25,25,19.277140000000003,-99.1557396
TLALPAN,Tlalpan,14,2020,8,202008,ROBO_DE_VEHICULO,56,55,19.27054836363636,-99.17375763636363
VENUSTIANO CARRANZA,Venustiano Carranza,15,2020,8,202008,OTRO,717,696,19.430352817439758,-99.1009426082057
VENUSTIANO CARRANZA,Venustiano Carranza,15,2020,8,202008,ROBO_A_CASA_HABITACION,17,17,19.425985294117645,-99.10612529411765
VENUSTIANO CARRANZA,Venustiano Carranza,15,2020,8,202008,ROBO_A_NEGOCIO,70,69,19.424921014492753,-99.0980436231884
VENUSTIANO CARRANZA,Venustiano Carranza,15,2020,8,202008,ROBO_A_TRANSEUNTE,111,110,19.426923,-99.10448854545454
VENUSTIANO CARRANZA,Venustiano Carranza,15,2020,8,202008,ROBO_DEL_INTERIOR_DE_VEHICULO,14,14,19.43008,-99.10190857142857
VENUSTIANO CARRANZA,Venustiano Carranza,15,2020,8,202008,ROBO_DE_ACCESORIOS_AUTO,46,46,19.42913847826087,-99.10422869565218
VENUSTIANO CARRANZA,Venustiano Carranza,15,2020,8,202008,ROBO_DE_VEHICULO,38,38,19.431704736842104,-99.10165815789473
XOCHIMILCO,Xochimilco,16,2020,8,202008,OTRO,489,480,19.253526969272436,-99.09698546278528
XOCHIMILCO,Xochimilco,16,2020,8,202008,ROBO_A_CASA_HABITACION,19,19,19.246805789473683,-99.0807052631579
XOCHIMILCO,Xochimilco,16,2020,8,202008,ROBO_A_NEGOCIO,22,22,19.262324545454547,-99.10224590909091
XOCHIMILCO,Xochimilco,16,2020,8,202008,ROBO_A_TRANSEUNTE,40,38,19.25530789473684,-99.08760631578947
XOCHIMILCO,Xochimilco,16,2020,8,202008,ROBO_DEL_INTERIOR_DE_VEHICULO,12,12,19.2601275,-99.10798249999999
XOCHIMILCO,Xochimilco,16,2020,8,202008,ROBO_DE_ACCESORIOS_AUTO,11,10,19.250633,-99.115905
XOCHIMILCO,Xochimilco,16,2020,8,202008,ROBO_DE_VEHICULO,38,37,19.25712918918919,-99.09793054054055
ALVARO OBREGON,Alvaro Obregon,2,2020,9,202009,OTRO,883,861,19.36243927964429,-99.22073508723095
ALVARO OBREGON,Alvaro Obregon,2,2020,9,202009,ROBO_A_CASA_HABITACION,32,32,19.3539121875,-99.2288571875
ALVARO OBREGON,Alvaro Obregon,2,2020,9,202009,ROBO_A_NEGOCIO,100,100,19.3583446,-99.21412459999999
ALVARO OBREGON,Alvaro Obregon,2,2020,9,202009,ROBO_A_TRANSEUNTE,133,132,19.366795361664174,-99.21505180583554
ALVARO OBREGON,Alvaro Obregon,2,2020,9,202009,ROBO_DEL_INTERIOR_DE_VEHICULO,32,32,19.35600711836268,-99.21520409938871
ALVARO OBREGON,Alvaro Obregon,2,2020,9,202009,ROBO_DE_ACCESORIOS_AUTO,35,35,19.355356,-99.21493857142856
ALVARO OBREGON,Alvaro Obregon,2,2020,9,202009,ROBO_DE_VEHICULO,44,44,19.35433340909091,-99.21451818181818
AZCAPOTZALCO,Azcapotzalco,1,2020,9,202009,OTRO,573,560,19.482803275473866,-99.18431305214715
AZCAPOTZALCO,Azcapotzalco,1,2020,9,202009,ROBO_A_CASA_HABITACION,22,22,19.481017727272725,-99.18419681818182
AZCAPOTZALCO,Azcapotzalco,1,2020,9,202009,ROBO_A_NEGOCIO,79,79,19.481687974683542,-99.18266962025317
AZCAPOTZALCO,Azcapotzalco,1,2020,9,202009,ROBO_A_TRANSEUNTE,115,115,19.48648139130435,-99.18836104347825
AZCAPOTZALCO,Azcapotzalco,1,2020,9,202009,ROBO_DEL_INTERIOR_DE_VEHICULO,11,11,19.484925454545454,-99.18729818181818
AZCAPOTZALCO,Azcapotzalco,1,2020,9,202009,ROBO_DE_ACCESORIOS_AUTO,41,41,19.47723671337799,-99.17946880414001
AZCAPOTZALCO,Azcapotzalco,1,2020,9,202009,ROBO_DE_VEHICULO,53,53,19.4844720754717,-99.18072056603773
BENITO JUAREZ,Benito Juarez,3,2020,9,202009,OTRO,833,801,19.381796867107173,-99.15945495791671
BENITO JUAREZ,Benito Juarez,3,2020,9,202009,ROBO_A_CASA_HABITACION,14,14,19.384270714285716,-99.16399642857142
BENITO JUAREZ,Benito Juarez,3,2020,9,202009,ROBO_A_NEGOCIO,150,150,19.380926866666666,-99.16198899999999
BENITO JUAREZ,Benito Juarez,3,2020,9,202009,ROBO_A_TRANSEUNTE,75,75,19.379996533333333,-99.15820173333333
BENITO JUAREZ,Benito Juarez,3,2020,9,202009,ROBO_DEL_INTERIOR_DE_VEHICULO,39,39,19.381874615384614,-99.16575461538461
BENITO JUAREZ,Benito Juarez,3,2020,9,202009,ROBO_DE_ACCESORIOS_AUTO,111,111,19.384332882882884,-99.15635414414415
BENITO JUAREZ,Benito Juarez,3,2020,9,202009,ROBO_DE_VEHICULO,56,56,19.378690714285714,-99.1640092857143
COYOACAN,Coyoacan,4,2020,9,202009,OTRO,816,807,19.327358175067765,-99.14653663439105
COYOACAN,Coyoacan,4,2020,9,202009,ROBO_A_CASA_HABITACION,17,17,19.32789,-99.14646882352942
COYOACAN,Coyoacan,4,2020,9,202009,ROBO_A_NEGOCIO,110,109,19.322550917431194,-99.1570252293578
COYOACAN,Coyoacan,4,2020,9,202009,ROBO_A_TRANSEUNTE,47,47,19.32846291468561,-99.14566915062991
COYOACAN,Coyoacan,4,2020,9,202009,ROBO_DEL_INTERIOR_DE_VEHICULO,45,45,19.32662488888889,-99.15272155555556
COYOACAN,Coyoacan,4,2020,9,202009,ROBO_DE_ACCESORIOS_AUTO,45,45,19.328629795922943,-99.14793407066074
COYOACAN,Coyoacan,4,2020,9,202009,ROBO_DE_VEHICULO,48,48,19.32716291666667,-99.1453975
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2020,9,202009,OTRO,229,223,19.356200814896432,-99.2914256488132
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2020,9,202009,ROBO_A_CASA_HABITACION,10,9,19.352953333333332,-99.29613222222223
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2020,9,202009,ROBO_A_NEGOCIO,28,28,19.360882500000002,-99.28433714285714
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2020,9,202009,ROBO_A_TRANSEUNTE,14,14,19.352922857142858,-99.29686428571428
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2020,9,202009,ROBO_DEL_INTERIOR_DE_VEHICULO,5,5,19.354088,-99.27883
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2020,9,202009,ROBO_DE_ACCESORIOS_AUTO,5,5,19.345673021966718,-99.30892883799996
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2020,9,202009,ROBO_DE_VEHICULO,11,11,19.35637090909091,-99.29693727272728
CUAUHTEMOC,Cuauhtemoc,6,2020,9,202009,OTRO,1813,1593,19.43055388410464,-99.14764773012463
CUAUHTEMOC,Cuauhtemoc,6,2020,9,202009,ROBO_A_CASA_HABITACION,31,31,19.43125129032258,-99.15278032258065
CUAUHTEMOC,Cuauhtemoc,6,2020,9,202009,ROBO_A_NEGOCIO,144,144,19.431451527777778,-99.14832055555556
CUAUHTEMOC,Cuauhtemoc,6,2020,9,202009,ROBO_A_TRANSEUNTE,214,211,19.43035786729858,-99.14499279620853
CUAUHTEMOC,Cuauhtemoc,6,2020,9,202009,ROBO_DEL_INTERIOR_DE_VEHICULO,47,47,19.42983914893617,-99.15144723404256
CUAUHTEMOC,Cuauhtemoc,6,2020,9,202009,ROBO_DE_ACCESORIOS_AUTO,138,138,19.426998550724637,-99.15060463768116
CUAUHTEMOC,Cuauhtemoc,6,2020,9,202009,ROBO_DE_VEHICULO,91,91,19.430269670329672,-99.15315197802198
GUSTAVO A MADERO,Gustavo A Madero,7,2020,9,202009,OTRO,1350,1314,19.49555923068568,-99.11323091113903
GUSTAVO A MADERO,Gustavo A Madero,7,2020,9,202009,ROBO_A_CASA_HABITACION,42,42,19.492410714285715,-99.11443761904762
GUSTAVO A MADERO,Gustavo A Madero,7,2020,9,202009,ROBO_A_NEGOCIO,152,152,19.484239473684212,-99.11722506578948
GUSTAVO A MADERO,Gustavo A Madero,7,2020,9,202009,ROBO_A_TRANSEUNTE,132,131,19.497744503816794,-99.11771954198473
GUSTAVO A MADERO,Gustavo A Madero,7,2020,9,202009,ROBO_DEL_INTERIOR_DE_VEHICULO,18,18,19.500928888888886,-99.12043611111112
GUSTAVO A MADERO,Gustavo A Madero,7,2020,9,202009,ROBO_DE_ACCESORIOS_AUTO,54,54,19.488213333333334,-99.11757148148148
GUSTAVO A MADERO,Gustavo A Madero,7,2020,9,202009,ROBO_DE_VEHICULO,110,110,19.498220363636364,-99.11213963636362
IZTACALCO,Iztacalco,8,2020,9,202009,OTRO,466,456,19.396706377809853,-99.09648055432027
IZTACALCO,Iztacalco,8,2020,9,202009,ROBO_A_CASA_HABITACION,10,10,19.397896,-99.093208
IZTACALCO,Iztacalco,8,2020,9,202009,ROBO_A_NEGOCIO,20,20,19.3927035,-99.09632150000002
IZTACALCO,Iztacalco,8,2020,9,202009,ROBO_A_TRANSEUNTE,68,66,19.397460454545453,-99.09346212121211
IZTACALCO,Iztacalco,8,2020,9,202009,ROBO_DEL_INTERIOR_DE_VEHICULO,17,17,19.39428117647059,-99.0868994117647
IZTACALCO,Iztacalco,8,2020,9,202009,ROBO_DE_ACCESORIOS_AUTO,31,31,19.397300967741934,-99.09625806451612
IZTACALCO,Iztacalco,8,2020,9,202009,ROBO_DE_VEHICULO,31,31,19.39547935483871,-99.08754032258064
IZTAPALAPA,Iztapalapa,9,2020,9,202009,OTRO,1812,1706,19.350238070875857,-99.05840147841668
IZTAPALAPA,Iztapalapa,9,2020,9,202009,ROBO_A_CASA_HABITACION,53,53,19.34609,-99.05215660377358
IZTAPALAPA,Iztapalapa,9,2020,9,202009,ROBO_A_NEGOCIO,197,197,19.353020964467007,-99.07383583756346
IZTAPALAPA,Iztapalapa,9,2020,9,202009,ROBO_A_TRANSEUNTE,299,297,19.355020336700335,-99.05517457912458
IZTAPALAPA,Iztapalapa,9,2020,9,202009,ROBO_DEL_INTERIOR_DE_VEHICULO,64,63,19.357129525567544,-99.05982023412835
IZTAPALAPA,Iztapalapa,9,2020,9,202009,ROBO_DE_ACCESORIOS_AUTO,61,60,19.356014000000002,-99.065547
IZTAPALAPA,Iztapalapa,9,2020,9,202009,ROBO_DE_VEHICULO,122,122,19.35025561688906,-99.05783084040819
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2020,9,202009,OTRO,313,311,19.311763624153798,-99.24429580418375
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2020,9,202009,ROBO_A_CASA_HABITACION,7,7,19.305578571428573,-99.24987857142857
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2020,9,202009,ROBO_A_NEGOCIO,10,10,19.318374,-99.231452
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2020,9,202009,ROBO_A_TRANSEUNTE,13,13,19.309214615384615,-99.24552307692308
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2020,9,202009,ROBO_DEL_INTERIOR_DE_VEHICULO,11,11,19.318055454545455,-99.2361409090909
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2020,9,202009,ROBO_DE_ACCESORIOS_AUTO,11,11,19.312293636363634,-99.2419690909091
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2020,9,202009,ROBO_DE_VEHICULO,13,13,19.307575384615383,-99.24169692307693
MIGUEL HIDALGO,Miguel Hidalgo,11,2020,9,202009,OTRO,720,708,19.433363151659133,-99.19283987303108
MIGUEL HIDALGO,Miguel Hidalgo,11,2020,9,202009,ROBO_A_CASA_HABITACION,17,17,19.430931764705885,-99.19599176470588
MIGUEL HIDALGO,Miguel Hidalgo,11,2020,9,202009,ROBO_A_NEGOCIO,105,105,19.438033714285712,-99.19997247619048
MIGUEL HIDALGO,Miguel Hidalgo,11,2020,9,202009,ROBO_A_TRANSEUNTE,125,125,19.43297746450204,-99.19245407752463
MIGUEL HIDALGO,Miguel Hidalgo,11,2020,9,202009,ROBO_DEL_INTERIOR_DE_VEHICULO,32,32,19.435314062499998,-99.1936396875
MIGUEL HIDALGO,Miguel Hidalgo,11,2020,9,202009,ROBO_DE_ACCESORIOS_AUTO,39,39,19.42940205128205,-99.18751923076924
MIGUEL HIDALGO,Miguel Hidalgo,11,2020,9,202009,ROBO_DE_VEHICULO,43,43,19.44113438460519,-99.19363914628667
MILPA ALTA,Milpa Alta,12,2020,9,202009,OTRO,155,151,19.197978537907968,-99.02748024465605
MILPA ALTA,Milpa Alta,12,2020,9,202009,ROBO_A_CASA_HABITACION,4,4,19.1900425,-99.0511775
MILPA ALTA,Milpa Alta,12,2020,9,202009,ROBO_A_NEGOCIO,3,3,19.207536666666666,-99.00275666666668
MILPA ALTA,Milpa Alta,12,2020,9,202009,ROBO_A_TRANSEUNTE,4,4,19.189955,-99.03765250000001
MILPA ALTA,Milpa Alta,12,2020,9,202009,ROBO_DEL_INTERIOR_DE_VEHICULO,1,1,19.18891,-98.9937
MILPA ALTA,Milpa Alta,12,2020,9,202009,ROBO_DE_ACCESORIOS_AUTO,3,3,19.19146333333333,-99.04061
MILPA ALTA,Milpa Alta,12,2020,9,202009,ROBO_DE_VEHICULO,8,8,19.20204875,-99.04508625
TLAHUAC,Tlahuac,13,2020,9,202009,OTRO,418,403,19.28375961119358,-99.0226783499766
TLAHUAC,Tlahuac,13,2020,9,202009,ROBO_A_CASA_HABITACION,7,7,19.27446714285714,-99.01975571428571
TLAHUAC,Tlahuac,13,2020,9,202009,ROBO_A_NEGOCIO,8,8,19.2832575,-99.02686125
TLAHUAC,Tlahuac,13,2020,9,202009,ROBO_A_TRANSEUNTE,42,41,19.279449268292684,-99.01895926829269
TLAHUAC,Tlahuac,13,2020,9,202009,ROBO_DEL_INTERIOR_DE_VEHICULO,2,2,19.302545000000002,-99.034745
TLAHUAC,Tlahuac,13,2020,9,202009,ROBO_DE_ACCESORIOS_AUTO,3,3,19.272023333333333,-99.01113666666667
TLAHUAC,Tlahuac,13,2020,9,202009,ROBO_DE_VEHICULO,26,26,19.28356076923077,-99.0235376923077
TLALPAN,Tlalpan,14,2020,9,202009,OTRO,784,762,19.27506480495808,-99.17980714089009
TLALPAN,Tlalpan,14,2020,9,202009,ROBO_A_CASA_HABITACION,31,31,19.270363225806452,-99.16632161290322
TLALPAN,Tlalpan,14,2020,9,202009,ROBO_A_NEGOCIO,94,94,19.289320638297873,-99.15715712765957
TLALPAN,Tlalpan,14,2020,9,202009,ROBO_A_TRANSEUNTE,47,47,19.281352978723405,-99.17122872340425
TLALPAN,Tlalpan,14,2020,9,202009,ROBO_DEL_INTERIOR_DE_VEHICULO,27,27,19.289648888888888,-99.16888888888889
TLALPAN,Tlalpan,14,2020,9,202009,ROBO_DE_ACCESORIOS_AUTO,19,19,19.277256315789476,-99.18628210526316
TLALPAN,Tlalpan,14,2020,9,202009,ROBO_DE_VEHICULO,67,67,19.27334656716418,-99.17962522388059
VENUSTIANO CARRANZA,Venustiano Carranza,15,2020,9,202009,OTRO,736,708,19.42978680216494,-99.10209395335569
VENUSTIANO CARRANZA,Venustiano Carranza,15,2020,9,202009,ROBO_A_CASA_HABITACION,8,8,19.4398075,-99.09895125
VENUSTIANO CARRANZA,Venustiano Carranza,15,2020,9,202009,ROBO_A_NEGOCIO,64,64,19.4287553125,-99.10123859375
VENUSTIANO CARRANZA,Venustiano Carranza,15,2020,9,202009,ROBO_A_TRANSEUNTE,110,109,19.429301467889907,-99.1048195412844
VENUSTIANO CARRANZA,Venustiano Carranza,15,2020,9,202009,ROBO_DEL_INTERIOR_DE_VEHICULO,16,15,19.429266,-99.10162933333332
VENUSTIANO CARRANZA,Venustiano Carranza,15,2020,9,202009,ROBO_DE_ACCESORIOS_AUTO,42,42,19.42397976190476,-99.10373190476191
VENUSTIANO CARRANZA,Venustiano Carranza,15,2020,9,202009,ROBO_DE_VEHICULO,31,31,19.427218387096776,-99.10343903225807
XOCHIMILCO,Xochimilco,16,2020,9,202009,OTRO,481,473,19.25188620576304,-99.09762045135713
XOCHIMILCO,Xochimilco,16,2020,9,202009,ROBO_A_CASA_HABITACION,18,18,19.250790000000002,-99.10184666666666
XOCHIMILCO,Xochimilco,16,2020,9,202009,ROBO_A_NEGOCIO,15,14,19.259225714285716,-99.08966214285715
XOCHIMILCO,Xochimilco,16,2020,9,202009,ROBO_A_TRANSEUNTE,33,33,19.25473818181818,-99.07759424242424
XOCHIMILCO,Xochimilco,16,2020,9,202009,ROBO_DEL_INTERIOR_DE_VEHICULO,16,16,19.271956875,-99.114275625
XOCHIMILCO,Xochimilco,16,2020,9,202009,ROBO_DE_ACCESORIOS_AUTO,7,7,19.247657142857143,-99.10259428571429
XOCHIMILCO,Xochimilco,16,2020,9,202009,ROBO_DE_VEHICULO,41,40,19.26416125,-99.1060075
ALVARO OBREGON,Alvaro Obregon,2,2020,10,202010,OTRO,993,967,19.36233766466839,-99.21950914312
ALVARO OBREGON,Alvaro Obregon,2,2020,10,202010,ROBO_A_CASA_HABITACION,33,33,19.357861515151516,-99.22221787878787
ALVARO OBREGON,Alvaro Obregon,2,2020,10,202010,ROBO_A_NEGOCIO,104,104,19.357015865384618,-99.21758865384616
ALVARO OBREGON,Alvaro Obregon,2,2020,10,202010,ROBO_A_TRANSEUNTE,150,149,19.36759154362416,-99.21783778523489
ALVARO OBREGON,Alvaro Obregon,2,2020,10,202010,ROBO_DEL_INTERIOR_DE_VEHICULO,51,49,19.3619193877551,-99.2113824489796
ALVARO OBREGON,Alvaro Obregon,2,2020,10,202010,ROBO_DE_ACCESORIOS_AUTO,30,29,19.355219655172416,-99.21630896551724
ALVARO OBREGON,Alvaro Obregon,2,2020,10,202010,ROBO_DE_VEHICULO,46,46,19.36389304347826,-99.21649478260869
AZCAPOTZALCO,Azcapotzalco,1,2020,10,202010,OTRO,648,628,19.48169729537734,-99.18250889090672
AZCAPOTZALCO,Azcapotzalco,1,2020,10,202010,ROBO_A_CASA_HABITACION,16,15,19.48073266666667,-99.18472866666666
AZCAPOTZALCO,Azcapotzalco,1,2020,10,202010,ROBO_A_NEGOCIO,96,96,19.484712708333333,-99.1825384375
AZCAPOTZALCO,Azcapotzalco,1,2020,10,202010,ROBO_A_TRANSEUNTE,137,137,19.485362773722628,-99.18659138686131
AZCAPOTZALCO,Azcapotzalco,1,2020,10,202010,ROBO_DEL_INTERIOR_DE_VEHICULO,19,19,19.484405789473684,-99.18232368421053
AZCAPOTZALCO,Azcapotzalco,1,2020,10,202010,ROBO_DE_ACCESORIOS_AUTO,34,34,19.47942705882353,-99.17764382352941
AZCAPOTZALCO,Azcapotzalco,1,2020,10,202010,ROBO_DE_VEHICULO,58,58,19.481881896551723,-99.1789125862069
BENITO JUAREZ,Benito Juarez,3,2020,10,202010,OTRO,867,820,19.38181244576363,-99.16065082642339
BENITO JUAREZ,Benito Juarez,3,2020,10,202010,ROBO_A_CASA_HABITACION,12,12,19.385334166666667,-99.17161083333333
BENITO JUAREZ,Benito Juarez,3,2020,10,202010,ROBO_A_NEGOCIO,161,161,19.382330745341616,-99.16299192546585
BENITO JUAREZ,Benito Juarez,3,2020,10,202010,ROBO_A_TRANSEUNTE,116,114,19.383184385964913,-99.15643614035086
BENITO JUAREZ,Benito Juarez,3,2020,10,202010,ROBO_DEL_INTERIOR_DE_VEHICULO,52,52,19.379526538461537,-99.16271634615383
BENITO JUAREZ,Benito Juarez,3,2020,10,202010,ROBO_DE_ACCESORIOS_AUTO,115,114,19.387215964912283,-99.15677307017543
BENITO JUAREZ,Benito Juarez,3,2020,10,202010,ROBO_DE_VEHICULO,51,51,19.380763725490198,-99.15637882352941
COYOACAN,Coyoacan,4,2020,10,202010,OTRO,905,895,19.327371990980403,-99.14727100948696
COYOACAN,Coyoacan,4,2020,10,202010,ROBO_A_CASA_HABITACION,23,23,19.330427826086954,-99.14207782608695
COYOACAN,Coyoacan,4,2020,10,202010,ROBO_A_NEGOCIO,130,130,19.3256292270967,-99.15503418800121
COYOACAN,Coyoacan,4,2020,10,202010,ROBO_A_TRANSEUNTE,69,69,19.327026376811595,-99.14842217391305
COYOACAN,Coyoacan,4,2020,10,202010,ROBO_DEL_INTERIOR_DE_VEHICULO,64,62,19.33231451612903,-99.15213096774193
COYOACAN,Coyoacan,4,2020,10,202010,ROBO_DE_ACCESORIOS_AUTO,53,53,19.326995094339626,-99.14874867924529
COYOACAN,Coyoacan,4,2020,10,202010,ROBO_DE_VEHICULO,44,44,19.32345659090909,-99.15039
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2020,10,202010,OTRO,294,286,19.356021284786273,-99.29187052917442
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2020,10,202010,ROBO_A_CASA_HABITACION,15,15,19.363394666666668,-99.288154
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2020,10,202010,ROBO_A_NEGOCIO,23,23,19.35923739130435,-99.28671652173914
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2020,10,202010,ROBO_A_TRANSEUNTE,19,19,19.36064894736842,-99.28437052631578
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2020,10,202010,ROBO_DEL_INTERIOR_DE_VEHICULO,9,9,19.35636222222222,-99.29254777777777
