alcaldia_key,alcaldia_nombre,alcaldia_id,anio,mes,tiempo_id,subtipo_robo_patrimonial,total_delitos,registros_con_coordenadas,latitud_promedio,longitud_promedio
COYOACAN,Coyoacan,4,2017,2,201702,OTRO,723,700,19.32728921405415,-99.14751246175975
COYOACAN,Coyoacan,4,2017,2,201702,ROBO_A_CASA_HABITACION,37,37,19.328333783783783,-99.14381621621621
COYOACAN,Coyoacan,4,2017,2,201702,ROBO_A_NEGOCIO,74,74,19.325972567567568,-99.15170189189189
COYOACAN,Coyoacan,4,2017,2,201702,ROBO_A_TRANSEUNTE,94,94,19.32956755319149,-99.14947468085106
COYOACAN,Coyoacan,4,2017,2,201702,ROBO_DEL_INTERIOR_DE_VEHICULO,50,50,19.3356602,-99.15644739999999
COYOACAN,Coyoacan,4,2017,2,201702,ROBO_DE_ACCESORIOS_AUTO,42,42,19.332929047619047,-99.15134095238095
COYOACAN,Coyoacan,4,2017,2,201702,ROBO_DE_VEHICULO,58,57,19.32667,-99.1519698245614
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2017,2,201702,OTRO,191,187,19.35693757715459,-99.28984006413447
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2017,2,201702,ROBO_A_CASA_HABITACION,17,17,19.358549411764706,-99.28821117647058
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2017,2,201702,ROBO_A_NEGOCIO,9,9,19.360305555555556,-99.28408444444443
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2017,2,201702,ROBO_A_TRANSEUNTE,5,5,19.36027,-99.28998800000001
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2017,2,201702,ROBO_DEL_INTERIOR_DE_VEHICULO,10,10,19.353616,-99.298887
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2017,2,201702,ROBO_DE_ACCESORIOS_AUTO,1,1,19.34591,-99.31894
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2017,2,201702,ROBO_DE_VEHICULO,6,6,19.36634666666667,-99.27190166666666
CUAUHTEMOC,Cuauhtemoc,6,2017,2,201702,OTRO,1907,1805,19.430314552697215,-99.14916747537482
CUAUHTEMOC,Cuauhtemoc,6,2017,2,201702,ROBO_A_CASA_HABITACION,40,40,19.42677175,-99.15426624999999
CUAUHTEMOC,Cuauhtemoc,6,2017,2,201702,ROBO_A_NEGOCIO,172,172,19.430049593023256,-99.1512298255814
CUAUHTEMOC,Cuauhtemoc,6,2017,2,201702,ROBO_A_TRANSEUNTE,412,411,19.430948442822384,-99.14743425790753
CUAUHTEMOC,Cuauhtemoc,6,2017,2,201702,ROBO_DEL_INTERIOR_DE_VEHICULO,42,42,19.43254119047619,-99.14940523809524
CUAUHTEMOC,Cuauhtemoc,6,2017,2,201702,ROBO_DE_ACCESORIOS_AUTO,84,83,19.42718096385542,-99.15228927710842
CUAUHTEMOC,Cuauhtemoc,6,2017,2,201702,ROBO_DE_VEHICULO,68,67,19.433350746268655,-99.14932537313433
GUSTAVO A MADERO,Gustavo A Madero,7,2017,2,201702,OTRO,997,924,19.493664551391,-99.11634588331692
GUSTAVO A MADERO,Gustavo A Madero,7,2017,2,201702,ROBO_A_CASA_HABITACION,51,51,19.48895450980392,-99.1126205882353
GUSTAVO A MADERO,Gustavo A Madero,7,2017,2,201702,ROBO_A_NEGOCIO,148,148,19.488519527027027,-99.11818135135135
GUSTAVO A MADERO,Gustavo A Madero,7,2017,2,201702,ROBO_A_TRANSEUNTE,155,153,19.488233529411765,-99.109532875817
GUSTAVO A MADERO,Gustavo A Madero,7,2017,2,201702,ROBO_DEL_INTERIOR_DE_VEHICULO,21,20,19.498625,-99.116721
GUSTAVO A MADERO,Gustavo A Madero,7,2017,2,201702,ROBO_DE_ACCESORIOS_AUTO,60,60,19.478444833333334,-99.11548033333334
GUSTAVO A MADERO,Gustavo A Madero,7,2017,2,201702,ROBO_DE_VEHICULO,128,127,19.490572047244097,-99.11325322834647
IZTACALCO,Iztacalco,8,2017,2,201702,OTRO,476,464,19.3965255264143,-99.09559586390193
IZTACALCO,Iztacalco,8,2017,2,201702,ROBO_A_CASA_HABITACION,26,26,19.394799615384617,-99.09942269230768
IZTACALCO,Iztacalco,8,2017,2,201702,ROBO_A_NEGOCIO,34,34,19.395439705882353,-99.10010147058823
IZTACALCO,Iztacalco,8,2017,2,201702,ROBO_A_TRANSEUNTE,99,99,19.398957777777778,-99.09214666666668
IZTACALCO,Iztacalco,8,2017,2,201702,ROBO_DEL_INTERIOR_DE_VEHICULO,23,23,19.395181304347826,-99.08989434782609
IZTACALCO,Iztacalco,8,2017,2,201702,ROBO_DE_ACCESORIOS_AUTO,21,21,19.393493333333332,-99.10094142857145
IZTACALCO,Iztacalco,8,2017,2,201702,ROBO_DE_VEHICULO,33,33,19.390614242424242,-99.10009636363635
IZTAPALAPA,Iztapalapa,9,2017,2,201702,OTRO,1715,1618,19.353044655743727,-99.062309954568
IZTAPALAPA,Iztapalapa,9,2017,2,201702,ROBO_A_CASA_HABITACION,75,75,19.350973333333336,-99.0624352
IZTAPALAPA,Iztapalapa,9,2017,2,201702,ROBO_A_NEGOCIO,247,246,19.3574737398374,-99.07029524390244
IZTAPALAPA,Iztapalapa,9,2017,2,201702,ROBO_A_TRANSEUNTE,321,320,19.35582790625,-99.06030990625001
IZTAPALAPA,Iztapalapa,9,2017,2,201702,ROBO_DEL_INTERIOR_DE_VEHICULO,30,30,19.363547333333333,-99.06732733333334
IZTAPALAPA,Iztapalapa,9,2017,2,201702,ROBO_DE_ACCESORIOS_AUTO,36,36,19.35379833333333,-99.06694944444445
IZTAPALAPA,Iztapalapa,9,2017,2,201702,ROBO_DE_VEHICULO,175,174,19.354573505747126,-99.05622379310346
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2017,2,201702,OTRO,184,180,19.312479749430942,-99.24211805448077
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2017,2,201702,ROBO_A_CASA_HABITACION,18,18,19.316,-99.2394861111111
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2017,2,201702,ROBO_A_NEGOCIO,7,7,19.30823571428571,-99.24905428571428
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2017,2,201702,ROBO_A_TRANSEUNTE,7,7,19.30961142857143,-99.24153142857143
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2017,2,201702,ROBO_DEL_INTERIOR_DE_VEHICULO,11,11,19.316135454545453,-99.23681454545455
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2017,2,201702,ROBO_DE_ACCESORIOS_AUTO,9,9,19.317837777777775,-99.24012111111111
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2017,2,201702,ROBO_DE_VEHICULO,11,11,19.312992727272725,-99.24156181818181
MIGUEL HIDALGO,Miguel Hidalgo,11,2017,2,201702,OTRO,717,695,19.43528164449794,-99.19215438815695
MIGUEL HIDALGO,Miguel Hidalgo,11,2017,2,201702,ROBO_A_CASA_HABITACION,27,27,19.43709925925926,-99.19464888888889
MIGUEL HIDALGO,Miguel Hidalgo,11,2017,2,201702,ROBO_A_NEGOCIO,101,101,19.434268613861388,-99.19507811881189
MIGUEL HIDALGO,Miguel Hidalgo,11,2017,2,201702,ROBO_A_TRANSEUNTE,109,108,19.431229444444444,-99.18939972222223
MIGUEL HIDALGO,Miguel Hidalgo,11,2017,2,201702,ROBO_DEL_INTERIOR_DE_VEHICULO,40,40,19.440523250000002,-99.189431
MIGUEL HIDALGO,Miguel Hidalgo,11,2017,2,201702,ROBO_DE_ACCESORIOS_AUTO,33,33,19.433123636363636,-99.18614393939394
MIGUEL HIDALGO,Miguel Hidalgo,11,2017,2,201702,ROBO_DE_VEHICULO,35,35,19.431451142857146,-99.18924371428571
MILPA ALTA,Milpa Alta,12,2017,2,201702,OTRO,77,74,19.19795085438846,-99.02650804087554
MILPA ALTA,Milpa Alta,12,2017,2,201702,ROBO_A_CASA_HABITACION,5,5,19.199368,-99.020706
MILPA ALTA,Milpa Alta,12,2017,2,201702,ROBO_A_NEGOCIO,3,3,19.199626666666664,-99.03627666666667
MILPA ALTA,Milpa Alta,12,2017,2,201702,ROBO_A_TRANSEUNTE,4,4,19.20919,-99.0025125
MILPA ALTA,Milpa Alta,12,2017,2,201702,ROBO_DE_ACCESORIOS_AUTO,1,1,19.1939,-99.0518
MILPA ALTA,Milpa Alta,12,2017,2,201702,ROBO_DE_VEHICULO,3,3,19.197036666666666,-99.02746333333334
TLAHUAC,Tlahuac,13,2017,2,201702,OTRO,272,253,19.28489769737209,-99.0253951282122
TLAHUAC,Tlahuac,13,2017,2,201702,ROBO_A_CASA_HABITACION,9,9,19.289195555555555,-99.03785777777779
TLAHUAC,Tlahuac,13,2017,2,201702,ROBO_A_NEGOCIO,39,39,19.28920564102564,-99.02804076923077
TLAHUAC,Tlahuac,13,2017,2,201702,ROBO_A_TRANSEUNTE,29,29,19.29054068965517,-99.03194620689656
TLAHUAC,Tlahuac,13,2017,2,201702,ROBO_DEL_INTERIOR_DE_VEHICULO,6,6,19.280581666666667,-99.03050833333333
TLAHUAC,Tlahuac,13,2017,2,201702,ROBO_DE_ACCESORIOS_AUTO,6,6,19.280565,-99.032395
TLAHUAC,Tlahuac,13,2017,2,201702,ROBO_DE_VEHICULO,19,19,19.27936684210526,-99.02206263157895
TLALPAN,Tlalpan,14,2017,2,201702,OTRO,614,596,19.276907252643674,-99.17586059080291
TLALPAN,Tlalpan,14,2017,2,201702,ROBO_A_CASA_HABITACION,36,36,19.26450138888889,-99.18895527777778
TLALPAN,Tlalpan,14,2017,2,201702,ROBO_A_NEGOCIO,81,81,19.28856580246914,-99.16183913580247
TLALPAN,Tlalpan,14,2017,2,201702,ROBO_A_TRANSEUNTE,40,40,19.28013825,-99.19037575
TLALPAN,Tlalpan,14,2017,2,201702,ROBO_DEL_INTERIOR_DE_VEHICULO,20,20,19.2900175,-99.1583405
TLALPAN,Tlalpan,14,2017,2,201702,ROBO_DE_ACCESORIOS_AUTO,28,28,19.28589857142857,-99.17429464285715
TLALPAN,Tlalpan,14,2017,2,201702,ROBO_DE_VEHICULO,49,49,19.28051463069698,-99.17755765920168
VENUSTIANO CARRANZA,Venustiano Carranza,15,2017,2,201702,OTRO,628,595,19.42890393835184,-99.10162253288385
VENUSTIANO CARRANZA,Venustiano Carranza,15,2017,2,201702,ROBO_A_CASA_HABITACION,35,35,19.430125142857143,-99.10181514285713
VENUSTIANO CARRANZA,Venustiano Carranza,15,2017,2,201702,ROBO_A_NEGOCIO,66,66,19.42096893939394,-99.09923742424243
VENUSTIANO CARRANZA,Venustiano Carranza,15,2017,2,201702,ROBO_A_TRANSEUNTE,111,111,19.427865045045046,-99.10985720720721
VENUSTIANO CARRANZA,Venustiano Carranza,15,2017,2,201702,ROBO_DEL_INTERIOR_DE_VEHICULO,29,29,19.425584137931036,-99.0951327586207
VENUSTIANO CARRANZA,Venustiano Carranza,15,2017,2,201702,ROBO_DE_ACCESORIOS_AUTO,28,28,19.425710000000002,-99.1054407142857
VENUSTIANO CARRANZA,Venustiano Carranza,15,2017,2,201702,ROBO_DE_VEHICULO,25,24,19.431730833333333,-99.09673333333332
XOCHIMILCO,Xochimilco,16,2017,2,201702,OTRO,356,345,19.25403429925232,-99.09795355449472
XOCHIMILCO,Xochimilco,16,2017,2,201702,ROBO_A_CASA_HABITACION,26,25,19.2538552,-99.1035952
XOCHIMILCO,Xochimilco,16,2017,2,201702,ROBO_A_NEGOCIO,22,22,19.255685,-99.09708545454545
XOCHIMILCO,Xochimilco,16,2017,2,201702,ROBO_A_TRANSEUNTE,48,47,19.26392914893617,-99.11075574468086
XOCHIMILCO,Xochimilco,16,2017,2,201702,ROBO_DEL_INTERIOR_DE_VEHICULO,14,13,19.266283076923077,-99.1209823076923
XOCHIMILCO,Xochimilco,16,2017,2,201702,ROBO_DE_ACCESORIOS_AUTO,12,12,19.260426666666667,-99.10611833333333
XOCHIMILCO,Xochimilco,16,2017,2,201702,ROBO_DE_VEHICULO,29,29,19.25634103448276,-99.09889034482758
ALVARO OBREGON,Alvaro Obregon,2,2017,3,201703,OTRO,796,766,19.36197829333691,-99.21584026335368
ALVARO OBREGON,Alvaro Obregon,2,2017,3,201703,ROBO_A_CASA_HABITACION,33,33,19.357728787878784,-99.22896999999999
ALVARO OBREGON,Alvaro Obregon,2,2017,3,201703,ROBO_A_NEGOCIO,87,87,19.362400114942528,-99.20859379310346
ALVARO OBREGON,Alvaro Obregon,2,2017,3,201703,ROBO_A_TRANSEUNTE,135,135,19.37799874074074,-99.21433266666666
ALVARO OBREGON,Alvaro Obregon,2,2017,3,201703,ROBO_DEL_INTERIOR_DE_VEHICULO,62,62,19.35868806451613,-99.20675903225806
ALVARO OBREGON,Alvaro Obregon,2,2017,3,201703,ROBO_DE_ACCESORIOS_AUTO,29,29,19.369821034482758,-99.20566896551725
ALVARO OBREGON,Alvaro Obregon,2,2017,3,201703,ROBO_DE_VEHICULO,55,55,19.359650979013555,-99.20737389352499
AZCAPOTZALCO,Azcapotzalco,1,2017,3,201703,OTRO,584,577,19.482972969811552,-99.18241906804136
AZCAPOTZALCO,Azcapotzalco,1,2017,3,201703,ROBO_A_CASA_HABITACION,16,16,19.484990625,-99.186279375
AZCAPOTZALCO,Azcapotzalco,1,2017,3,201703,ROBO_A_NEGOCIO,88,88,19.48333784090909,-99.18244795454547
AZCAPOTZALCO,Azcapotzalco,1,2017,3,201703,ROBO_A_TRANSEUNTE,140,140,19.485708928571427,-99.18591707142858
AZCAPOTZALCO,Azcapotzalco,1,2017,3,201703,ROBO_DEL_INTERIOR_DE_VEHICULO,54,54,19.47991907407408,-99.18481
AZCAPOTZALCO,Azcapotzalco,1,2017,3,201703,ROBO_DE_ACCESORIOS_AUTO,53,53,19.474038301886793,-99.17622981132075
AZCAPOTZALCO,Azcapotzalco,1,2017,3,201703,ROBO_DE_VEHICULO,64,64,19.48128859375,-99.18396609375
BENITO JUAREZ,Benito Juarez,3,2017,3,201703,OTRO,1004,965,19.381385426770883,-99.16300910580904
BENITO JUAREZ,Benito Juarez,3,2017,3,201703,ROBO_A_CASA_HABITACION,50,50,19.3821822,-99.1625108
BENITO JUAREZ,Benito Juarez,3,2017,3,201703,ROBO_A_NEGOCIO,120,120,19.382399083333333,-99.15901508333333
BENITO JUAREZ,Benito Juarez,3,2017,3,201703,ROBO_A_TRANSEUNTE,183,183,19.380717213114753,-99.16426945355192
BENITO JUAREZ,Benito Juarez,3,2017,3,201703,ROBO_DEL_INTERIOR_DE_VEHICULO,75,75,19.38256,-99.16233693333334
BENITO JUAREZ,Benito Juarez,3,2017,3,201703,ROBO_DE_ACCESORIOS_AUTO,137,137,19.384801897810217,-99.15321686131387
BENITO JUAREZ,Benito Juarez,3,2017,3,201703,ROBO_DE_VEHICULO,63,62,19.380812903225806,-99.16079758064517
COYOACAN,Coyoacan,4,2017,3,201703,OTRO,902,860,19.3277138564857,-99.14907674386001
COYOACAN,Coyoacan,4,2017,3,201703,ROBO_A_CASA_HABITACION,42,42,19.332001190476188,-99.14549571428572
COYOACAN,Coyoacan,4,2017,3,201703,ROBO_A_NEGOCIO,112,112,19.32204401785714,-99.15340455357143
COYOACAN,Coyoacan,4,2017,3,201703,ROBO_A_TRANSEUNTE,120,120,19.32594494568816,-99.14820436408625
COYOACAN,Coyoacan,4,2017,3,201703,ROBO_DEL_INTERIOR_DE_VEHICULO,48,48,19.331882708333335,-99.15237229166667
COYOACAN,Coyoacan,4,2017,3,201703,ROBO_DE_ACCESORIOS_AUTO,38,38,19.32967605263158,-99.14845105263159
COYOACAN,Coyoacan,4,2017,3,201703,ROBO_DE_VEHICULO,66,66,19.328389393939396,-99.15410227272726
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2017,3,201703,OTRO,200,198,19.35610945588164,-99.29193136904863
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2017,3,201703,ROBO_A_CASA_HABITACION,18,18,19.36819222222222,-99.28000722222222
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2017,3,201703,ROBO_A_NEGOCIO,16,16,19.36127625,-99.282029375
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2017,3,201703,ROBO_A_TRANSEUNTE,8,8,19.3660225,-99.28647624999999
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2017,3,201703,ROBO_DEL_INTERIOR_DE_VEHICULO,5,5,19.353906000000002,-99.29170200000002
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2017,3,201703,ROBO_DE_ACCESORIOS_AUTO,4,4,19.361292499999998,-99.2862975
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2017,3,201703,ROBO_DE_VEHICULO,2,2,19.3585019263885,-99.27940667892636
CUAUHTEMOC,Cuauhtemoc,6,2017,3,201703,OTRO,2072,1976,19.42976263727283,-99.14933110781742
CUAUHTEMOC,Cuauhtemoc,6,2017,3,201703,ROBO_A_CASA_HABITACION,47,47,19.42555021276596,-99.15711808510638
CUAUHTEMOC,Cuauhtemoc,6,2017,3,201703,ROBO_A_NEGOCIO,170,170,19.429606941176473,-99.15041388235295
CUAUHTEMOC,Cuauhtemoc,6,2017,3,201703,ROBO_A_TRANSEUNTE,422,422,19.431894123222747,-99.14673898104265
CUAUHTEMOC,Cuauhtemoc,6,2017,3,201703,ROBO_DEL_INTERIOR_DE_VEHICULO,35,35,19.433752571428574,-99.14569142857142
CUAUHTEMOC,Cuauhtemoc,6,2017,3,201703,ROBO_DE_ACCESORIOS_AUTO,84,83,19.42967120481928,-99.1483508433735
CUAUHTEMOC,Cuauhtemoc,6,2017,3,201703,ROBO_DE_VEHICULO,84,84,19.433098095238094,-99.14769773809523
GUSTAVO A MADERO,Gustavo A Madero,7,2017,3,201703,OTRO,1191,1131,19.49267469193036,-99.11504661479303
GUSTAVO A MADERO,Gustavo A Madero,7,2017,3,201703,ROBO_A_CASA_HABITACION,52,52,19.491615576923078,-99.11257942307692
GUSTAVO A MADERO,Gustavo A Madero,7,2017,3,201703,ROBO_A_NEGOCIO,162,162,19.485310925925926,-99.12218135802469
GUSTAVO A MADERO,Gustavo A Madero,7,2017,3,201703,ROBO_A_TRANSEUNTE,156,156,19.4891625,-99.11147801282051
GUSTAVO A MADERO,Gustavo A Madero,7,2017,3,201703,ROBO_DEL_INTERIOR_DE_VEHICULO,31,31,19.491039032258065,-99.12836645161289
GUSTAVO A MADERO,Gustavo A Madero,7,2017,3,201703,ROBO_DE_ACCESORIOS_AUTO,57,57,19.483305789473683,-99.11684982456141
GUSTAVO A MADERO,Gustavo A Madero,7,2017,3,201703,ROBO_DE_VEHICULO,131,131,19.49129030534351,-99.10755801526719
IZTACALCO,Iztacalco,8,2017,3,201703,OTRO,522,509,19.39683159060721,-99.09567918390808
IZTACALCO,Iztacalco,8,2017,3,201703,ROBO_A_CASA_HABITACION,27,27,19.399680370370373,-99.09358703703703
IZTACALCO,Iztacalco,8,2017,3,201703,ROBO_A_NEGOCIO,40,40,19.39517075,-99.09125850000001
IZTACALCO,Iztacalco,8,2017,3,201703,ROBO_A_TRANSEUNTE,139,139,19.398789856115105,-99.09543388489207
IZTACALCO,Iztacalco,8,2017,3,201703,ROBO_DEL_INTERIOR_DE_VEHICULO,27,27,19.396735925925924,-99.09329481481481
IZTACALCO,Iztacalco,8,2017,3,201703,ROBO_DE_ACCESORIOS_AUTO,27,27,19.394879629629628,-99.09894962962963
IZTACALCO,Iztacalco,8,2017,3,201703,ROBO_DE_VEHICULO,41,41,19.395863658536584,-99.09061146341463
IZTAPALAPA,Iztapalapa,9,2017,3,201703,OTRO,1865,1760,19.352278485848146,-99.06203390855023
IZTAPALAPA,Iztapalapa,9,2017,3,201703,ROBO_A_CASA_HABITACION,65,65,19.353614923076922,-99.05732738461538
IZTAPALAPA,Iztapalapa,9,2017,3,201703,ROBO_A_NEGOCIO,250,250,19.3563882,-99.06766152000002
IZTAPALAPA,Iztapalapa,9,2017,3,201703,ROBO_A_TRANSEUNTE,381,379,19.353486068601583,-99.05767237467019
IZTAPALAPA,Iztapalapa,9,2017,3,201703,ROBO_DEL_INTERIOR_DE_VEHICULO,57,57,19.361224210526316,-99.0728747368421
IZTAPALAPA,Iztapalapa,9,2017,3,201703,ROBO_DE_ACCESORIOS_AUTO,42,42,19.355938095238095,-99.06253333333333
IZTAPALAPA,Iztapalapa,9,2017,3,201703,ROBO_DE_VEHICULO,197,197,19.350789340101525,-99.05722771573603
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2017,3,201703,OTRO,205,203,19.311064158134556,-99.24183485480393
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2017,3,201703,ROBO_A_CASA_HABITACION,13,13,19.315362307692308,-99.2423723076923
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2017,3,201703,ROBO_A_NEGOCIO,9,9,19.310882222222222,-99.24257333333334
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2017,3,201703,ROBO_A_TRANSEUNTE,13,13,19.31554923076923,-99.23921384615385
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2017,3,201703,ROBO_DEL_INTERIOR_DE_VEHICULO,4,4,19.31681,-99.23585
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2017,3,201703,ROBO_DE_ACCESORIOS_AUTO,8,8,19.312185,-99.236925
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2017,3,201703,ROBO_DE_VEHICULO,10,10,19.318743,-99.241389
MIGUEL HIDALGO,Miguel Hidalgo,11,2017,3,201703,OTRO,959,937,19.433245164628886,-99.19271721354824
MIGUEL HIDALGO,Miguel Hidalgo,11,2017,3,201703,ROBO_A_CASA_HABITACION,35,35,19.43195257142857,-99.19074599999999
MIGUEL HIDALGO,Miguel Hidalgo,11,2017,3,201703,ROBO_A_NEGOCIO,87,87,19.437005517241378,-99.19540655172413
MIGUEL HIDALGO,Miguel Hidalgo,11,2017,3,201703,ROBO_A_TRANSEUNTE,133,133,19.43530263157895,-99.18922067669173
MIGUEL HIDALGO,Miguel Hidalgo,11,2017,3,201703,ROBO_DEL_INTERIOR_DE_VEHICULO,44,43,19.438869069767442,-99.19144441860465
MIGUEL HIDALGO,Miguel Hidalgo,11,2017,3,201703,ROBO_DE_ACCESORIOS_AUTO,35,35,19.433683714285717,-99.19115400000001
MIGUEL HIDALGO,Miguel Hidalgo,11,2017,3,201703,ROBO_DE_VEHICULO,26,26,19.43171269230769,-99.19367230769231
MILPA ALTA,Milpa Alta,12,2017,3,201703,OTRO,100,92,19.196179950126684,-99.03289896027157
MILPA ALTA,Milpa Alta,12,2017,3,201703,ROBO_A_CASA_HABITACION,13,13,19.194636923076924,-99.03551153846153
MILPA ALTA,Milpa Alta,12,2017,3,201703,ROBO_A_NEGOCIO,1,1,19.19656,-99.00875
MILPA ALTA,Milpa Alta,12,2017,3,201703,ROBO_A_TRANSEUNTE,3,3,19.210163333333334,-99.02423666666668
MILPA ALTA,Milpa Alta,12,2017,3,201703,ROBO_DE_VEHICULO,7,7,19.201034285714286,-99.01064571428572
TLAHUAC,Tlahuac,13,2017,3,201703,OTRO,329,309,19.282159863730886,-99.02242369373934
TLAHUAC,Tlahuac,13,2017,3,201703,ROBO_A_CASA_HABITACION,15,15,19.28095666666667,-99.02988866666668
TLAHUAC,Tlahuac,13,2017,3,201703,ROBO_A_NEGOCIO,29,29,19.289365172413795,-99.03494241379309
TLAHUAC,Tlahuac,13,2017,3,201703,ROBO_A_TRANSEUNTE,35,35,19.284452857142856,-99.0316602857143
TLAHUAC,Tlahuac,13,2017,3,201703,ROBO_DEL_INTERIOR_DE_VEHICULO,8,8,19.2935675,-99.0462225
TLAHUAC,Tlahuac,13,2017,3,201703,ROBO_DE_ACCESORIOS_AUTO,2,2,19.28079,-99.02638999999999
TLAHUAC,Tlahuac,13,2017,3,201703,ROBO_DE_VEHICULO,19,19,19.28615894736842,-99.02878684210526
TLALPAN,Tlalpan,14,2017,3,201703,OTRO,757,741,19.2775674110275,-99.17687381179378
TLALPAN,Tlalpan,14,2017,3,201703,ROBO_A_CASA_HABITACION,29,29,19.269043448275863,-99.1762127586207
TLALPAN,Tlalpan,14,2017,3,201703,ROBO_A_NEGOCIO,66,66,19.28781803030303,-99.16023484848485
TLALPAN,Tlalpan,14,2017,3,201703,ROBO_A_TRANSEUNTE,71,71,19.28262408450704,-99.1774856338028
TLALPAN,Tlalpan,14,2017,3,201703,ROBO_DEL_INTERIOR_DE_VEHICULO,32,32,19.2867,-99.1722878125
TLALPAN,Tlalpan,14,2017,3,201703,ROBO_DE_ACCESORIOS_AUTO,37,37,19.285635405405408,-99.17790972972973
TLALPAN,Tlalpan,14,2017,3,201703,ROBO_DE_VEHICULO,50,50,19.2733854,-99.1768904
VENUSTIANO CARRANZA,Venustiano Carranza,15,2017,3,201703,OTRO,734,679,19.42965857483038,-99.10072605612474
VENUSTIANO CARRANZA,Venustiano Carranza,15,2017,3,201703,ROBO_A_CASA_HABITACION,28,28,19.426447142857143,-99.10160571428571
VENUSTIANO CARRANZA,Venustiano Carranza,15,2017,3,201703,ROBO_A_NEGOCIO,100,100,19.4228617,-99.09959939999999
VENUSTIANO CARRANZA,Venustiano Carranza,15,2017,3,201703,ROBO_A_TRANSEUNTE,118,118,19.426522881355933,-99.11096991525424
VENUSTIANO CARRANZA,Venustiano Carranza,15,2017,3,201703,ROBO_DEL_INTERIOR_DE_VEHICULO,35,35,19.427866571428574,-99.09892342857142
VENUSTIANO CARRANZA,Venustiano Carranza,15,2017,3,201703,ROBO_DE_ACCESORIOS_AUTO,26,26,19.42301730769231,-99.11091269230769
VENUSTIANO CARRANZA,Venustiano Carranza,15,2017,3,201703,ROBO_DE_VEHICULO,28,28,19.43481464285714,-99.10183357142856
XOCHIMILCO,Xochimilco,16,2017,3,201703,OTRO,364,351,19.254291584499693,-99.09865364470318
XOCHIMILCO,Xochimilco,16,2017,3,201703,ROBO_A_CASA_HABITACION,30,30,19.253819333333336,-99.10285533333334
XOCHIMILCO,Xochimilco,16,2017,3,201703,ROBO_A_NEGOCIO,22,22,19.26271318181818,-99.11055363636363
XOCHIMILCO,Xochimilco,16,2017,3,201703,ROBO_A_TRANSEUNTE,45,43,19.25843604651163,-99.09737953488371
XOCHIMILCO,Xochimilco,16,2017,3,201703,ROBO_DEL_INTERIOR_DE_VEHICULO,16,16,19.266294375,-99.12208687500001
XOCHIMILCO,Xochimilco,16,2017,3,201703,ROBO_DE_ACCESORIOS_AUTO,8,8,19.253375,-99.117575
XOCHIMILCO,Xochimilco,16,2017,3,201703,ROBO_DE_VEHICULO,38,38,19.25990052631579,-99.09569236842106
ALVARO OBREGON,Alvaro Obregon,2,2017,4,201704,OTRO,691,673,19.362256286036857,-99.21592001233891
ALVARO OBREGON,Alvaro Obregon,2,2017,4,201704,ROBO_A_CASA_HABITACION,30,30,19.35230633333333,-99.213583
ALVARO OBREGON,Alvaro Obregon,2,2017,4,201704,ROBO_A_NEGOCIO,80,80,19.363409375,-99.217824375
ALVARO OBREGON,Alvaro Obregon,2,2017,4,201704,ROBO_A_TRANSEUNTE,152,152,19.372102828947366,-99.21675078947369
ALVARO OBREGON,Alvaro Obregon,2,2017,4,201704,ROBO_DEL_INTERIOR_DE_VEHICULO,47,47,19.35862425531915,-99.21343425531916
ALVARO OBREGON,Alvaro Obregon,2,2017,4,201704,ROBO_DE_ACCESORIOS_AUTO,31,31,19.37282741935484,-99.20885419354839
ALVARO OBREGON,Alvaro Obregon,2,2017,4,201704,ROBO_DE_VEHICULO,60,60,19.357309333333333,-99.2137795
